	merge_cluster																						
CNA01660_3	448950	448971	22	utr5E	0	0	0	0	0	0	16.00	14.00	8.00	3.00	2.00	2.00	3.00	6.00	1.00	0	0	0	
CNA01660_4	448971	448971	1	utr5E	0	0	0	0	0	0	0	0	0	3.00	2.00	2.00	3.00	6.00	1.00	0	0	0	
CNA01700_1	455218	455296	79	utr3E	242.00	111.00	64.00	157.00	112.00	92.00	15.00	11.00	14.00	62.00	39.00	93.00	160.00	157.00	159.00	66.00	73.00	57.00	
CNA01720_1	461685	461755	71	utr3E	973.00	636.00	419.00	919.00	561.00	443.00	453.00	297.00	206.00	547.00	492.00	652.00	535.00	470.00	391.00	629.00	338.00	374.00	
CNA01750_1	470578	470628	51	utr3E	125.00	167.00	113.00	320.00	234.00	196.00	72.00	43.00	67.00	56.00	54.00	61.00	72.00	88.00	82.00	47.00	25.00	30.00	
CNA01770_1	473567	473567	1	utr3E	20.00	16.00	8.00	20.00	10.00	4.00	0	0	0	10.00	6.00	8.00	17.00	19.00	17.00	13.00	8.00	8.00	
CNA01770_2	473625	473651	27	utr3I	63.00	49.00	33.00	29.00	22.00	12.00	11.00	8.00	9.00	39.00	35.00	35.00	52.00	53.00	38.00	37.00	27.00	16.00	
CNA01820_1	486721	486735	15	utr3E	970.00	628.00	452.00	949.00	594.00	521.00	238.00	123.00	200.00	584.00	473.00	618.00	648.00	717.00	516.00	652.00	427.00	435.00	
CNA01840_1	494718	494769	52	utr3E	49.00	32.00	25.00	83.00	55.00	44.00	12.00	8.00	18.00	33.00	31.00	54.00	64.00	54.00	32.00	41.00	26.00	27.00	
CNA01850_1	498613	498621	9	utr3E	133.00	63.00	31.00	71.00	50.00	35.00	47.00	33.00	36.00	101.00	72.00	143.00	133.00	136.00	101.00	71.00	83.00	67.00	
CNA01860_1	501010	501029	20	utr3E	368.00	381.00	279.00	165.00	107.00	86.00	95.00	54.00	67.00	261.00	252.00	357.00	429.00	476.00	432.00	183.00	125.00	129.00	
CNA01880_1	506406	506459	54	utr3E	98.00	74.00	64.00	14.00	13.00	3.00	4.00	3.00	1.00	117.00	101.00	222.00	165.00	152.00	157.00	34.00	16.00	15.00	
CNA01880_2	507376	507376	1	utr5E	0	0	0	0	0	0	1.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNA01900_1	510351	510421	71	utr3E	80.00	39.00	29.00	77.00	62.00	38.00	4.00	2.00	2.00	23.00	21.00	28.00	67.00	44.00	39.00	31.00	21.00	25.00	
CNA01900_2	510421	510421	1	utr3E	0	0	0	19.00	14.00	7.00	0	0	0	8.00	4.00	7.00	0	0	0	4.00	7.00	7.00	
CNA01900_3	511943	511946	4	cdsE	8.00	4.00	3.00	2.00	4.00	1.00	0	0	0	0	0	0	9.00	7.00	3.00	8.00	3.00	4.00	
CNA01910_1	513868	513915	48	utr3E	94.00	60.00	40.00	34.00	17.00	21.00	10.00	9.00	17.00	18.00	22.00	29.00	42.00	29.00	22.00	36.00	38.00	28.00	
CNA01910_2	514301	514312	12	cdsE	2.00	3.00	3.00	0	0	0	0	0	0	3.00	3.00	4.00	0	0	0	7.00	8.00	6.00	
CNA01940_1	522824	522842	19	utr3E	55.00	33.00	15.00	49.00	32.00	24.00	83.00	71.00	108.00	50.00	29.00	41.00	36.00	50.00	37.00	39.00	25.00	21.00	
CNA01940_2	523019	523031	13	cdsE	12.00	6.00	6.00	19.00	9.00	10.00	3.00	1.00	3.00	19.00	28.00	28.00	26.00	47.00	33.00	29.00	17.00	20.00	
CNA01940_3	523606	523607	2	utr5E	10.00	6.00	1.00	2.00	2.00	1.00	35.00	13.00	12.00	5.00	11.00	9.00	9.00	4.00	3.00	5.00	3.00	1.00	
CNA01990_1	527966	528001	36	cdsE	3.00	2.00	2.00	1.00	1.00	1.00	0	0	0	0	0	0	2.00	1.00	1.00	8.00	7.00	9.00	
CNA01990_2	528381	528396	16	cdsE	1.00	1.00	4.00	0	0	0	0	0	0	3.00	2.00	4.00	10.00	15.00	15.00	9.00	6.00	6.00	
CNA01990_3	530372	530373	2	cdsE	2.00	1.00	2.00	0	0	0	0	0	0	9.00	4.00	5.00	6.00	10.00	8.00	8.00	4.00	4.00	
CNA02015_1	537362	537362	1	utr5E	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	3.00	3.00	2.00	0	0	0	
CNA02020_1	537813	537818	6	utr3E	23.00	13.00	7.00	26.00	21.00	25.00	0	0	0	10.00	7.00	18.00	26.00	25.00	33.00	18.00	19.00	18.00	
CNA02020_2	537925	537944	20	utr3E	31.00	20.00	12.00	70.00	38.00	31.00	2.00	3.00	1.00	13.00	14.00	34.00	46.00	60.00	36.00	33.00	13.00	14.00	
CNA02040_1	546293	546370	78	utr3E	33.00	25.00	16.00	109.00	81.00	48.00	43.00	33.00	43.00	118.00	122.00	133.00	49.00	54.00	40.00	51.00	45.00	41.00	
CNA02055_1	549890	549950	61	utr3E	42.00	24.00	14.00	51.00	26.00	23.00	8.00	7.00	9.00	7.00	4.00	7.00	21.00	20.00	19.00	8.00	8.00	7.00	
CNA02055_2	550690	550690	1	cdsE	1.00	3.00	1.00	0	0	0	2.00	2.00	1.00	3.00	4.00	1.00	7.00	5.00	7.00	2.00	1.00	1.00	
CNA02055_3	550900	550901	2	cdsI	1.00	2.00	1.00	1.00	1.00	2.00	0	0	0	11.00	6.00	8.00	0	0	0	0	0	0	
CNA02055_4	550972	551004	33	cdsI	0	0	0	8.00	4.00	4.00	27.00	17.00	30.00	2.00	6.00	6.00	4.00	5.00	3.00	0	0	0	
CNA02080_1	554819	554845	27	utr3E	43.00	20.00	27.00	64.00	52.00	51.00	0	0	0	25.00	20.00	20.00	41.00	31.00	32.00	20.00	18.00	11.00	
CNA02100_1	557599	557649	51	utr3E	390.00	207.00	165.00	162.00	102.00	88.00	88.00	56.00	97.00	133.00	131.00	209.00	248.00	234.00	236.00	176.00	167.00	138.00	
CNA02120_1	559820	559820	1	utr3E	0	0	0	7.00	6.00	7.00	0	0	0	0	0	0	1.00	4.00	2.00	0	0	0	
CNA02120_2	560101	560101	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	0	0	0	
CNA02120_3	562175	562175	1	utr3E	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA02120_4	562332	562332	1	utr3E	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA02120_5	563508	563508	1	cdsE	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	0	0	0	
CNA02120_6	563948	563949	2	utr5I	5.00	3.00	2.00	5.00	3.00	2.00	13.00	7.00	6.00	6.00	7.00	7.00	3.00	4.00	1.00	1.00	1.00	1.00	
CNA02140_1	565908	565908	1	utr3E	2.00	1.00	1.00	3.00	1.00	1.00	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	
CNA02140_2	566545	566546	2	cdsE	0	0	0	3.00	2.00	3.00	0	0	0	8.00	9.00	5.00	13.00	19.00	10.00	0	0	0	
CNA02140_3	567126	567126	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	2.00	4.00	1.00	2.00	4.00	4.00	0	0	0	
CNA02160_1	569518	569518	1	utr3E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	6.00	8.00	4.00	0	0	0	
CNA02160_2	569655	569692	38	utr3E	200.00	87.00	73.00	159.00	54.00	65.00	132.00	77.00	105.00	20.00	17.00	22.00	49.00	50.00	38.00	10.00	9.00	7.00	
CNA02160_3	569868	569868	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	
CNA02170_1	571126	571135	10	utr3E	87.00	42.00	35.00	57.00	34.00	27.00	27.00	11.00	16.00	20.00	19.00	30.00	31.00	39.00	20.00	14.00	4.00	8.00	
CNA02220_1	582272	582361	90	utr3E	9982.00	5616.00	3760.00	3917.00	3021.00	2222.00	1112.00	469.00	786.00	1499.00	1442.00	1767.00	1958.00	1862.00	1631.00	4076.00	2716.00	2520.00	
CNA02250_1	585831	585831	1	utr3E	0	0	0	6.00	4.00	5.00	3.00	5.00	5.00	0	0	0	3.00	3.00	5.00	0	0	0	
CNA02250_2	586424	586424	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	0	0	0	
CNA02250_3	588334	588334	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	0	0	0	
CNA02300_1	598414	598415	2	utr3E	11.00	11.00	5.00	13.00	7.00	3.00	1.00	1.00	1.00	1.00	2.00	3.00	0	0	0	0	0	0	
CNA02300_2	598415	598415	1	utr3E	11.00	11.00	5.00	0	0	0	1.00	1.00	1.00	1.00	2.00	3.00	0	0	0	0	0	0	
CNA02300_3	598508	598511	4	utr3E	13.00	7.00	6.00	10.00	4.00	9.00	3.00	4.00	3.00	0	0	0	2.00	1.00	1.00	0	0	0	
CNA02335_1	608193	608197	5	utr3E	0	0	0	40.00	14.00	9.00	0	0	0	0	0	0	16.00	7.00	7.00	0	0	0	
CNA02335_2	608412	608412	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	
CNA02340_1	610987	610989	3	utr3E	24.00	11.00	9.00	10.00	5.00	6.00	5.00	4.00	2.00	7.00	5.00	5.00	7.00	12.00	10.00	1.00	3.00	5.00	
CNA02340_2	611225	611225	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	0	0	0	
CNA02360_1	617184	617206	23	utr3E	48.00	32.00	12.00	30.00	12.00	15.00	7.00	6.00	7.00	30.00	20.00	24.00	24.00	22.00	27.00	25.00	23.00	18.00	
CNA02360_2	618288	618288	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	5.00	6.00	2.00	1.00	4.00	0	0	0	
CNA02380_1	623381	623381	1	utr3E	2.00	1.00	1.00	1.00	2.00	2.00	0	0	0	0	0	0	1.00	3.00	2.00	0	0	0	
CNA02380_2	625392	625392	1	utr5E	0	0	0	0	0	0	2.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNA02410_1	631257	631257	1	utr3E	12.00	5.00	4.00	25.00	13.00	10.00	0	0	0	0	0	0	7.00	7.00	3.00	3.00	2.00	2.00	
CNA02410_2	631528	631546	19	utr3I	2.00	3.00	2.00	11.00	4.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA02410_3	631956	631966	11	utr3E	92.00	50.00	39.00	19.00	23.00	14.00	11.00	2.00	9.00	77.00	60.00	73.00	77.00	106.00	68.00	60.00	39.00	41.00	
CNA02440_1	637702	637734	33	utr3E	149.00	122.00	86.00	192.00	132.00	94.00	8.00	8.00	11.00	112.00	97.00	117.00	133.00	170.00	124.00	122.00	60.00	59.00	
CNA02460_1	639529	639537	9	utr3E	7.00	6.00	1.00	28.00	22.00	10.00	2.00	1.00	2.00	7.00	8.00	3.00	21.00	16.00	16.00	7.00	5.00	1.00	
CNA02460_2	640156	640174	19	cdsE	12.00	6.00	2.00	11.00	14.00	7.00	2.00	1.00	1.00	4.00	8.00	8.00	18.00	21.00	11.00	19.00	13.00	9.00	
CNA02460_3	641437	641444	8	cdsE	2.00	1.00	2.00	5.00	4.00	2.00	2.00	1.00	3.00	3.00	3.00	1.00	10.00	13.00	11.00	4.00	7.00	6.00	
CNA02460_4	641444	641444	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	3.00	1.00	0	0	0	0	0	0	
CNA02460_5	641538	641538	1	cdsE	4.00	2.00	2.00	4.00	4.00	2.00	0	0	0	0	0	0	2.00	4.00	1.00	0	0	0	
CNA02460_6	643240	643240	1	cdsI	0	0	0	0	0	0	0	0	0	3.00	2.00	3.00	1.00	7.00	1.00	3.00	1.00	2.00	
CNA02460_7	645956	645991	36	utr5E	4.00	1.00	1.00	12.00	8.00	9.00	13.00	8.00	3.00	0	0	0	7.00	12.00	6.00	0	0	0	
CNA02470_1	646283	646348	66	utr3E	8.00	3.00	1.00	23.00	24.00	23.00	0	0	0	12.00	13.00	12.00	25.00	20.00	19.00	26.00	26.00	21.00	
CNA02470_2	646435	646436	2	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	3.00	4.00	5.00	1.00	3.00	2.00	
CNA02470_3	646526	646563	38	utr3E	6.00	4.00	1.00	16.00	10.00	8.00	2.00	1.00	3.00	5.00	8.00	12.00	16.00	13.00	11.00	15.00	20.00	21.00	
CNA02490_1	651979	651979	1	utr3E	0	0	0	11.00	5.00	4.00	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNA02490_2	652145	652147	3	utr3E	15.00	11.00	5.00	66.00	29.00	17.00	9.00	6.00	2.00	17.00	10.00	21.00	13.00	13.00	12.00	7.00	2.00	4.00	
CNA02490_3	652578	652629	52	utr3E	63.00	38.00	29.00	24.00	17.00	13.00	10.00	6.00	9.00	10.00	15.00	8.00	29.00	21.00	15.00	32.00	22.00	13.00	
CNA02490_4	652713	652713	1	utr3E	1.00	2.00	1.00	0	0	0	0	0	0	4.00	1.00	1.00	2.00	1.00	10.00	2.00	4.00	1.00	
CNA02510_1	658692	658700	9	utr3E	617.00	256.00	268.00	1122.00	926.00	697.00	250.00	115.00	192.00	293.00	271.00	414.00	320.00	249.00	223.00	105.00	66.00	67.00	
CNA02530_1	661928	661974	47	utr3E	21.00	10.00	5.00	9.00	9.00	3.00	14.00	9.00	2.00	6.00	4.00	5.00	13.00	13.00	9.00	19.00	16.00	5.00	
CNA02530_2	662886	662890	5	utr5E	6.00	1.00	4.00	1.00	1.00	2.00	29.00	14.00	19.00	0	0	0	0	0	0	0	0	0	
CNA02530_3	663051	663051	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNA02535_1	663171	663178	8	utr3E	3.00	3.00	2.00	13.00	8.00	4.00	5.00	3.00	4.00	2.00	3.00	1.00	7.00	11.00	5.00	2.00	1.00	4.00	
CNA02535_2	663248	663248	1	utr3E	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA02535_3	663346	663346	1	utr3E	1.00	2.00	1.00	5.00	1.00	3.00	1.00	2.00	2.00	1.00	1.00	1.00	1.00	4.00	3.00	0	0	0	
CNA02535_4	663442	663454	13	utr3E	6.00	2.00	7.00	4.00	3.00	6.00	0	0	0	2.00	1.00	1.00	5.00	10.00	9.00	3.00	1.00	3.00	
CNA02535_5	663454	663454	1	utr3E	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNA02535_6	663516	663516	1	utr3I	3.00	1.00	1.00	0	0	0	0	0	0	1.00	2.00	2.00	0	0	0	1.00	1.00	2.00	
CNA02535_7	664689	664689	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	1.00	1.00	1.00	0	0	0	
CNA02540_1	666888	666892	5	cdsI	0	0	0	0	0	0	0	0	0	4.00	4.00	16.00	1.00	3.00	1.00	0	0	0	
CNA02540_2	667337	667381	45	utr5E	6.00	1.00	1.00	0	0	0	9.00	5.00	6.00	0	0	0	0	0	0	0	0	0	
CNA02555_1	668848	668903	56	utr3E	51.00	33.00	18.00	15.00	18.00	16.00	13.00	7.00	17.00	12.00	10.00	14.00	15.00	18.00	19.00	38.00	41.00	32.00	
CNA02555_2	669117	669169	53	cdsE	17.00	9.00	16.00	7.00	8.00	3.00	9.00	9.00	10.00	2.00	6.00	3.00	6.00	9.00	10.00	17.00	29.00	17.00	
CNA02555_3	670006	670034	29	utr5E	0	0	0	2.00	3.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA02570_1	672161	672179	19	utr3E	1121.00	647.00	401.00	787.00	592.00	439.00	196.00	80.00	110.00	267.00	235.00	290.00	343.00	327.00	217.00	710.00	398.00	469.00	
CNA02600_1	678893	678894	2	utr3E	37.00	17.00	11.00	25.00	15.00	8.00	5.00	3.00	3.00	20.00	13.00	28.00	33.00	36.00	23.00	17.00	11.00	16.00	
CNA02600_2	679457	679527	71	cdsE	0	0	0	2.00	1.00	2.00	0	0	0	6.00	5.00	10.00	15.00	10.00	14.00	9.00	2.00	6.00	
CNA02600_3	680117	680153	37	utr5E	3.00	5.00	3.00	1.00	2.00	1.00	28.00	14.00	18.00	15.00	14.00	10.00	7.00	7.00	5.00	0	0	0	
CNA02620_1	686722	686722	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	6.00	1.00	2.00	0	0	0	
CNA02630_1	689996	689996	1	utr3E	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA02630_2	690025	690025	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	2.00	3.00	1.00	0	0	0	
CNA02630_3	690032	690032	1	utr3E	2.00	1.00	1.00	0	0	0	2.00	3.00	8.00	7.00	3.00	8.00	0	0	0	0	0	0	
CNA02630_4	690106	690106	1	utr3E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA02630_5	690135	690135	1	utr3E	4.00	2.00	1.00	0	0	0	0	0	0	0	0	0	4.00	3.00	3.00	2.00	3.00	1.00	
CNA02650_1	694351	694352	2	utr3E	11.00	5.00	6.00	26.00	19.00	14.00	6.00	3.00	2.00	4.00	1.00	2.00	0	0	0	0	0	0	
CNA02650_2	694464	694464	1	utr3E	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA02650_3	695852	695883	32	utr5E	25.00	10.00	19.00	12.00	13.00	6.00	14.00	4.00	9.00	4.00	7.00	8.00	11.00	14.00	10.00	61.00	33.00	38.00	
CNA02690_1	701076	701097	22	utr3E	102.00	36.00	28.00	96.00	63.00	39.00	17.00	10.00	13.00	44.00	44.00	53.00	90.00	125.00	100.00	39.00	44.00	28.00	
CNA02690_2	701176	701188	13	utr3E	165.00	80.00	48.00	109.00	76.00	47.00	31.00	22.00	25.00	63.00	38.00	60.00	58.00	66.00	51.00	54.00	36.00	34.00	
CNA02710_1	704858	704868	11	utr3E	25.00	13.00	15.00	113.00	48.00	36.00	5.00	3.00	2.00	38.00	32.00	51.00	43.00	37.00	34.00	17.00	12.00	15.00	
CNA02730_1	709352	709357	6	utr3E	14.00	10.00	7.00	29.00	19.00	15.00	6.00	2.00	3.00	21.00	28.00	27.00	32.00	30.00	18.00	11.00	5.00	8.00	
CNA02730_2	709526	709544	19	utr3E	23.00	8.00	8.00	6.00	2.00	1.00	0	0	0	3.00	3.00	3.00	21.00	11.00	16.00	2.00	1.00	1.00	
CNA02730_3	713122	713127	6	cdsE	3.00	4.00	2.00	0	0	0	0	0	0	14.00	18.00	24.00	24.00	29.00	23.00	1.00	3.00	3.00	
CNA02730_4	714736	714736	1	utr5E	0	0	0	0	0	0	3.00	1.00	2.00	6.00	7.00	11.00	1.00	3.00	3.00	0	0	0	
CNA02730_5	714945	714945	1	utr5E	0	0	0	0	0	0	10.00	4.00	2.00	0	0	0	0	0	0	0	0	0	
CNA02740_1	715695	715702	8	utr3E	205.00	83.00	91.00	52.00	23.00	26.00	77.00	37.00	71.00	53.00	48.00	72.00	49.00	59.00	63.00	121.00	97.00	91.00	
CNA02740_2	715814	715876	63	utr3E	367.00	182.00	120.00	116.00	80.00	73.00	29.00	22.00	22.00	38.00	41.00	54.00	83.00	72.00	79.00	103.00	60.00	75.00	
CNA02770_1	721202	721206	5	utr3E	16.00	9.00	8.00	20.00	6.00	3.00	0	0	0	3.00	5.00	2.00	9.00	10.00	2.00	5.00	3.00	2.00	
CNA02770_2	722359	722359	1	utr5E	13.00	14.00	12.00	9.00	13.00	5.00	68.00	27.00	46.00	12.00	14.00	20.00	13.00	12.00	13.00	0	0	0	
CNA02810_1	729508	729542	35	utr3E	39.00	55.00	47.00	41.00	53.00	30.00	19.00	10.00	8.00	32.00	38.00	42.00	54.00	56.00	27.00	57.00	36.00	40.00	
CNA02810_2	729608	729652	45	utr3E	103.00	53.00	39.00	62.00	49.00	41.00	4.00	3.00	6.00	9.00	13.00	14.00	60.00	53.00	59.00	34.00	25.00	30.00	
CNA02830_1	735324	735396	73	utr3E	118.00	126.00	131.00	4.00	3.00	2.00	31.00	30.00	29.00	82.00	80.00	135.00	67.00	93.00	88.00	52.00	35.00	21.00	
CNA02830_2	737993	738004	12	cdsE	1.00	1.00	2.00	0	0	0	0	0	0	16.00	9.00	11.00	13.00	12.00	9.00	7.00	2.00	6.00	
CNA02845_1	740103	740104	2	utr3E	15.00	9.00	8.00	9.00	12.00	7.00	3.00	1.00	3.00	7.00	7.00	15.00	28.00	15.00	27.00	35.00	29.00	22.00	
CNA02845_2	740104	740104	1	utr3E	15.00	9.00	8.00	9.00	12.00	7.00	3.00	1.00	3.00	7.00	7.00	15.00	0	0	0	0	0	0	
CNA02845_3	741383	741383	1	cdsE	0	0	0	0	0	0	6.00	1.00	4.00	0	0	0	0	0	0	0	0	0	
CNA02860_1	746143	746156	14	utr3E	53.00	36.00	27.00	64.00	49.00	23.00	4.00	2.00	5.00	47.00	44.00	63.00	81.00	82.00	48.00	31.00	21.00	33.00	
CNA02880_1	753006	753015	10	utr3E	40.00	26.00	33.00	90.00	78.00	40.00	5.00	3.00	8.00	17.00	19.00	20.00	27.00	25.00	37.00	15.00	21.00	23.00	
CNA02880_2	755743	755757	15	utr5E	10.00	7.00	2.00	11.00	12.00	9.00	74.00	41.00	43.00	12.00	21.00	15.00	15.00	22.00	17.00	0	0	0	
CNA02880_3	755852	755862	11	utr5E	3.00	1.00	1.00	0	0	0	38.00	22.00	30.00	0	0	0	0	0	0	0	0	0	
CNA02885_1	756859	756876	18	utr3E	226.00	114.00	89.00	91.00	70.00	47.00	142.00	76.00	124.00	0	0	0	0	0	0	6.00	9.00	3.00	
CNA02885_2	757067	757067	1	cdsE	5.00	4.00	2.00	4.00	6.00	4.00	10.00	9.00	7.00	5.00	6.00	5.00	9.00	15.00	8.00	8.00	10.00	5.00	
CNA02895_1	759398	759403	6	utr3E	15.00	11.00	11.00	64.00	36.00	35.00	2.00	3.00	4.00	5.00	4.00	8.00	13.00	7.00	14.00	13.00	7.00	9.00	
CNA02895_2	760741	760791	51	utr5E	55.00	25.00	22.00	90.00	52.00	50.00	42.00	24.00	28.00	44.00	33.00	45.00	120.00	135.00	129.00	25.00	23.00	15.00	
CNA02895_3	761224	761298	75	utr5I	4.00	6.00	3.00	0	0	0	5.00	4.00	3.00	48.00	41.00	65.00	5.00	8.00	9.00	0	0	0	
CNA02905_1	763789	763805	17	utr3E	1904.00	1121.00	815.00	987.00	692.00	521.00	508.00	328.00	371.00	19.00	507.00	854.00	935.00	1020.00	765.00	939.00	649.00	603.00	
CNA02910_1	764965	765001	37	utr3E	134.00	71.00	52.00	134.00	74.00	56.00	44.00	25.00	29.00	69.00	64.00	70.00	78.00	113.00	91.00	46.00	60.00	40.00	
CNA02940_1	773150	773204	55	utr3E	238.00	202.00	118.00	95.00	70.00	51.00	37.00	25.00	37.00	99.00	73.00	95.00	90.00	137.00	87.00	89.00	69.00	78.00	
CNA02940_2	775270	775458	189	utr5E	257.00	121.00	118.00	190.00	153.00	125.00	198.00	76.00	93.00	198.00	279.00	406.00	389.00	502.00	444.00	124.00	60.00	58.00	
CNA02970_1	780661	780693	33	utr3E	30.00	32.00	23.00	20.00	13.00	9.00	6.00	3.00	3.00	22.00	18.00	33.00	35.00	35.00	33.00	3.00	3.00	8.00	
CNA02970_2	781117	781117	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	3.00	3.00	4.00	4.00	2.00	0	0	0	
CNA03000_1	785966	786010	45	utr3E	764.00	347.00	211.00	124.00	78.00	49.00	122.00	68.00	92.00	150.00	166.00	201.00	241.00	330.00	200.00	203.00	227.00	198.00	
CNA03020_1	788984	788984	1	utr3E	4.00	2.00	1.00	6.00	2.00	2.00	0	0	0	0	0	0	2.00	4.00	2.00	1.00	1.00	2.00	
CNA03020_2	790551	790563	13	utr3E	56.00	61.00	35.00	11.00	12.00	8.00	2.00	4.00	9.00	43.00	37.00	53.00	41.00	21.00	30.00	24.00	25.00	19.00	
CNA03020_3	792053	792053	1	cdsE	0	0	0	0	0	0	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNA03020_4	792224	792269	46	utr5E	0	0	0	6.00	4.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA03040_1	793261	793304	44	utr3E	581.00	362.00	271.00	226.00	164.00	107.00	200.00	125.00	156.00	161.00	151.00	190.00	209.00	189.00	145.00	254.00	172.00	200.00	
CNA03065_1	802327	802338	12	utr3E	117.00	193.00	149.00	162.00	119.00	110.00	46.00	28.00	38.00	169.00	128.00	171.00	253.00	273.00	220.00	145.00	102.00	102.00	
CNA03070_1	805115	805152	38	utr3E	379.00	192.00	152.00	188.00	131.00	87.00	30.00	21.00	16.00	96.00	103.00	139.00	131.00	125.00	123.00	229.00	181.00	189.00	
CNA03070_2	805996	806062	67	cdsE	110.00	76.00	47.00	50.00	43.00	31.00	22.00	12.00	17.00	14.00	12.00	26.00	56.00	39.00	30.00	87.00	74.00	77.00	
CNA03093_1	811916	811916	1	utr3E	0	0	0	7.00	6.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA03095_1	812975	813016	42	utr3E	16.00	5.00	6.00	20.00	13.00	8.00	4.00	1.00	3.00	17.00	5.00	10.00	12.00	18.00	12.00	0	0	0	
CNA03095_2	813099	813099	1	utr3E	5.00	2.00	5.00	0	0	0	0	0	0	2.00	1.00	3.00	0	0	0	5.00	2.00	2.00	
CNA03110_1	818334	818339	6	utr3E	1801.00	999.00	647.00	317.00	200.00	157.00	266.00	170.00	281.00	213.00	161.00	249.00	180.00	151.00	134.00	226.00	163.00	164.00	
CNA03130_1	821640	821770	131	utr3E	56.00	23.00	20.00	245.00	121.00	88.00	8.00	8.00	11.00	11.00	11.00	10.00	17.00	35.00	20.00	126.00	145.00	132.00	
CNA03130_2	823870	823870	1	utr5E	0	0	0	0	0	0	4.00	3.00	4.00	0	0	0	0	0	0	0	0	0	
CNA03140_1	824544	824591	48	utr3E	3.00	2.00	2.00	6.00	6.00	2.00	1.00	1.00	1.00	0	0	0	7.00	7.00	7.00	0	0	0	
CNA03140_2	828537	828538	2	utr5I	0	0	0	0	0	0	0	0	0	7.00	3.00	7.00	0	0	0	0	0	0	
CNA03140_3	828922	828924	3	utr5I	0	0	0	0	0	0	7.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNA03140_4	829156	829156	1	utr5E	5.00	4.00	2.00	5.00	1.00	2.00	22.00	17.00	13.00	17.00	13.00	18.00	14.00	14.00	8.00	0	0	0	
CNA03170_1	836318	836323	6	utr3E	43.00	26.00	21.00	16.00	7.00	6.00	6.00	6.00	10.00	9.00	10.00	18.00	12.00	23.00	10.00	13.00	9.00	15.00	
CNA03170_2	836503	836513	11	cdsE	21.00	14.00	9.00	3.00	3.00	1.00	12.00	6.00	12.00	44.00	55.00	82.00	55.00	66.00	65.00	40.00	37.00	38.00	
CNA03170_3	837914	837948	35	utr5I	4.00	5.00	1.00	0	0	0	49.00	29.00	62.00	24.00	23.00	32.00	1.00	3.00	1.00	0	0	0	
CNA03170_4	838028	838035	8	utr5E	0	0	0	0	0	0	9.00	7.00	5.00	0	0	0	0	0	0	0	0	0	
CNA03200_1	843962	843962	1	utr3E	17.00	16.00	7.00	10.00	4.00	3.00	0	0	0	10.00	9.00	10.00	4.00	5.00	4.00	7.00	7.00	6.00	
CNA03220_1	846519	846519	1	utr3E	3.00	1.00	2.00	4.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA03220_2	846587	846587	1	utr3E	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
