	merge_cluster																									
CNA00690_4	202693	202731	39	cdsE	0	0	0	0	0	0	0	0	0	4.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNA00690_5	202742	202744	3	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00	3.00	2.00	0	0	0	
CNA00690_6	202790	202852	63	cdsE	0	0	0	0	0	0	24.00	19.00	22.00	4.00	3.00	2.00	16.00	16.00	25.00	2.00	2.00	3.00	5.00	4.00	2.00	
CNA00720_1	210120	210149	30	utr5E	16.00	8.00	5.00	2.00	2.00	1.00	0	0	0	3.00	2.00	3.00	12.00	6.00	4.00	3.00	3.00	4.00	0	0	0	
CNA00720_2	210835	210904	70	cdsE	0	0	0	1.00	2.00	3.00	0	0	0	20.00	31.00	25.00	0	0	0	0	0	0	3.00	5.00	1.00	
CNA00720_3	210967	210974	8	cdsE	0	0	0	0	0	0	0	0	0	6.00	10.00	3.00	0	0	0	1.00	1.00	1.00	5.00	2.00	3.00	
CNA00720_4	211055	211055	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	0	0	0	
CNA00740_1	215376	215421	46	utr5E	216.00	198.00	221.00	126.00	100.00	63.00	57.00	65.00	44.00	26.00	22.00	32.00	733.00	337.00	278.00	205.00	228.00	141.00	45.00	70.00	48.00	
CNA00740_2	216168	216345	178	cdsE	53.00	20.00	13.00	76.00	50.00	49.00	15.00	10.00	9.00	16.00	8.00	11.00	225.00	119.00	128.00	19.00	35.00	5.00	6.00	8.00	6.00	
CNA00740_3	217295	217312	18	cdsI	0	0	0	1.00	1.00	1.00	0	0	0	8.00	6.00	10.00	1.00	1.00	1.00	0	0	0	1.00	5.00	3.00	
CNA00740_4	217373	217413	41	cdsI	0	0	0	16.00	6.00	9.00	0	0	0	17.00	15.00	7.00	0	0	0	7.00	3.00	2.00	0	0	0	
CNA00760_1	219966	220125	160	utr5E	511.00	336.00	303.00	633.00	487.00	435.00	173.00	186.00	132.00	70.00	45.00	77.00	967.00	824.00	738.00	758.00	632.00	357.00	287.00	394.00	299.00	
CNA00760_2	220643	220686	44	cdsE	0	0	0	17.00	20.00	15.00	1.00	1.00	1.00	11.00	8.00	15.00	1.00	1.00	1.00	0	0	0	1.00	1.00	1.00	
CNA00800_1	228840	228896	57	utr5E	18.00	13.00	14.00	7.00	9.00	4.00	3.00	3.00	3.00	0	0	0	33.00	18.00	19.00	6.00	10.00	4.00	8.00	11.00	7.00	
CNA00800_2	229598	229598	1	cdsI	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA00800_3	229600	229600	1	cdsI	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA00800_4	230258	230259	2	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	1.00	1.00	1.00	0	0	0	4.00	7.00	2.00	
CNA00800_5	230259	230259	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNA00800_6	230323	230323	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA00800_7	230325	230338	14	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	3.00	5.00	7.00	1.00	1.00	2.00	2.00	1.00	1.00	
CNA00800_8	230456	230476	21	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	2.00	3.00	2.00	0	0	0	
CNA00800_9	230477	230478	2	cdsE	0	0	0	0	0	0	0	0	0	3.00	2.00	4.00	0	0	0	0	0	0	3.00	1.00	2.00	
CNA00800_10	230630	230642	13	cdsE	0	0	0	0	0	0	6.00	4.00	3.00	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNA00800_11	230787	230797	11	utr3E	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	1.00	1.00	1.00	0	0	0	
CNA00800_12	230896	230896	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNA00800_13	230897	230897	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	3.00	
CNA00820_1	231989	232113	125	utr5E	262.00	193.00	199.00	14.00	24.00	13.00	2967.00	2306.00	2539.00	1580.00	1137.00	1557.00	14.00	11.00	8.00	9.00	9.00	11.00	69.00	88.00	70.00	
CNA00820_2	233417	233721	305	cdsE	0	0	0	0	0	0	278.00	276.00	326.00	247.00	272.00	198.00	0	0	0	0	0	0	1.00	1.00	1.00	
CNA00830_1	234906	235042	137	utr5E	1007.00	815.00	618.00	312.00	269.00	348.00	460.00	476.00	377.00	407.00	416.00	516.00	1731.00	1426.00	1607.00	782.00	953.00	731.00	684.00	586.00	446.00	
CNA00850_1	239136	239179	44	utr5E	6.00	1.00	2.00	0	0	0	5.00	8.00	7.00	0	0	0	21.00	17.00	14.00	0	0	0	20.00	26.00	30.00	
CNA00850_2	239223	239344	122	utr5E	1427.00	1630.00	1192.00	7.00	9.00	18.00	75.00	77.00	45.00	554.00	510.00	717.00	1044.00	729.00	654.00	155.00	180.00	118.00	59.00	50.00	60.00	
CNA00850_3	240023	240557	535	cdsE	2959.00	1202.00	1086.00	23.00	25.00	58.00	59.00	67.00	62.00	2790.00	2443.00	2380.00	998.00	1045.00	1276.00	98.00	134.00	57.00	65.00	70.00	52.00	
CNA00870_1	244869	244929	61	utr5E	86.00	80.00	64.00	21.00	14.00	19.00	34.00	38.00	26.00	13.00	14.00	18.00	106.00	67.00	65.00	21.00	26.00	16.00	56.00	49.00	45.00	
CNA00870_2	246390	246390	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	2.00	1.00	1.00	8.00	5.00	13.00	0	0	0	
CNA00890_1	250032	250081	50	utr5E	0	0	0	0	0	0	2.00	2.00	2.00	1.00	2.00	1.00	0	0	0	0	0	0	29.00	41.00	31.00	
CNA00890_2	250451	250463	13	utr5E	2.00	5.00	5.00	0	0	0	1.00	1.00	3.00	4.00	2.00	6.00	3.00	2.00	3.00	0	0	0	0	0	0	
CNA00890_3	250463	250463	1	utr5E	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA00890_4	250848	250848	1	cdsI	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA00890_5	251102	251148	47	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	7.00	5.00	4.00	1.00	1.00	1.00	0	0	0	
CNA00890_6	251148	251148	1	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNA00890_7	251214	251295	82	cdsE	0	0	0	0	0	0	2.00	2.00	3.00	12.00	7.00	8.00	0	0	0	0	0	0	0	0	0	
CNA00890_8	251303	251303	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNA00890_9	251426	251426	1	cdsE	0	0	0	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA00890_10	251534	251599	66	cdsE	1.00	1.00	1.00	10.00	21.00	23.00	0	0	0	31.00	35.00	36.00	2.00	1.00	1.00	19.00	24.00	61.00	0	0	0	
CNA00910_1	254893	254955	63	utr5E	340.00	346.00	276.00	410.00	268.00	247.00	79.00	68.00	50.00	38.00	20.00	43.00	686.00	541.00	488.00	391.00	469.00	598.00	42.00	62.00	24.00	
CNA00940_1	260651	260796	146	utr5E	574.00	433.00	297.00	185.00	167.00	172.00	576.00	600.00	445.00	291.00	256.00	318.00	455.00	334.00	449.00	298.00	246.00	175.00	795.00	804.00	507.00	
CNA00950_1	262304	262364	61	utr5E	208.00	171.00	179.00	153.00	89.00	94.00	84.00	83.00	53.00	18.00	25.00	21.00	445.00	223.00	191.00	147.00	143.00	150.00	73.00	78.00	68.00	
CNA00950_2	264571	264622	52	cdsE	0	0	0	26.00	13.00	10.00	9.00	6.00	7.00	4.00	2.00	4.00	14.00	13.00	20.00	1.00	1.00	1.00	0	0	0	
CNA00950_3	265860	265935	76	cdsE	4.00	2.00	2.00	2.00	2.00	2.00	4.00	5.00	5.00	10.00	9.00	11.00	1.00	1.00	2.00	4.00	4.00	6.00	2.00	1.00	3.00	
CNA00980_1	274143	274210	68	utr5E	73.00	80.00	49.00	9.00	5.00	8.00	61.00	56.00	77.00	27.00	23.00	32.00	58.00	42.00	44.00	3.00	10.00	8.00	5.00	4.00	7.00	
CNA00980_2	274983	274991	9	cdsE	0	0	0	0	0	0	0	0	0	7.00	6.00	3.00	2.00	1.00	1.00	0	0	0	0	0	0	
CNA00980_3	275378	275394	17	cdsE	18.00	7.00	8.00	0	0	0	2.00	1.00	1.00	2.00	4.00	3.00	0	0	0	0	0	0	0	0	0	
CNA00980_4	276067	276067	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA01000_1	277887	278108	222	utr5E	593.00	500.00	436.00	254.00	211.00	191.00	247.00	247.00	182.00	107.00	104.00	110.00	874.00	659.00	652.00	334.00	346.00	453.00	231.00	230.00	198.00	
CNA01020_1	281084	281123	40	utr5E	609.00	518.00	364.00	110.00	81.00	81.00	116.00	127.00	98.00	84.00	91.00	88.00	163.00	176.00	149.00	59.00	67.00	85.00	182.00	232.00	163.00	
CNA01040_1	286406	286424	19	cdsE	16.00	18.00	12.00	11.00	14.00	8.00	17.00	13.00	26.00	11.00	14.00	14.00	88.00	110.00	91.00	68.00	76.00	28.00	62.00	84.00	54.00	
CNA01040_2	287072	287111	40	cdsE	0	0	0	0	0	0	1.00	3.00	1.00	7.00	7.00	7.00	1.00	2.00	1.00	0	0	0	6.00	8.00	4.00	
CNA01060_1	290278	290615	338	utr5E	13844.00	9207.00	6625.00	3014.00	2138.00	2211.00	2512.00	2360.00	1457.00	1063.00	1081.00	1173.00	7374.00	7451.00	6598.00	3327.00	2837.00	1952.00	1960.00	2535.00	1766.00	
CNA01090_1	295218	295297	80	utr5E	230.00	154.00	122.00	60.00	98.00	69.00	243.00	214.00	153.00	147.00	128.00	186.00	520.00	226.00	263.00	129.00	164.00	285.00	222.00	235.00	131.00	
CNA01140_1	305834	305898	65	utr5E	61.00	56.00	45.00	57.00	70.00	59.00	120.00	99.00	91.00	27.00	14.00	17.00	29.00	31.00	31.00	26.00	24.00	18.00	42.00	37.00	53.00	
CNA01140_2	306076	306129	54	utr5E	12.00	12.00	15.00	9.00	5.00	6.00	10.00	6.00	10.00	4.00	4.00	7.00	44.00	20.00	18.00	17.00	33.00	30.00	10.00	10.00	10.00	
CNA01140_3	306240	306318	79	cdsE	1.00	1.00	1.00	3.00	3.00	5.00	0	0	0	8.00	6.00	10.00	1.00	1.00	2.00	2.00	2.00	2.00	2.00	2.00	3.00	
CNA01140_4	307785	307839	55	cdsE	0	0	0	2.00	2.00	1.00	28.00	25.00	19.00	10.00	11.00	11.00	0	0	0	2.00	5.00	6.00	5.00	2.00	2.00	
CNA01150_1	309217	309246	30	utr5E	15.00	16.00	18.00	2.00	1.00	2.00	0	0	0	2.00	1.00	1.00	12.00	3.00	3.00	7.00	4.00	2.00	0	0	0	
CNA01150_2	309386	309431	46	utr5E	0	0	0	6.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01150_3	309713	309759	47	utr5I	67.00	41.00	35.00	17.00	13.00	21.00	0	0	0	17.00	24.00	38.00	6.00	6.00	4.00	0	0	0	1.00	3.00	2.00	
CNA01150_4	310130	310130	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNA01150_5	310241	310344	104	utr5I	0	0	0	9.00	6.00	6.00	0	0	0	12.00	13.00	24.00	2.00	3.00	2.00	2.00	2.00	5.00	0	0	0	
CNA01150_6	311366	311436	71	cdsE	21.00	9.00	9.00	0	0	0	0	0	0	29.00	22.00	20.00	0	0	0	0	0	0	0	0	0	
CNA01150_7	311620	311672	53	cdsE	12.00	3.00	4.00	5.00	4.00	9.00	0	0	0	8.00	8.00	10.00	0	0	0	0	0	0	0	0	0	
CNA01150_8	312868	312868	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	
CNA01170_1	314990	315178	189	utr5E	132.00	94.00	77.00	58.00	56.00	68.00	28.00	18.00	20.00	18.00	22.00	27.00	240.00	146.00	142.00	121.00	112.00	84.00	82.00	81.00	66.00	
CNA01170_2	315633	315758	126	cdsE	7.00	3.00	6.00	0	0	0	7.00	15.00	7.00	13.00	9.00	17.00	0	0	0	3.00	4.00	9.00	43.00	56.00	37.00	
CNA01170_3	316214	316216	3	cdsE	0	0	0	2.00	3.00	4.00	0	0	0	11.00	7.00	3.00	1.00	1.00	1.00	8.00	5.00	3.00	2.00	4.00	2.00	
CNA01170_4	316478	316485	8	cdsE	0	0	0	0	0	0	0	0	0	7.00	7.00	5.00	0	0	0	1.00	2.00	2.00	2.00	5.00	4.00	
CNA01170_5	316923	316957	35	utr3E	1.00	2.00	1.00	0	0	0	1.00	1.00	2.00	1.00	2.00	1.00	0	0	0	2.00	1.00	3.00	24.00	20.00	17.00	
CNA01180_1	318017	318398	382	utr5E	495.00	484.00	388.00	40.00	31.00	29.00	1344.00	1129.00	1238.00	516.00	394.00	442.00	199.00	100.00	79.00	24.00	51.00	36.00	233.00	319.00	279.00	
CNA01180_2	319348	319376	29	cdsI	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	28.00	20.00	20.00	0	0	0	
CNA01180_3	320416	320435	20	cdsI	4.00	2.00	5.00	17.00	14.00	20.00	0	0	0	0	0	0	0	0	0	19.00	21.00	15.00	0	0	0	
CNA01190_1	322720	322754	35	utr5E	2.00	5.00	3.00	0	0	0	9.00	6.00	11.00	5.00	6.00	5.00	0	0	0	0	0	0	8.00	9.00	14.00	
CNA01190_2	322912	322912	1	cdsI	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNA01190_3	323967	323967	1	cdsI	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01190_4	323997	323997	1	cdsE	0	0	0	0	0	0	1.00	1.00	2.00	5.00	2.00	3.00	0	0	0	4.00	3.00	7.00	0	0	0	
CNA01190_5	324022	324022	1	cdsE	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01190_6	324024	324024	1	cdsE	8.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01190_7	324256	324256	1	cdsE	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01190_8	324393	324408	16	cdsE	0	0	0	2.00	2.00	5.00	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNA01190_9	324431	324509	79	cdsE	1.00	1.00	1.00	1.00	3.00	1.00	3.00	2.00	3.00	10.00	6.00	8.00	0	0	0	0	0	0	1.00	1.00	2.00	
CNA01205_1	328313	328421	109	utr5E	181.00	131.00	91.00	145.00	143.00	147.00	115.00	159.00	101.00	105.00	97.00	87.00	414.00	221.00	192.00	132.00	150.00	54.00	52.00	50.00	41.00	
CNA01220_1	332796	332891	96	utr5E	662.00	387.00	377.00	207.00	241.00	221.00	314.00	350.00	337.00	171.00	186.00	273.00	1112.00	516.00	542.00	268.00	352.00	199.00	319.00	265.00	188.00	
CNA01250_1	339405	339587	183	utr5E	662.00	388.00	277.00	373.00	293.00	284.00	252.00	226.00	148.00	99.00	116.00	158.00	724.00	713.00	828.00	497.00	521.00	195.00	285.00	350.00	282.00	
CNA01280_1	346004	346142	139	utr5E	57.00	47.00	37.00	15.00	7.00	13.00	61.00	68.00	61.00	97.00	128.00	94.00	55.00	64.00	73.00	48.00	70.00	52.00	92.00	103.00	75.00	
CNA01280_2	346251	346308	58	cdsE	0	0	0	0	0	0	2.00	2.00	2.00	24.00	18.00	20.00	2.00	1.00	1.00	5.00	8.00	7.00	4.00	6.00	4.00	
CNA01280_3	346513	346596	84	cdsE	0	0	0	4.00	3.00	2.00	14.00	15.00	14.00	9.00	12.00	8.00	28.00	15.00	25.00	7.00	10.00	4.00	26.00	45.00	28.00	
CNA01290_1	348150	348262	113	utr5E	551.00	231.00	181.00	967.00	985.00	852.00	85.00	122.00	92.00	51.00	54.00	49.00	1310.00	983.00	774.00	837.00	742.00	155.00	164.00	200.00	182.00	
CNA01310_1	351166	351260	95	utr5E	555.00	500.00	427.00	166.00	108.00	110.00	124.00	116.00	66.00	61.00	69.00	75.00	373.00	285.00	270.00	99.00	133.00	57.00	176.00	235.00	171.00	
CNA01310_2	352584	352590	7	cdsE	22.00	4.00	11.00	20.00	12.00	7.00	2.00	4.00	1.00	1.00	1.00	1.00	77.00	38.00	27.00	0	0	0	1.00	1.00	1.00	
CNA01330_1	355511	355511	1	utr5E	0	0	0	6.00	6.00	6.00	2.00	3.00	2.00	1.00	2.00	1.00	3.00	1.00	3.00	6.00	3.00	6.00	0	0	0	
CNA01330_2	355957	355997	41	utr5E	98.00	64.00	59.00	15.00	14.00	27.00	20.00	10.00	13.00	13.00	18.00	15.00	31.00	26.00	20.00	13.00	15.00	18.00	30.00	38.00	38.00	
CNA01330_3	357185	357227	43	cdsE	0	0	0	4.00	2.00	5.00	0	0	0	2.00	3.00	4.00	0	0	0	0	0	0	0	0	0	
CNA01350_1	359594	359845	252	utr5E	2906.00	2061.00	1284.00	636.00	462.00	440.00	1165.00	1114.00	788.00	492.00	471.00	543.00	1283.00	1051.00	793.00	403.00	468.00	195.00	914.00	1344.00	697.00	
CNA01360_1	368331	368485	155	utr5E	910.00	737.00	492.00	271.00	170.00	156.00	388.00	351.00	278.00	183.00	241.00	215.00	191.00	307.00	213.00	120.00	163.00	45.00	209.00	426.00	305.00	
CNA01370_1	375111	375139	29	utr5E	5.00	3.00	2.00	6.00	5.00	3.00	53.00	42.00	56.00	63.00	70.00	67.00	0	0	0	27.00	44.00	14.00	42.00	46.00	43.00	
CNA01370_2	375789	375979	191	utr5E	2866.00	1132.00	1203.00	799.00	758.00	891.00	200.00	280.00	205.00	96.00	93.00	166.00	2826.00	2004.00	1271.00	891.00	1650.00	2999.00	610.00	433.00	399.00	
CNA01380_1	376877	376980	104	utr5E	243.00	100.00	101.00	83.00	185.00	112.00	129.00	130.00	125.00	102.00	140.00	117.00	120.00	79.00	63.00	70.00	88.00	82.00	46.00	27.00	20.00	
CNA01380_2	377135	377170	36	utr5E	80.00	85.00	48.00	9.00	5.00	5.00	40.00	44.00	45.00	8.00	9.00	16.00	51.00	33.00	29.00	11.00	8.00	4.00	26.00	24.00	25.00	
CNA01390_1	381125	381775	651	cdsE	1307.00	525.00	652.00	245.00	182.00	147.00	1031.00	1362.00	1410.00	1673.00	1235.00	1329.00	103.00	136.00	128.00	96.00	100.00	81.00	690.00	545.00	505.00	
CNA01390_2	381885	382453	569	cdsE	1560.00	697.00	591.00	156.00	166.00	143.00	639.00	891.00	928.00	1234.00	855.00	834.00	398.00	375.00	391.00	242.00	195.00	285.00	770.00	775.00	644.00	
CNA01410_1	384576	384654	79	utr5E	202.00	173.00	103.00	71.00	54.00	62.00	142.00	116.00	95.00	76.00	96.00	93.00	186.00	203.00	181.00	113.00	96.00	84.00	168.00	130.00	102.00	
CNA01410_2	385991	385992	2	cdsI	0	0	0	9.00	7.00	10.00	0	0	0	3.00	4.00	6.00	0	0	0	0	0	0	0	0	0	
CNA01440_1	390271	390271	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNA01440_2	390313	390313	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNA01440_3	390357	390477	121	cdsE	0	0	0	4.00	4.00	7.00	1.00	1.00	1.00	7.00	9.00	7.00	0	0	0	6.00	5.00	1.00	2.00	1.00	2.00	
CNA01440_4	390495	390495	1	cdsE	2.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01440_5	390532	390536	5	cdsE	0	0	0	0	0	0	0	0	0	8.00	5.00	6.00	0	0	0	0	0	0	0	0	0	
CNA01460_1	395960	396129	170	utr5E	1238.00	801.00	590.00	189.00	199.00	276.00	616.00	662.00	550.00	793.00	841.00	770.00	529.00	600.00	493.00	494.00	471.00	340.00	701.00	696.00	700.00	
CNA01480_1	399242	399390	149	utr5E	399.00	172.00	134.00	61.00	57.00	44.00	144.00	128.00	126.00	87.00	92.00	76.00	164.00	160.00	142.00	88.00	106.00	81.00	279.00	293.00	235.00	
CNA01480_2	399537	399571	35	utr5E	0	0	0	1.00	1.00	2.00	1.00	1.00	3.00	12.00	13.00	11.00	3.00	4.00	4.00	5.00	6.00	7.00	13.00	7.00	10.00	
CNA01550_1	418389	418440	52	utr5E	39.00	39.00	29.00	16.00	10.00	4.00	114.00	100.00	57.00	1.00	1.00	2.00	80.00	51.00	57.00	19.00	24.00	34.00	39.00	33.00	19.00	
CNA01550_2	419376	419376	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA01550_3	419907	419907	1	cdsE	0	0	0	0	0	0	1.00	4.00	1.00	3.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNA01550_4	420087	420129	43	cdsE	0	0	0	0	0	0	0	0	0	4.00	6.00	4.00	0	0	0	0	0	0	0	0	0	
CNA01590_1	426492	426516	25	utr5E	114.00	50.00	50.00	14.00	8.00	11.00	19.00	24.00	18.00	16.00	23.00	24.00	11.00	9.00	10.00	3.00	7.00	4.00	13.00	24.00	18.00	
CNA01590_2	426907	426907	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00	4.00	1.00	0	0	0	
CNA01590_3	427288	427288	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNA01590_4	427566	427566	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNA01590_5	427646	427665	20	cdsE	0	0	0	0	0	0	0	0	0	2.00	4.00	4.00	0	0	0	0	0	0	0	0	0	
CNA01590_6	427733	427737	5	cdsE	0	0	0	0	0	0	6.00	9.00	4.00	7.00	3.00	4.00	0	0	0	0	0	0	5.00	3.00	6.00	
CNA01590_7	427783	427783	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01600_1	428438	428487	50	utr5E	5.00	4.00	4.00	10.00	15.00	9.00	0	0	0	0	0	0	8.00	6.00	4.00	9.00	8.00	8.00	0	0	0	
CNA01600_2	430206	430206	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01600_3	430294	430304	11	cdsE	0	0	0	0	0	0	0	0	0	15.00	15.00	17.00	0	0	0	0	0	0	0	0	0	
CNA01600_4	431524	431524	1	cdsE	0	0	0	3.00	2.00	2.00	0	0	0	5.00	3.00	3.00	1.00	2.00	1.00	4.00	4.00	1.00	0	0	0	
CNA01600_5	431594	431594	1	cdsE	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01600_6	432321	432321	1	utr3E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNA01610_1	432691	432728	38	utr5E	43.00	35.00	27.00	5.00	6.00	5.00	32.00	24.00	25.00	17.00	12.00	23.00	30.00	25.00	35.00	17.00	19.00	17.00	26.00	25.00	29.00	
CNA01610_2	433737	433883	147	cdsE	0	0	0	3.00	2.00	2.00	12.00	16.00	12.00	49.00	55.00	45.00	0	0	0	4.00	4.00	5.00	13.00	14.00	15.00	
CNA01630_1	438371	438411	41	utr5E	37.00	22.00	23.00	19.00	26.00	19.00	46.00	39.00	33.00	3.00	7.00	9.00	116.00	63.00	66.00	40.00	57.00	40.00	19.00	17.00	13.00	
CNA01630_2	438972	439010	39	cdsE	0	0	0	10.00	2.00	3.00	0	0	0	0	0	0	11.00	11.00	12.00	7.00	6.00	7.00	0	0	0	
CNA01630_3	439870	439930	61	cdsE	0	0	0	14.00	9.00	11.00	0	0	0	1.00	1.00	2.00	2.00	4.00	7.00	0	0	0	0	0	0	
CNA01650_1	442559	442559	1	utr5E	0	0	0	5.00	3.00	2.00	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	
CNA01680_1	451426	451484	59	utr5E	4.00	8.00	8.00	24.00	13.00	23.00	4.00	6.00	4.00	9.00	5.00	5.00	31.00	54.00	34.00	51.00	47.00	34.00	29.00	49.00	23.00	
CNA01680_2	451636	451828	193	utr5E	11.00	6.00	9.00	142.00	148.00	172.00	0	0	0	46.00	51.00	62.00	36.00	35.00	34.00	9.00	9.00	6.00	47.00	29.00	30.00	
CNA01680_3	452472	452702	231	cdsE	0	0	0	160.00	121.00	154.00	1.00	1.00	1.00	77.00	79.00	68.00	68.00	59.00	65.00	62.00	67.00	39.00	91.00	103.00	98.00	
CNA01680_4	452757	452794	38	cdsE	0	0	0	25.00	31.00	36.00	0	0	0	17.00	18.00	24.00	27.00	11.00	20.00	9.00	17.00	7.00	13.00	23.00	17.00	
CNA01690_1	453990	454082	93	utr5I	189.00	197.00	145.00	25.00	34.00	32.00	258.00	243.00	226.00	219.00	197.00	261.00	150.00	102.00	117.00	53.00	83.00	92.00	237.00	215.00	178.00	
CNA01690_2	454975	455030	56	cdsE	0	0	0	0	0	0	10.00	11.00	18.00	28.00	37.00	20.00	0	0	0	1.00	2.00	1.00	5.00	7.00	11.00	
CNA01710_1	457536	457682	147	utr5E	481.00	331.00	271.00	177.00	134.00	150.00	230.00	215.00	170.00	172.00	247.00	272.00	181.00	201.00	189.00	113.00	117.00	78.00	336.00	392.00	314.00	
CNA01730_1	466499	466558	60	utr5E	446.00	184.00	180.00	50.00	69.00	55.00	64.00	75.00	84.00	54.00	54.00	59.00	49.00	41.00	33.00	38.00	40.00	24.00	143.00	191.00	119.00	
CNA01730_2	467206	467209	4	cdsE	6.00	2.00	1.00	3.00	1.00	4.00	2.00	2.00	3.00	10.00	10.00	9.00	1.00	3.00	2.00	0	0	0	4.00	5.00	3.00	
CNA01730_3	467783	467784	2	cdsE	1.00	1.00	1.00	4.00	2.00	1.00	0	0	0	0	0	0	12.00	7.00	10.00	0	0	0	0	0	0	
CNA01730_4	468680	468769	90	cdsE	0	0	0	1.00	1.00	1.00	2.00	2.00	4.00	18.00	20.00	18.00	0	0	0	2.00	4.00	7.00	4.00	1.00	1.00	
CNA01740_1	469154	469373	220	utr5E	713.00	589.00	469.00	506.00	353.00	346.00	819.00	640.00	506.00	398.00	363.00	437.00	559.00	790.00	821.00	454.00	417.00	321.00	466.00	628.00	516.00	
CNA01760_1	471202	471390	189	utr5E	2378.00	1575.00	1783.00	1085.00	1218.00	881.00	1046.00	1066.00	848.00	1013.00	1028.00	1137.00	3871.00	2961.00	2414.00	1575.00	2278.00	404.00	1230.00	1517.00	1341.00	
CNA01780_1	474927	475051	125	utr5E	104.00	85.00	67.00	73.00	59.00	73.00	98.00	87.00	102.00	57.00	47.00	52.00	206.00	120.00	127.00	74.00	98.00	54.00	162.00	178.00	139.00	
