	merge_cluster																															
CNAG_00131_1	358375	358375	1	utr5E	1.00	3.00	1.00	2.00	4.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	1.00	4.00	2.00	
CNAG_00131_2	360302	360316	15	utr3E	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	7.00	5.00	6.00	
CNAG_00131_3	360377	360385	9	utr3E	0	0	0	16.00	28.00	12.00	0	0	0	0	0	0	2.00	6.00	1.00	2.00	1.00	1.00	0	0	0	16.00	7.00	3.00	15.00	49.00	17.00	
CNAG_00133_1	364826	364838	13	utr3E	7.00	6.00	7.00	21.00	28.00	24.00	4.00	1.00	3.00	6.00	5.00	10.00	0	0	0	2.00	4.00	7.00	0	0	0	0	0	0	1.00	5.00	8.00	
CNAG_00133_2	364994	365018	25	utr3E	1.00	2.00	2.00	4.00	4.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	3.00	3.00	
CNAG_00135_1	368492	368496	5	utr3E	23.00	26.00	20.00	38.00	91.00	62.00	1.00	1.00	1.00	9.00	7.00	32.00	5.00	4.00	3.00	9.00	4.00	18.00	6.00	4.00	6.00	1.00	1.00	1.00	12.00	22.00	10.00	
CNAG_00138_1	375892	375895	4	utr3E	17.00	24.00	26.00	96.00	133.00	101.00	20.00	5.00	11.00	10.00	17.00	20.00	1.00	2.00	1.00	4.00	7.00	21.00	7.00	7.00	6.00	14.00	9.00	12.00	4.00	11.00	13.00	
CNAG_00141_1	382602	382649	48	utr3E	33.00	62.00	40.00	18.00	23.00	8.00	11.00	3.00	8.00	12.00	6.00	19.00	24.00	30.00	23.00	10.00	9.00	11.00	20.00	39.00	22.00	118.00	103.00	80.00	155.00	304.00	134.00	
CNAG_00142_1	383624	383627	4	cdsE	0	0	0	0	0	0	3.00	2.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00142_2	384112	384112	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00142_3	384227	384227	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNAG_00142_4	385250	385259	10	cdsE	1.00	4.00	1.00	1.00	5.00	5.00	11.00	5.00	8.00	0	0	0	0	0	0	0	0	0	0	0	0	7.00	3.00	5.00	3.00	4.00	1.00	
CNAG_00142_5	385982	385995	14	utr3E	0	0	0	15.00	21.00	16.00	4.00	4.00	3.00	1.00	2.00	1.00	0	0	0	4.00	1.00	6.00	3.00	1.00	2.00	4.00	2.00	5.00	2.00	2.00	4.00	
CNAG_00142_6	385995	385995	1	utr3E	0	0	0	0	0	0	4.00	4.00	3.00	1.00	2.00	1.00	0	0	0	4.00	1.00	6.00	3.00	1.00	2.00	4.00	2.00	5.00	2.00	2.00	4.00	
CNAG_00142_7	386051	386099	49	utr3E	6.00	5.00	7.00	16.00	19.00	33.00	11.00	1.00	3.00	1.00	2.00	4.00	0	0	0	5.00	3.00	8.00	0	0	0	2.00	5.00	9.00	1.00	6.00	5.00	
CNAG_00142_8	386099	386099	1	utr3E	6.00	5.00	7.00	0	0	0	11.00	1.00	3.00	1.00	2.00	4.00	0	0	0	5.00	3.00	8.00	0	0	0	2.00	5.00	9.00	1.00	6.00	5.00	
CNAG_00143_1	389199	389209	11	utr3E	251.00	289.00	249.00	707.00	999.00	640.00	296.00	62.00	174.00	100.00	123.00	152.00	26.00	34.00	20.00	81.00	51.00	228.00	42.00	55.00	46.00	12.00	10.00	12.00	42.00	103.00	64.00	
CNAG_00145_1	392312	392334	23	utr3E	26.00	29.00	22.00	47.00	84.00	65.00	31.00	7.00	20.00	21.00	16.00	22.00	4.00	3.00	1.00	13.00	5.00	10.00	4.00	4.00	3.00	0	0	0	6.00	11.00	6.00	
CNAG_00147_1	402831	402842	12	utr3E	147.00	192.00	158.00	443.00	666.00	325.00	744.00	212.00	529.00	386.00	475.00	630.00	299.00	378.00	190.00	369.00	340.00	958.00	315.00	346.00	280.00	241.00	223.00	321.00	332.00	528.00	278.00	
CNAG_00148_1	409491	409491	1	utr3E	1.00	1.00	1.00	4.00	5.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00148_2	409582	409602	21	utr3E	76.00	80.00	85.00	165.00	199.00	91.00	83.00	19.00	53.00	28.00	30.00	36.00	22.00	43.00	15.00	36.00	33.00	71.00	28.00	43.00	32.00	26.00	22.00	29.00	35.00	44.00	29.00	
CNAG_00149_1	411332	411379	48	utr3E	82.00	84.00	78.00	1139.00	1979.00	1992.00	1314.00	398.00	732.00	381.00	491.00	836.00	61.00	86.00	38.00	897.00	772.00	2144.00	70.00	105.00	72.00	266.00	207.00	454.00	570.00	510.00	348.00	
CNAG_00150_1	415354	415413	60	utr3E	68.00	81.00	91.00	278.00	369.00	199.00	86.00	19.00	58.00	28.00	40.00	58.00	67.00	60.00	30.00	55.00	37.00	113.00	55.00	78.00	52.00	4.00	3.00	3.00	171.00	215.00	83.00	
CNAG_00151_1	416116	416127	12	cdsE	7.00	1.00	3.00	17.00	29.00	24.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00151_2	416255	416255	1	cdsE	8.00	7.00	10.00	22.00	23.00	14.00	7.00	3.00	1.00	3.00	5.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00151_3	416826	416826	1	cdsE	3.00	4.00	2.00	7.00	13.00	2.00	7.00	1.00	5.00	3.00	1.00	5.00	0	0	0	2.00	5.00	3.00	3.00	3.00	2.00	0	0	0	3.00	1.00	2.00	
CNAG_00151_4	418348	418356	9	utr3E	15.00	18.00	17.00	38.00	62.00	29.00	13.00	6.00	10.00	7.00	5.00	10.00	1.00	5.00	2.00	8.00	7.00	20.00	0	0	0	0	0	0	1.00	6.00	1.00	
CNAG_00153_1	420653	420653	1	cdsE	0	0	0	10.00	16.00	15.00	2.00	1.00	2.00	1.00	1.00	2.00	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	2.00	1.00	3.00	
CNAG_00157_1	432981	433013	33	utr3E	360.00	430.00	401.00	655.00	1014.00	733.00	453.00	107.00	248.00	124.00	173.00	201.00	92.00	121.00	36.00	118.00	102.00	295.00	114.00	145.00	79.00	116.00	82.00	113.00	79.00	134.00	150.00	
CNAG_00159_1	435993	435996	4	cdsE	0	0	0	3.00	5.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00159_2	436102	436106	5	cdsE	0	0	0	0	0	0	5.00	1.00	1.00	4.00	6.00	16.00	1.00	2.00	1.00	4.00	2.00	11.00	0	0	0	0	0	0	0	0	0	
CNAG_00159_3	436171	436171	1	utr3E	2.00	1.00	4.00	4.00	3.00	9.00	0	0	0	2.00	6.00	5.00	0	0	0	1.00	1.00	6.00	0	0	0	0	0	0	0	0	0	
CNAG_00159_4	436225	436225	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00160_1	437918	437918	1	utr3E	0	0	0	0	0	0	4.00	1.00	1.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00167_1	457159	457163	5	utr3E	30.00	37.00	39.00	70.00	100.00	59.00	21.00	14.00	20.00	24.00	20.00	20.00	5.00	11.00	3.00	14.00	18.00	45.00	22.00	12.00	13.00	34.00	14.00	14.00	28.00	51.00	11.00	
CNAG_00171_1	464289	464289	1	cdsE	1.00	1.00	1.00	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00171_2	464430	464430	1	cdsE	0	0	0	5.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00171_3	464713	464713	1	utr3E	0	0	0	3.00	1.00	2.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00172_1	468697	468697	1	utr3E	0	0	0	2.00	1.00	3.00	2.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00172_2	468751	468754	4	utr3E	3.00	2.00	1.00	49.00	61.00	63.00	34.00	6.00	14.00	8.00	15.00	13.00	0	0	0	12.00	10.00	28.00	3.00	2.00	3.00	0	0	0	7.00	8.00	10.00	
CNAG_00173_1	470239	470291	53	utr3E	4.00	4.00	8.00	8.00	17.00	14.00	9.00	5.00	7.00	4.00	4.00	10.00	3.00	2.00	1.00	0	0	0	1.00	4.00	1.00	1.00	1.00	2.00	3.00	9.00	6.00	
CNAG_00173_2	470346	470347	2	utr3E	4.00	1.00	2.00	10.00	14.00	8.00	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_00175_1	476021	476021	1	cdsE	2.00	2.00	5.00	0	0	0	0	0	0	1.00	2.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00175_2	476027	476027	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_00175_3	476123	476147	25	utr3E	11.00	11.00	10.00	14.00	20.00	12.00	3.00	1.00	5.00	1.00	1.00	5.00	0	0	0	3.00	1.00	4.00	4.00	1.00	1.00	0	0	0	3.00	6.00	3.00	
CNAG_00175_4	476147	476147	1	utr3E	0	0	0	0	0	0	3.00	1.00	5.00	1.00	1.00	5.00	0	0	0	3.00	1.00	4.00	4.00	1.00	1.00	0	0	0	0	0	0	
CNAG_00175_5	476209	476209	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00177_1	481093	481097	5	utr3E	0	0	0	0	0	0	14.00	7.00	14.00	5.00	2.00	6.00	7.00	3.00	2.00	6.00	5.00	16.00	2.00	6.00	4.00	0	0	0	5.00	3.00	3.00	
CNAG_00179_1	487951	487951	1	utr5I	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00179_2	488058	488058	1	utr5E	0	0	0	1.00	2.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00179_3	490227	490232	6	utr3E	12.00	5.00	4.00	4.00	10.00	6.00	10.00	6.00	14.00	1.00	6.00	8.00	11.00	31.00	10.00	5.00	7.00	17.00	28.00	24.00	32.00	0	0	0	26.00	27.00	19.00	
CNAG_00180_1	490869	490869	1	cdsE	0	0	0	7.00	9.00	8.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	
CNAG_00180_2	491667	491680	14	utr3E	25.00	19.00	24.00	61.00	76.00	35.00	32.00	9.00	14.00	11.00	12.00	12.00	3.00	4.00	2.00	12.00	10.00	24.00	8.00	15.00	5.00	3.00	8.00	4.00	12.00	13.00	12.00	
CNAG_00182_1	495063	495131	69	utr3E	11.00	22.00	16.00	46.00	61.00	43.00	9.00	7.00	5.00	12.00	12.00	7.00	2.00	3.00	3.00	7.00	9.00	23.00	6.00	7.00	7.00	0	0	0	5.00	6.00	2.00	
CNAG_00184_1	503231	503232	2	cdsE	25.00	19.00	21.00	17.00	15.00	24.00	19.00	3.00	17.00	1.00	7.00	11.00	2.00	5.00	3.00	0	0	0	6.00	1.00	3.00	8.00	2.00	6.00	11.00	13.00	4.00	
CNAG_00184_2	503232	503232	1	cdsE	0	0	0	17.00	15.00	24.00	19.00	3.00	17.00	1.00	7.00	11.00	2.00	5.00	3.00	0	0	0	6.00	1.00	3.00	8.00	2.00	6.00	11.00	13.00	4.00	
CNAG_00184_3	504596	504663	68	utr3E	55.00	68.00	38.00	86.00	138.00	97.00	34.00	16.00	23.00	26.00	26.00	21.00	12.00	30.00	15.00	33.00	11.00	68.00	30.00	39.00	23.00	20.00	16.00	21.00	29.00	61.00	28.00	
CNAG_00185_1	505325	505338	14	cdsI	1.00	1.00	1.00	3.00	4.00	5.00	0	0	0	3.00	2.00	4.00	0	0	0	3.00	1.00	1.00	1.00	1.00	1.00	0	0	0	12.00	21.00	17.00	
CNAG_00185_2	506317	506318	2	utr3E	194.00	213.00	180.00	184.00	257.00	127.00	112.00	17.00	51.00	41.00	49.00	75.00	19.00	39.00	15.00	30.00	29.00	99.00	32.00	54.00	37.00	24.00	23.00	24.00	42.00	71.00	47.00	
CNAG_00187_1	507502	507502	1	cdsE	1.00	5.00	5.00	8.00	11.00	9.00	0	0	0	3.00	1.00	1.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_00187_2	509415	509424	10	utr3E	52.00	53.00	32.00	57.00	87.00	73.00	49.00	17.00	48.00	16.00	18.00	30.00	20.00	18.00	16.00	19.00	14.00	51.00	20.00	21.00	14.00	8.00	13.00	17.00	15.00	28.00	24.00	
CNAG_00189_1	512053	512061	9	utr3E	15.00	19.00	16.00	22.00	26.00	20.00	19.00	4.00	12.00	7.00	4.00	10.00	3.00	6.00	6.00	10.00	6.00	15.00	9.00	8.00	7.00	0	0	0	1.00	4.00	2.00	
CNAG_00190_1	514269	514364	96	utr3E	9.00	9.00	14.00	24.00	27.00	20.00	5.00	3.00	5.00	6.00	15.00	13.00	7.00	11.00	3.00	6.00	7.00	18.00	9.00	17.00	5.00	59.00	37.00	66.00	18.00	16.00	10.00	
CNAG_00190_2	514453	514456	4	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	10.00	4.00	17.00	4.00	8.00	2.00	
CNAG_00191_1	516469	516505	37	utr3E	59.00	68.00	50.00	23.00	43.00	45.00	38.00	7.00	21.00	8.00	8.00	8.00	4.00	8.00	1.00	8.00	3.00	12.00	9.00	13.00	3.00	0	0	0	49.00	113.00	104.00	
CNAG_00191_2	516824	516832	9	utr3E	1.00	1.00	3.00	0	0	0	5.00	2.00	3.00	1.00	2.00	2.00	0	0	0	1.00	1.00	4.00	0	0	0	0	0	0	22.00	34.00	47.00	
CNAG_00192_1	518969	518969	1	cdsE	0	0	0	1.00	4.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00	4.00	4.00	
CNAG_00192_2	521445	521455	11	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	4.00	3.00	
CNAG_00192_3	521540	521542	3	utr3E	4.00	3.00	6.00	6.00	16.00	9.00	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	6.00	6.00	3.00	
CNAG_00194_1	529496	529516	21	utr3E	195.00	205.00	170.00	397.00	535.00	483.00	196.00	50.00	126.00	58.00	79.00	103.00	24.00	38.00	13.00	98.00	84.00	172.00	34.00	33.00	43.00	92.00	62.00	97.00	86.00	130.00	80.00	
CNAG_00229_1	607633	607667	35	utr5E	122.00	130.00	150.00	165.00	256.00	139.00	92.00	31.00	53.00	49.00	64.00	76.00	37.00	55.00	27.00	35.00	36.00	96.00	42.00	53.00	53.00	32.00	24.00	32.00	67.00	74.00	60.00	
CNAG_00229_2	608813	608816	4	utr3E	3.00	2.00	5.00	3.00	11.00	4.00	8.00	8.00	6.00	6.00	4.00	5.00	3.00	11.00	4.00	1.00	1.00	2.00	1.00	2.00	1.00	0	0	0	5.00	7.00	8.00	
CNAG_00231_1	610411	610417	7	cdsE	0	0	0	7.00	8.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNAG_00231_2	611821	611824	4	utr3E	1.00	3.00	4.00	8.00	12.00	10.00	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	1.00	1.00	2.00	
CNAG_00233_1	613515	613525	11	utr3E	43.00	49.00	39.00	185.00	302.00	212.00	56.00	24.00	32.00	23.00	36.00	40.00	19.00	27.00	11.00	26.00	21.00	65.00	25.00	20.00	17.00	3.00	1.00	3.00	13.00	24.00	12.00	
CNAG_00234_1	615267	615314	48	utr3E	29.00	31.00	41.00	63.00	97.00	62.00	51.00	13.00	34.00	21.00	23.00	23.00	14.00	9.00	11.00	16.00	26.00	49.00	11.00	15.00	6.00	0	0	0	13.00	38.00	14.00	
CNAG_00236_1	619852	619866	15	cdsE	0	0	0	4.00	4.00	4.00	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00236_2	619870	619870	1	utr3E	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00236_3	619970	619970	1	utr3E	3.00	7.00	2.00	18.00	26.00	14.00	6.00	2.00	2.00	4.00	2.00	5.00	0	0	0	2.00	1.00	7.00	0	0	0	1.00	1.00	3.00	1.00	6.00	2.00	
CNAG_00237_1	623239	623274	36	utr3E	39.00	36.00	25.00	145.00	178.00	129.00	218.00	48.00	154.00	95.00	109.00	161.00	43.00	81.00	34.00	101.00	72.00	229.00	37.00	57.00	46.00	16.00	10.00	13.00	40.00	54.00	18.00	
CNAG_00238_1	627522	627522	1	cdsE	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00238_2	627636	627682	47	utr3E	191.00	217.00	255.00	1441.00	2324.00	1410.00	1648.00	464.00	1045.00	681.00	745.00	1149.00	252.00	322.00	140.00	664.00	575.00	1644.00	237.00	271.00	210.00	68.00	67.00	129.00	449.00	515.00	317.00	
CNAG_00240_1	634192	634200	9	utr3E	7.00	6.00	14.00	35.00	54.00	30.00	23.00	10.00	21.00	15.00	15.00	20.00	10.00	13.00	4.00	11.00	8.00	23.00	13.00	10.00	10.00	0	0	0	9.00	15.00	6.00	
CNAG_00241_1	637259	637277	19	utr3E	2.00	3.00	3.00	22.00	13.00	16.00	8.00	2.00	3.00	1.00	3.00	2.00	0	0	0	0	0	0	3.00	5.00	1.00	3.00	2.00	2.00	0	0	0	
CNAG_00241_2	637277	637277	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	3.00	2.00	0	0	0	0	0	0	3.00	5.00	1.00	3.00	2.00	2.00	0	0	0	
CNAG_00241_3	637478	637488	11	utr3E	14.00	14.00	12.00	23.00	37.00	25.00	26.00	14.00	16.00	11.00	19.00	17.00	4.00	4.00	2.00	10.00	9.00	21.00	10.00	10.00	5.00	11.00	14.00	17.00	19.00	16.00	17.00	
CNAG_00247_1	650430	650430	1	cdsE	0	0	0	2.00	6.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	
CNAG_00247_2	652691	652695	5	utr3E	21.00	20.00	22.00	33.00	41.00	27.00	0	0	0	6.00	14.00	10.00	2.00	8.00	1.00	3.00	1.00	1.00	3.00	2.00	7.00	13.00	4.00	16.00	6.00	13.00	10.00	
CNAG_00249_1	656991	656991	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00249_2	657159	657259	101	utr3E	10.00	19.00	7.00	34.00	31.00	17.00	3.00	1.00	1.00	4.00	3.00	6.00	0	0	0	0	0	0	0	0	0	0	0	0	6.00	6.00	3.00	
CNAG_00249_3	657259	657259	1	utr3E	0	0	0	0	0	0	0	0	0	3.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00249_4	657539	657539	1	utr3E	15.00	13.00	9.00	11.00	8.00	12.00	15.00	3.00	5.00	2.00	4.00	2.00	2.00	3.00	2.00	1.00	1.00	3.00	4.00	3.00	2.00	2.00	4.00	2.00	7.00	10.00	4.00	
CNAG_00250_1	659803	659810	8	utr3E	4.00	4.00	5.00	93.00	141.00	75.00	30.00	12.00	22.00	22.00	30.00	47.00	6.00	11.00	3.00	27.00	21.00	68.00	6.00	17.00	9.00	0	0	0	5.00	6.00	1.00	
CNAG_00251_1	660263	660266	4	cdsE	0	0	0	1.00	8.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.00	10.00	11.00	7.00	5.00	2.00	
CNAG_00251_2	660452	660452	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	4.00	0	0	0	
CNAG_00251_3	660712	660712	1	cdsE	0	0	0	6.00	4.00	6.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	2.00	4.00	1.00	4.00	7.00	3.00	
CNAG_00251_4	661263	661263	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	3.00	6.00	4.00	
CNAG_00251_5	661403	661403	1	utr3E	0	0	0	6.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	6.00	3.00	8.00	7.00	
CNAG_00253_1	665337	665370	34	utr3E	434.00	545.00	650.00	1228.00	1815.00	1095.00	315.00	66.00	202.00	164.00	248.00	240.00	98.00	140.00	63.00	130.00	75.00	216.00	92.00	133.00	94.00	28.00	21.00	33.00	176.00	202.00	139.00	
CNAG_00254_1	667290	667291	2	utr3E	38.00	63.00	42.00	50.00	77.00	62.00	33.00	5.00	12.00	12.00	9.00	12.00	5.00	3.00	3.00	4.00	4.00	21.00	5.00	6.00	4.00	28.00	21.00	23.00	18.00	19.00	17.00	
CNAG_00254_2	667346	667363	18	utr3E	133.00	113.00	105.00	135.00	187.00	103.00	77.00	8.00	13.00	44.00	20.00	50.00	6.00	11.00	5.00	20.00	16.00	55.00	13.00	22.00	9.00	65.00	50.00	83.00	24.00	56.00	35.00	
CNAG_00256_1	669481	669528	48	utr3E	18.00	22.00	12.00	97.00	122.00	58.00	45.00	8.00	21.00	8.00	15.00	10.00	2.00	4.00	2.00	9.00	10.00	24.00	5.00	3.00	1.00	5.00	3.00	5.00	5.00	9.00	4.00	
CNAG_00259_1	681584	681622	39	cdsE	0	0	0	1.00	5.00	1.00	3.00	2.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	
CNAG_00259_2	681925	681932	8	utr3E	6.00	21.00	12.00	45.00	80.00	68.00	14.00	7.00	7.00	9.00	8.00	10.00	0	0	0	12.00	10.00	25.00	3.00	1.00	2.00	10.00	13.00	7.00	11.00	12.00	4.00	
CNAG_00261_1	687837	687923	87	utr3E	1170.00	1499.00	1280.00	789.00	1166.00	689.00	703.00	203.00	472.00	358.00	411.00	570.00	923.00	1259.00	677.00	606.00	508.00	1362.00	1068.00	1370.00	821.00	325.00	256.00	335.00	643.00	873.00	461.00	
CNAG_00265_1	695080	695170	91	utr3E	60.00	55.00	61.00	172.00	326.00	218.00	121.00	28.00	60.00	40.00	34.00	83.00	5.00	16.00	7.00	48.00	30.00	83.00	14.00	19.00	18.00	9.00	9.00	23.00	32.00	45.00	16.00	
CNAG_00265_2	695223	695249	27	utr3E	6.00	5.00	5.00	34.00	41.00	40.00	118.00	37.00	78.00	42.00	59.00	77.00	26.00	12.00	9.00	54.00	48.00	126.00	19.00	26.00	25.00	36.00	27.00	64.00	54.00	85.00	64.00	
CNAG_00267_1	696453	696453	1	cdsE	0	0	0	6.00	8.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00267_2	698346	698347	2	utr3E	2.00	3.00	2.00	3.00	6.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00267_3	698399	698399	1	utr3E	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00269_1	703772	703793	22	utr3E	44.00	56.00	66.00	85.00	152.00	32.00	2.00	1.00	2.00	10.00	25.00	34.00	117.00	155.00	97.00	35.00	26.00	51.00	36.00	50.00	37.00	52.00	23.00	24.00	288.00	339.00	199.00	
CNAG_00270_1	704963	704971	9	cdsE	18.00	14.00	20.00	83.00	112.00	109.00	45.00	14.00	26.00	9.00	7.00	13.00	4.00	7.00	5.00	21.00	7.00	29.00	5.00	10.00	8.00	2.00	6.00	6.00	13.00	17.00	8.00	
CNAG_00270_2	705043	705074	32	utr3E	208.00	230.00	189.00	429.00	719.00	584.00	415.00	102.00	264.00	218.00	187.00	265.00	60.00	66.00	43.00	176.00	124.00	416.00	59.00	75.00	55.00	68.00	49.00	81.00	145.00	311.00	148.00	
CNAG_00272_1	711461	711461	1	cdsE	3.00	2.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00272_2	712918	712924	7	utr3E	6.00	10.00	5.00	29.00	30.00	14.00	3.00	1.00	2.00	3.00	5.00	8.00	1.00	1.00	1.00	3.00	7.00	4.00	3.00	4.00	3.00	0	0	0	3.00	1.00	2.00	
CNAG_00274_1	716223	716223	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_00274_2	716227	716236	10	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00276_1	718216	718216	1	cdsI	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00276_2	719039	719049	11	utr3E	5.00	2.00	6.00	11.00	17.00	12.00	0	0	0	3.00	3.00	3.00	3.00	2.00	2.00	4.00	8.00	10.00	8.00	6.00	7.00	0	0	0	7.00	8.00	4.00	
CNAG_00277_1	719865	719865	1	cdsE	0	0	0	2.00	4.00	1.00	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_00277_2	720538	720545	8	utr3E	13.00	22.00	24.00	28.00	40.00	23.00	10.00	7.00	5.00	8.00	8.00	10.00	5.00	11.00	3.00	5.00	6.00	6.00	6.00	15.00	8.00	2.00	1.00	3.00	7.00	14.00	4.00	
CNAG_00279_1	723165	723207	43	utr3E	139.00	165.00	170.00	587.00	995.00	778.00	176.00	54.00	88.00	118.00	153.00	174.00	30.00	49.00	21.00	79.00	57.00	160.00	32.00	54.00	39.00	29.00	26.00	54.00	78.00	156.00	79.00	
CNAG_00280_1	725152	725189	38	utr3E	154.00	172.00	148.00	236.00	334.00	215.00	133.00	30.00	58.00	47.00	44.00	54.00	23.00	36.00	9.00	42.00	25.00	102.00	50.00	45.00	33.00	12.00	14.00	12.00	52.00	57.00	34.00	
CNAG_00284_1	735269	735276	8	utr3E	17.00	22.00	17.00	1.00	3.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	4.00	1.00	
CNAG_00287_1	745555	745582	28	utr3E	429.00	455.00	424.00	1030.00	1647.00	1140.00	1296.00	271.00	630.00	535.00	494.00	724.00	106.00	143.00	69.00	287.00	230.00	658.00	105.00	142.00	87.00	80.00	70.00	98.00	79.00	200.00	131.00	
CNAG_00288_1	746949	746973	25	utr3E	19.00	22.00	16.00	43.00	69.00	48.00	12.00	2.00	6.00	8.00	11.00	7.00	2.00	4.00	1.00	4.00	10.00	14.00	0	0	0	0	0	0	4.00	13.00	8.00	
