	merge_cluster																
CNAG_00246_1	647479	647502	24	cdsE	0	0	0	18.00	22.00	21.00	0	0	0	0	0	0	
CNAG_00246_2	648682	648754	73	utr5E	316.00	278.00	200.00	105.00	114.00	98.00	198.00	145.00	131.00	200.00	112.00	120.00	
CNAG_00248_1	654638	654645	8	utr5E	3.00	2.00	2.00	0	0	0	4.00	4.00	3.00	4.00	2.00	1.00	
CNAG_00248_2	654645	654645	1	utr5E	3.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_00252_1	662072	662092	21	utr5E	46.00	65.00	66.00	33.00	21.00	26.00	38.00	43.00	44.00	36.00	15.00	26.00	
CNAG_00255_1	667944	668079	136	utr5E	282.00	326.00	229.00	402.00	296.00	340.00	125.00	129.00	116.00	81.00	50.00	74.00	
CNAG_00257_1	669781	669791	11	cdsE	0	0	0	16.00	8.00	16.00	0	0	0	4.00	5.00	5.00	
CNAG_00257_2	670228	670298	71	cdsE	0	0	0	1.00	1.00	1.00	2.00	3.00	5.00	6.00	6.00	7.00	
CNAG_00257_3	670407	670446	40	cdsE	0	0	0	0	0	0	0	0	0	10.00	10.00	8.00	
CNAG_00257_4	670511	670551	41	cdsE	0	0	0	0	0	0	3.00	3.00	5.00	5.00	8.00	3.00	
CNAG_00257_5	672409	672526	118	cdsE	15.00	21.00	15.00	5.00	5.00	20.00	8.00	13.00	10.00	9.00	9.00	5.00	
CNAG_00257_6	672764	672805	42	cdsE	14.00	9.00	8.00	2.00	3.00	3.00	3.00	1.00	2.00	0	0	0	
CNAG_00257_7	672887	672890	4	cdsE	10.00	13.00	5.00	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_00257_8	675945	676020	76	utr5E	41.00	41.00	33.00	1.00	2.00	7.00	20.00	22.00	34.00	2.00	2.00	4.00	
CNAG_00258_1	676828	676828	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_00258_2	676941	676941	1	cdsE	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNAG_00258_3	677726	677726	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_00258_4	677769	677769	1	cdsE	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	
CNAG_00258_5	677885	677929	45	cdsE	0	0	0	1.00	1.00	3.00	2.00	3.00	2.00	2.00	2.00	2.00	
CNAG_00258_6	677965	677965	1	cdsE	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	
CNAG_00258_7	678123	678123	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	
CNAG_00258_8	680431	680460	30	utr5E	12.00	9.00	7.00	4.00	4.00	3.00	5.00	6.00	4.00	3.00	3.00	4.00	
CNAG_00260_1	683926	684025	100	utr5E	334.00	338.00	254.00	331.00	236.00	230.00	151.00	150.00	142.00	168.00	116.00	171.00	
CNAG_00262_1	688449	688449	1	cdsE	2.00	1.00	3.00	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_00262_2	689012	689087	76	utr5E	1.00	1.00	1.00	12.00	6.00	7.00	28.00	18.00	25.00	3.00	6.00	7.00	
CNAG_00263_1	689748	689838	91	cdsE	0	0	0	5.00	5.00	3.00	4.00	3.00	4.00	14.00	11.00	11.00	
CNAG_00263_2	689910	689928	19	cdsE	1.00	2.00	2.00	0	0	0	1.00	1.00	1.00	11.00	19.00	11.00	
CNAG_00263_3	690845	690986	142	utr5E	164.00	210.00	161.00	138.00	118.00	94.00	167.00	159.00	137.00	77.00	49.00	63.00	
CNAG_00264_1	692002	692473	472	cdsE	150.00	230.00	195.00	376.00	343.00	327.00	86.00	75.00	88.00	316.00	184.00	194.00	
CNAG_00264_2	693407	693631	225	utr5E	634.00	821.00	645.00	770.00	597.00	516.00	866.00	766.00	861.00	368.00	165.00	278.00	
CNAG_00266_1	696148	696292	145	utr5E	997.00	1298.00	948.00	1146.00	1011.00	798.00	761.00	638.00	679.00	962.00	332.00	624.00	
CNAG_00268_1	700959	701052	94	utr5E	351.00	421.00	399.00	252.00	210.00	206.00	197.00	178.00	150.00	99.00	54.00	76.00	
CNAG_00271_1	706308	706389	82	utr5E	280.00	309.00	295.00	332.00	225.00	246.00	260.00	223.00	225.00	113.00	77.00	97.00	
CNAG_00273_1	713613	713640	28	utr5E	51.00	52.00	57.00	22.00	17.00	13.00	48.00	31.00	41.00	21.00	11.00	17.00	
CNAG_00275_1	717510	717592	83	utr5E	77.00	89.00	58.00	125.00	79.00	75.00	88.00	93.00	104.00	62.00	31.00	42.00	
CNAG_00278_1	721385	721452	68	cdsE	1.00	1.00	1.00	26.00	18.00	25.00	0	0	0	2.00	2.00	2.00	
CNAG_00278_2	721876	722000	125	utr5E	128.00	136.00	122.00	172.00	138.00	115.00	109.00	103.00	99.00	102.00	59.00	81.00	
CNAG_00283_1	731357	731498	142	cdsE	5.00	7.00	3.00	51.00	42.00	41.00	39.00	41.00	34.00	30.00	34.00	22.00	
CNAG_00283_2	732555	732654	100	utr5E	8.00	14.00	18.00	28.00	14.00	28.00	35.00	35.00	28.00	44.00	20.00	27.00	
CNAG_00285_1	736878	736955	78	cdsE	33.00	46.00	36.00	28.00	20.00	22.00	38.00	27.00	32.00	16.00	7.00	4.00	
CNAG_00285_2	739345	739352	8	cdsE	29.00	33.00	14.00	14.00	11.00	12.00	30.00	10.00	22.00	2.00	3.00	5.00	
CNAG_00285_3	740471	740540	70	utr5E	7.00	10.00	10.00	19.00	23.00	15.00	9.00	9.00	13.00	23.00	26.00	18.00	
CNAG_00285_4	740715	741018	304	utr5E	186.00	285.00	364.00	112.00	151.00	98.00	68.00	61.00	48.00	146.00	80.00	94.00	
CNAG_00286_1	743746	743815	70	utr5E	97.00	178.00	149.00	159.00	101.00	117.00	84.00	85.00	102.00	146.00	84.00	131.00	
CNAG_00289_1	748034	748111	78	utr5E	364.00	369.00	305.00	395.00	343.00	229.00	334.00	333.00	289.00	233.00	120.00	166.00	
CNAG_00293_1	757009	757075	67	utr5E	193.00	167.00	119.00	73.00	75.00	62.00	167.00	128.00	99.00	87.00	38.00	50.00	
CNAG_00300_1	773402	773557	156	cdsE	0	0	0	2.00	1.00	2.00	9.00	6.00	4.00	26.00	13.00	17.00	
CNAG_00300_2	775341	775410	70	utr5E	199.00	215.00	196.00	115.00	171.00	120.00	198.00	229.00	165.00	192.00	70.00	120.00	
CNAG_00304_1	783240	783258	19	cdsE	22.00	29.00	36.00	21.00	10.00	13.00	12.00	12.00	8.00	8.00	13.00	15.00	
CNAG_00307_1	790085	790197	113	utr5E	1059.00	1362.00	1158.00	1361.00	1223.00	1092.00	595.00	566.00	499.00	551.00	169.00	302.00	
CNAG_00308_1	791743	791746	4	cdsE	0	0	0	12.00	4.00	12.00	0	0	0	0	0	0	
CNAG_00308_2	792859	792898	40	utr5E	50.00	35.00	34.00	10.00	7.00	14.00	17.00	14.00	10.00	12.00	14.00	11.00	
CNAG_00311_1	799192	799318	127	cdsE	15.00	22.00	16.00	17.00	19.00	15.00	11.00	6.00	8.00	44.00	34.00	22.00	
CNAG_00311_2	800933	801016	84	utr5E	205.00	261.00	177.00	176.00	148.00	165.00	98.00	84.00	93.00	45.00	27.00	46.00	
CNAG_00311_3	801238	801256	19	utr5E	0	0	0	12.00	17.00	11.00	17.00	25.00	20.00	14.00	7.00	13.00	
CNAG_00314_1	808016	808365	350	utr5E	481.00	591.00	429.00	322.00	259.00	265.00	259.00	247.00	243.00	125.00	75.00	91.00	
CNAG_00316_1	812558	812614	57	cdsE	7.00	8.00	11.00	44.00	18.00	35.00	9.00	5.00	9.00	24.00	23.00	18.00	
CNAG_00316_2	813007	813132	126	utr5E	195.00	192.00	189.00	164.00	157.00	98.00	144.00	128.00	105.00	104.00	77.00	86.00	
CNAG_00317_1	815828	816035	208	utr5E	2132.00	2101.00	1747.00	1458.00	1391.00	848.00	1512.00	1445.00	1116.00	3373.00	2034.00	2376.00	
CNAG_00319_1	817194	817225	32	cdsE	2.00	4.00	3.00	4.00	6.00	5.00	4.00	5.00	5.00	14.00	9.00	11.00	
CNAG_00319_2	817299	817383	85	cdsE	0	0	0	2.00	2.00	2.00	8.00	9.00	10.00	16.00	10.00	20.00	
CNAG_00319_3	818181	818250	70	utr5E	108.00	156.00	127.00	140.00	117.00	160.00	64.00	75.00	93.00	36.00	24.00	32.00	
CNAG_00322_1	826775	826815	41	cdsE	6.00	10.00	4.00	22.00	7.00	10.00	6.00	7.00	4.00	8.00	11.00	9.00	
CNAG_00322_2	827629	827661	33	utr5E	57.00	75.00	70.00	40.00	48.00	48.00	52.00	45.00	56.00	68.00	49.00	48.00	
CNAG_00323_1	828677	828677	1	cdsI	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	
CNAG_00327_1	837499	837574	76	utr5E	49.00	78.00	52.00	20.00	27.00	24.00	30.00	24.00	18.00	14.00	8.00	11.00	
CNAG_00329_1	842876	843042	167	utr5E	604.00	732.00	542.00	498.00	423.00	459.00	266.00	257.00	269.00	186.00	105.00	153.00	
CNAG_00331_1	845824	845828	5	cdsE	0	0	0	0	0	0	0	0	0	3.00	2.00	2.00	
CNAG_00331_2	846005	846005	1	cdsE	0	0	0	0	0	0	0	0	0	4.00	3.00	6.00	
CNAG_00331_3	846185	846185	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNAG_00331_4	847769	847834	66	utr5E	14.00	16.00	13.00	17.00	8.00	9.00	8.00	6.00	5.00	12.00	7.00	12.00	
CNAG_00332_1	848640	848642	3	cdsE	3.00	4.00	6.00	5.00	4.00	10.00	5.00	3.00	5.00	0	0	0	
CNAG_00332_2	850231	850336	106	cdsE	3.00	2.00	2.00	2.00	3.00	2.00	39.00	31.00	32.00	9.00	8.00	9.00	
CNAG_00332_3	851515	851557	43	cdsE	1.00	4.00	3.00	5.00	3.00	5.00	1.00	2.00	3.00	0	0	0	
CNAG_00332_4	851635	851657	23	cdsE	12.00	17.00	9.00	11.00	20.00	11.00	23.00	17.00	30.00	10.00	17.00	4.00	
CNAG_00332_5	851657	851657	1	cdsE	12.00	17.00	9.00	0	0	0	23.00	17.00	30.00	10.00	17.00	4.00	
CNAG_00332_6	853060	853135	76	utr5E	19.00	37.00	26.00	21.00	10.00	14.00	88.00	56.00	68.00	13.00	13.00	11.00	
CNAG_00335_1	861303	861315	13	cdsE	13.00	13.00	11.00	0	0	0	2.00	3.00	1.00	9.00	6.00	7.00	
CNAG_00335_2	861382	861551	170	utr5E	91.00	103.00	120.00	57.00	69.00	64.00	53.00	56.00	71.00	34.00	55.00	23.00	
CNAG_00342_1	874914	874915	2	utr3E	0	0	0	0	0	0	0	0	0	4.00	3.00	3.00	
CNAG_00342_2	874977	874984	8	cdsE	0	0	0	0	0	0	0	0	0	6.00	5.00	4.00	
CNAG_00342_3	875333	875391	59	cdsE	0	0	0	4.00	9.00	6.00	0	0	0	0	0	0	
CNAG_00342_4	875482	875505	24	cdsE	13.00	18.00	5.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	
CNAG_00342_5	876040	876139	100	cdsE	0	0	0	37.00	33.00	40.00	4.00	5.00	3.00	7.00	8.00	3.00	
CNAG_00342_6	877532	877580	49	utr5E	16.00	17.00	13.00	21.00	16.00	18.00	6.00	7.00	9.00	0	0	0	
CNAG_00343_1	877991	877993	3	cdsE	0	0	0	3.00	4.00	5.00	1.00	1.00	2.00	0	0	0	
CNAG_00343_2	878104	878121	18	cdsE	0	0	0	9.00	17.00	8.00	0	0	0	1.00	2.00	4.00	
CNAG_00343_3	878793	878891	99	cdsE	1.00	2.00	1.00	1.00	2.00	2.00	9.00	11.00	6.00	11.00	7.00	7.00	
CNAG_00343_4	879411	879492	82	utr5E	76.00	78.00	61.00	20.00	16.00	15.00	44.00	51.00	35.00	18.00	12.00	14.00	
CNAG_00345_1	885143	885221	79	utr5E	331.00	396.00	339.00	396.00	409.00	353.00	253.00	248.00	245.00	255.00	131.00	179.00	
CNAG_00347_1	889694	889747	54	cdsE	0	0	0	9.00	12.00	15.00	0	0	0	17.00	11.00	8.00	
CNAG_00347_2	890401	890411	11	cdsE	5.00	9.00	12.00	1.00	1.00	2.00	6.00	4.00	2.00	0	0	0	
CNAG_00347_3	891486	891528	43	utr5E	42.00	63.00	34.00	35.00	36.00	39.00	29.00	29.00	27.00	22.00	22.00	19.00	
CNAG_00353_1	900497	900497	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	
CNAG_00353_2	901438	901438	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	
CNAG_00353_3	901539	901570	32	utr5E	7.00	4.00	4.00	3.00	1.00	8.00	8.00	7.00	4.00	3.00	4.00	2.00	
CNAG_00354_1	904340	904400	61	utr5E	405.00	426.00	360.00	228.00	240.00	240.00	253.00	212.00	193.00	151.00	47.00	84.00	
CNAG_00358_1	910045	910047	3	cdsE	0	0	0	14.00	26.00	28.00	0	0	0	8.00	3.00	1.00	
CNAG_00358_2	910100	910296	197	cdsE	133.00	152.00	153.00	66.00	56.00	53.00	104.00	81.00	103.00	79.00	46.00	45.00	
CNAG_00358_3	911672	911707	36	utr5E	26.00	37.00	29.00	26.00	21.00	13.00	25.00	30.00	25.00	27.00	32.00	17.00	
CNAG_00359_1	912129	912129	1	cdsE	0	0	0	0	0	0	3.00	1.00	2.00	0	0	0	
CNAG_00359_2	912169	912169	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_00359_3	912191	912231	41	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	2.00	2.00	2.00	
CNAG_00359_4	912835	912835	1	cdsE	1.00	1.00	1.00	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_00359_5	913010	913010	1	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_00359_6	913326	913347	22	utr5E	4.00	5.00	4.00	0	0	0	0	0	0	8.00	6.00	4.00	
CNAG_00359_7	913349	913349	1	utr5E	0	0	0	0	0	0	4.00	1.00	5.00	0	0	0	
CNAG_00360_1	914823	914903	81	cdsE	0	0	0	7.00	9.00	4.00	6.00	4.00	5.00	12.00	21.00	17.00	
CNAG_00360_2	916106	916165	60	utr5E	287.00	382.00	323.00	232.00	203.00	217.00	262.00	203.00	216.00	128.00	62.00	103.00	
CNAG_00361_1	917173	917213	41	cdsE	2.00	5.00	5.00	28.00	50.00	36.00	0	0	0	2.00	1.00	1.00	
CNAG_00361_2	918567	918632	66	utr5E	218.00	336.00	249.00	332.00	237.00	251.00	147.00	155.00	156.00	134.00	86.00	131.00	
CNAG_00362_1	920916	921045	130	utr5E	1279.00	1092.00	932.00	940.00	949.00	648.00	662.00	577.00	454.00	913.00	577.00	764.00	
CNAG_00364_1	930336	930389	54	utr5E	79.00	103.00	70.00	64.00	48.00	50.00	45.00	67.00	44.00	42.00	29.00	31.00	
CNAG_00367_1	936224	936314	91	utr5E	55.00	69.00	41.00	68.00	49.00	47.00	25.00	33.00	27.00	161.00	103.00	131.00	
CNAG_00369_1	940338	940339	2	cdsE	0	0	0	4.00	4.00	5.00	0	0	0	0	0	0	
CNAG_00369_2	941206	941251	46	utr5E	65.00	66.00	79.00	32.00	30.00	37.00	79.00	59.00	63.00	54.00	34.00	44.00	
CNAG_00370_1	942541	942632	92	cdsE	240.00	435.00	368.00	361.00	283.00	362.00	69.00	84.00	78.00	21.00	18.00	14.00	
CNAG_00370_2	943164	943223	60	utr5E	3069.00	3888.00	3188.00	3556.00	2218.00	2717.00	866.00	894.00	770.00	601.00	355.00	587.00	
CNAG_00372_1	946697	947135	439	cdsE	1876.00	1555.00	1388.00	1003.00	1029.00	596.00	978.00	903.00	686.00	1529.00	877.00	977.00	
CNAG_00375_1	955780	955785	6	cdsE	25.00	33.00	17.00	1.00	1.00	2.00	5.00	2.00	5.00	0	0	0	
CNAG_00375_2	956485	956561	77	utr5E	113.00	114.00	103.00	39.00	64.00	38.00	65.00	62.00	49.00	64.00	32.00	52.00	
CNAG_00377_1	960287	960324	38	utr3E	0	0	0	0	0	0	1.00	1.00	1.00	10.00	3.00	4.00	
CNAG_00377_2	960546	960590	45	cdsI	0	0	0	1.00	1.00	2.00	4.00	3.00	4.00	8.00	8.00	9.00	
CNAG_00377_3	960648	960656	9	cdsE	0	0	0	0	0	0	14.00	10.00	7.00	8.00	6.00	7.00	
CNAG_00377_4	961655	961741	87	cdsE	47.00	68.00	59.00	30.00	18.00	24.00	11.00	6.00	6.00	0	0	0	
CNAG_00377_5	963470	963470	1	cdsE	0	0	0	2.00	2.00	2.00	7.00	6.00	4.00	8.00	4.00	7.00	
CNAG_00377_6	965503	965636	134	utr5E	595.00	324.00	227.00	168.00	218.00	108.00	110.00	80.00	52.00	21.00	8.00	18.00	
CNAG_00384_1	1013178	1013178	1	cdsE	0	0	0	5.00	4.00	6.00	0	0	0	0	0	0	
CNAG_00384_2	1013848	1013878	31	utr5E	38.00	41.00	41.00	28.00	17.00	26.00	39.00	26.00	31.00	12.00	6.00	5.00	
CNAG_00388_1	1022972	1023008	37	cdsE	0	0	0	0	0	0	4.00	7.00	10.00	0	0	0	
CNAG_00388_2	1023199	1023202	4	cdsE	0	0	0	3.00	6.00	7.00	0	0	0	0	0	0	
CNAG_00388_3	1024008	1024050	43	cdsE	0	0	0	8.00	10.00	8.00	0	0	0	4.00	8.00	6.00	
CNAG_00388_4	1024815	1024860	46	utr5E	52.00	54.00	44.00	16.00	20.00	20.00	34.00	21.00	28.00	34.00	17.00	17.00	
CNAG_00391_1	1031592	1031649	58	utr5E	55.00	62.00	52.00	31.00	23.00	25.00	38.00	40.00	28.00	30.00	16.00	14.00	
CNAG_00393_1	1036610	1036615	6	cdsE	64.00	57.00	23.00	4.00	3.00	6.00	0	0	0	5.00	3.00	3.00	
CNAG_00393_2	1036857	1036928	72	utr5E	129.00	143.00	90.00	47.00	42.00	39.00	15.00	21.00	12.00	35.00	18.00	36.00	
CNAG_00395_1	1039331	1039347	17	cdsI	5.00	8.00	4.00	14.00	18.00	10.00	0	0	0	2.00	2.00	3.00	
CNAG_00395_2	1039836	1039911	76	utr5E	90.00	113.00	142.00	84.00	88.00	81.00	90.00	88.00	114.00	45.00	30.00	48.00	
CNAG_00396_1	1042552	1042613	62	utr5E	214.00	192.00	136.00	110.00	80.00	84.00	228.00	151.00	149.00	93.00	65.00	84.00	
CNAG_00396_2	1042855	1042921	67	utr5E	5.00	7.00	9.00	30.00	22.00	22.00	15.00	27.00	18.00	51.00	34.00	50.00	
CNAG_00398_1	1045515	1045713	199	cdsI	1.00	1.00	2.00	65.00	59.00	53.00	1.00	1.00	1.00	6.00	7.00	9.00	
CNAG_00398_2	1046371	1046532	162	utr5E	152.00	142.00	107.00	82.00	60.00	51.00	175.00	178.00	165.00	90.00	67.00	81.00	
CNAG_00399_1	1048582	1048667	86	cdsE	21.00	14.00	15.00	2.00	1.00	1.00	0	0	0	12.00	6.00	9.00	
CNAG_00399_2	1048925	1049025	101	utr5E	48.00	39.00	56.00	37.00	38.00	18.00	23.00	33.00	39.00	116.00	85.00	117.00	
CNAG_00399_3	1049174	1049182	9	utr5E	6.00	9.00	13.00	10.00	4.00	2.00	28.00	28.00	27.00	2.00	2.00	4.00	
CNAG_00401_1	1051888	1051888	1	cdsE	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_00401_2	1052234	1052234	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_00401_3	1052360	1052360	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_00401_4	1052535	1052535	1	cdsE	1.00	2.00	2.00	0	0	0	1.00	1.00	1.00	1.00	3.00	1.00	
CNAG_00401_5	1053226	1053260	35	utr5E	4.00	8.00	5.00	8.00	9.00	3.00	6.00	8.00	5.00	0	0	0	
CNAG_00402_1	1054341	1054366	26	cdsE	9.00	10.00	13.00	4.00	2.00	6.00	2.00	1.00	1.00	9.00	11.00	10.00	
CNAG_00402_2	1054619	1054661	43	cdsE	0	0	0	18.00	27.00	27.00	0	0	0	4.00	2.00	3.00	
CNAG_00402_3	1055103	1055199	97	cdsE	39.00	70.00	54.00	18.00	16.00	19.00	10.00	9.00	17.00	13.00	9.00	5.00	
CNAG_00402_4	1056298	1056504	207	cdsE	134.00	261.00	178.00	92.00	88.00	54.00	43.00	44.00	42.00	0	0	0	
CNAG_00402_5	1057077	1057105	29	cdsE	0	0	0	4.00	1.00	1.00	0	0	0	7.00	10.00	8.00	
CNAG_00402_6	1058870	1058900	31	utr5E	25.00	17.00	16.00	15.00	13.00	15.00	19.00	10.00	10.00	17.00	9.00	8.00	
CNAG_00404_1	1062225	1062225	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_00404_2	1062424	1062424	1	cdsE	0	0	0	2.00	3.00	2.00	0	0	0	0	0	0	
CNAG_00404_3	1063278	1063278	1	cdsE	0	0	0	1.00	4.00	2.00	2.00	5.00	8.00	2.00	2.00	1.00	
CNAG_00404_4	1063570	1063570	1	cdsE	0	0	0	1.00	2.00	1.00	0	0	0	1.00	1.00	1.00	
CNAG_00404_5	1063672	1063672	1	cdsE	0	0	0	2.00	1.00	2.00	1.00	1.00	3.00	1.00	1.00	2.00	
CNAG_00404_6	1063883	1063908	26	utr5E	7.00	2.00	3.00	2.00	3.00	5.00	15.00	16.00	24.00	9.00	12.00	22.00	
CNAG_00406_1	1070171	1070194	24	utr5E	44.00	43.00	47.00	3.00	1.00	3.00	12.00	16.00	11.00	0	0	0	
CNAG_00407_1	1073316	1073724	409	utr5E	5690.00	5925.00	3256.00	3423.00	2784.00	2723.00	10592.00	10435.00	9600.00	10737.00	7103.00	7428.00	
CNAG_00408_1	1075066	1075136	71	cdsE	1.00	1.00	1.00	9.00	10.00	12.00	1.00	2.00	1.00	0	0	0	
CNAG_00408_2	1075216	1075222	7	cdsI	3.00	3.00	3.00	15.00	12.00	7.00	2.00	3.00	3.00	7.00	2.00	4.00	
CNAG_00408_3	1076325	1076391	67	utr5E	105.00	145.00	97.00	91.00	61.00	59.00	92.00	112.00	109.00	60.00	32.00	46.00	
CNAG_00410_1	1081109	1081206	98	utr5E	673.00	697.00	605.00	645.00	550.00	483.00	337.00	265.00	293.00	284.00	141.00	187.00	
CNAG_00412_1	1084200	1084200	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_00412_2	1084512	1084647	136	cdsE	2.00	1.00	2.00	6.00	6.00	5.00	11.00	12.00	11.00	39.00	24.00	31.00	
CNAG_00413_1	1087395	1087479	85	utr5E	201.00	318.00	255.00	117.00	88.00	111.00	183.00	158.00	168.00	129.00	78.00	121.00	
CNAG_00416_1	1091452	1091452	1	utr3E	0	0	0	0	0	0	0	0	0	8.00	3.00	5.00	
CNAG_00416_2	1091762	1091762	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_00416_3	1092638	1092639	2	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	
CNAG_00416_4	1094251	1094291	41	utr5E	5.00	11.00	5.00	2.00	1.00	1.00	13.00	12.00	13.00	2.00	2.00	2.00	
CNAG_00417_1	1095981	1096172	192	cdsE	179.00	170.00	139.00	70.00	78.00	97.00	41.00	35.00	37.00	3.00	2.00	4.00	
CNAG_00417_2	1096267	1096354	88	utr5E	993.00	1337.00	949.00	944.00	636.00	656.00	504.00	502.00	423.00	284.00	179.00	251.00	
CNAG_00418_1	1098522	1098669	148	utr5E	735.00	904.00	666.00	415.00	373.00	391.00	81.00	78.00	59.00	57.00	34.00	26.00	
CNAG_00419_1	1099353	1099353	1	cdsI	3.00	1.00	3.00	0	0	0	0	0	0	1.00	1.00	2.00	
CNAG_00419_2	1099527	1099544	18	cdsE	0	0	0	0	0	0	0	0	0	11.00	7.00	9.00	
CNAG_00419_3	1099610	1099630	21	cdsE	0	0	0	7.00	4.00	9.00	0	0	0	25.00	7.00	17.00	
CNAG_00419_4	1099952	1099952	1	cdsE	0	0	0	4.00	8.00	4.00	0	0	0	2.00	3.00	7.00	
CNAG_00419_5	1100254	1100291	38	cdsE	0	0	0	0	0	0	0	0	0	6.00	5.00	8.00	
CNAG_00419_6	1101172	1101172	1	utr5E	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	
CNAG_00421_1	1102453	1102573	121	cdsE	635.00	912.00	705.00	314.00	271.00	276.00	395.00	367.00	368.00	895.00	379.00	450.00	
CNAG_00421_2	1102890	1103093	204	utr5E	3051.00	4576.00	3325.00	2953.00	2869.00	1860.00	1911.00	2007.00	1811.00	2318.00	1129.00	1813.00	
CNAG_00423_1	1108898	1109106	209	utr5E	232.00	252.00	338.00	52.00	53.00	53.00	186.00	154.00	157.00	43.00	33.00	33.00	
CNAG_00425_1	1111682	1111859	178	cdsE	13.00	9.00	10.00	19.00	24.00	17.00	24.00	17.00	23.00	179.00	80.00	71.00	
CNAG_00426_1	1113122	1113295	174	cdsE	1.00	1.00	1.00	39.00	31.00	42.00	2.00	2.00	3.00	17.00	18.00	13.00	
CNAG_00426_2	1113620	1113680	61	cdsE	0	0	0	24.00	44.00	48.00	0	0	0	11.00	10.00	5.00	
CNAG_00426_3	1113868	1113972	105	cdsE	49.00	171.00	111.00	27.00	44.00	31.00	83.00	76.00	88.00	11.00	32.00	5.00	
CNAG_00427_1	1117279	1117386	108	cdsE	2.00	1.00	1.00	5.00	5.00	6.00	4.00	2.00	2.00	14.00	10.00	9.00	
CNAG_00427_2	1117697	1117726	30	utr5E	168.00	240.00	185.00	138.00	102.00	151.00	136.00	156.00	148.00	89.00	64.00	52.00	
CNAG_00429_1	1119529	1119762	234	cdsE	0	0	0	11.00	9.00	10.00	7.00	7.00	6.00	79.00	34.00	44.00	
CNAG_00429_2	1119769	1119810	42	cdsE	0	0	0	4.00	4.00	2.00	0	0	0	0	0	0	
CNAG_00429_3	1121525	1121597	73	utr5E	76.00	83.00	69.00	11.00	12.00	9.00	24.00	19.00	23.00	12.00	15.00	8.00	
CNAG_00433_1	1127964	1127996	33	cdsE	32.00	46.00	40.00	33.00	35.00	28.00	1.00	2.00	2.00	21.00	10.00	16.00	
CNAG_00433_2	1130334	1130334	1	utr5E	0	0	0	0	0	0	0	0	0	4.00	1.00	2.00	
CNAG_00433_3	1130818	1130845	28	utr5E	0	0	0	0	0	0	3.00	5.00	5.00	0	0	0	
CNAG_00434_1	1132140	1132161	22	cdsE	0	0	0	0	0	0	0	0	0	7.00	9.00	10.00	
CNAG_00434_2	1132657	1132697	41	utr5E	61.00	107.00	88.00	83.00	68.00	70.00	43.00	25.00	33.00	53.00	34.00	51.00	
CNAG_00436_1	1134363	1134515	153	cdsE	1.00	2.00	1.00	0	0	0	8.00	7.00	9.00	107.00	53.00	65.00	
CNAG_00436_2	1136973	1137056	84	utr5E	1174.00	1795.00	1691.00	800.00	666.00	621.00	1131.00	1041.00	1291.00	625.00	400.00	474.00	
CNAG_00437_1	1137943	1137943	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNAG_00437_2	1138027	1138055	29	utr5E	26.00	36.00	32.00	10.00	9.00	6.00	16.00	17.00	18.00	31.00	10.00	17.00	
CNAG_00439_1	1141961	1141998	38	cdsE	0	0	0	2.00	5.00	5.00	1.00	1.00	1.00	8.00	30.00	3.00	
CNAG_00439_2	1143545	1143545	1	cdsE	3.00	23.00	24.00	3.00	5.00	7.00	9.00	10.00	13.00	4.00	9.00	2.00	
CNAG_00439_3	1143660	1143698	39	utr5E	74.00	81.00	87.00	49.00	45.00	41.00	52.00	45.00	31.00	31.00	37.00	39.00	
