	merge_cluster																						
CNA01550_1	418744	418745	2	cdsI	9.00	3.00	3.00	4.00	3.00	3.00	0	0	0	0	0	0	3.00	2.00	2.00	0	0	0	
CNA01550_2	420725	420732	8	utr3E	144.00	104.00	72.00	33.00	29.00	13.00	21.00	9.00	13.00	66.00	55.00	86.00	63.00	65.00	55.00	50.00	33.00	32.00	
CNA01590_1	428042	428042	1	utr3E	0	0	0	0	0	0	0	0	0	4.00	1.00	1.00	0	0	0	0	0	0	
CNA01590_2	428057	428063	7	utr3E	18.00	10.00	9.00	3.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01590_3	428163	428168	6	cdsI	10.00	9.00	4.00	0	0	0	0	0	0	10.00	8.00	8.00	8.00	5.00	7.00	6.00	4.00	3.00	
CNA01600_1	432319	432322	4	utr3E	37.00	32.00	29.00	113.00	79.00	48.00	16.00	18.00	18.00	40.00	44.00	44.00	58.00	32.00	29.00	33.00	22.00	27.00	
CNA01610_1	434013	434073	61	utr3E	6.00	4.00	3.00	10.00	9.00	11.00	9.00	4.00	2.00	7.00	14.00	17.00	18.00	25.00	11.00	5.00	10.00	5.00	
CNA01630_1	440005	440043	39	utr3E	19.00	28.00	19.00	52.00	33.00	13.00	0	0	0	39.00	28.00	32.00	54.00	50.00	49.00	23.00	16.00	15.00	
CNA01650_1	443739	443739	1	cdsI	3.00	2.00	2.00	0	0	0	0	0	0	0	0	0	4.00	1.00	6.00	5.00	2.00	1.00	
CNA01650_2	444777	444777	1	utr3E	4.00	1.00	1.00	19.00	12.00	5.00	0	0	0	0	0	0	10.00	11.00	7.00	3.00	1.00	1.00	
CNA01680_1	451538	451538	1	utr5I	9.00	1.00	3.00	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	6.00	1.00	4.00	
CNA01680_2	451602	451602	1	utr5E	2.00	3.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01680_3	451628	451636	9	utr5E	0	0	0	6.00	1.00	3.00	119.00	72.00	86.00	0	0	0	0	0	0	0	0	0	
CNA01680_4	453663	453669	7	utr3E	0	0	0	51.00	27.00	14.00	3.00	3.00	6.00	0	0	0	22.00	12.00	11.00	5.00	3.00	1.00	
CNA01690_1	455256	455298	43	utr3E	23.00	28.00	31.00	29.00	29.00	18.00	9.00	6.00	3.00	48.00	47.00	66.00	71.00	68.00	50.00	20.00	13.00	18.00	
CNA01710_1	457909	457912	4	cdsI	11.00	9.00	7.00	1.00	3.00	1.00	0	0	0	2.00	2.00	3.00	9.00	4.00	5.00	5.00	4.00	3.00	
CNA01710_2	458657	458658	2	utr3E	34.00	35.00	22.00	35.00	9.00	12.00	5.00	3.00	6.00	25.00	25.00	40.00	55.00	55.00	48.00	30.00	23.00	35.00	
CNA01730_1	467541	467546	6	cdsE	47.00	16.00	15.00	52.00	23.00	25.00	3.00	1.00	1.00	9.00	10.00	11.00	34.00	30.00	22.00	19.00	18.00	15.00	
CNA01730_2	468919	468993	75	utr3E	305.00	171.00	135.00	277.00	159.00	116.00	167.00	110.00	129.00	73.00	72.00	76.00	94.00	105.00	71.00	86.00	40.00	52.00	
CNA01740_1	470563	470645	83	utr3E	554.00	313.00	259.00	239.00	143.00	118.00	88.00	42.00	77.00	284.00	236.00	335.00	343.00	342.00	262.00	349.00	311.00	288.00	
CNA01760_1	471761	471767	7	cdsE	9.00	8.00	10.00	8.00	5.00	4.00	0	0	0	10.00	6.00	8.00	21.00	31.00	16.00	14.00	9.00	16.00	
CNA01760_2	473677	473678	2	utr3E	65.00	39.00	32.00	26.00	20.00	16.00	10.00	7.00	6.00	17.00	14.00	21.00	35.00	32.00	30.00	27.00	13.00	17.00	
CNA01780_1	475075	475075	1	cdsE	0	0	0	0	0	0	0	0	0	5.00	3.00	3.00	0	0	0	0	0	0	
CNA01780_2	476312	476315	4	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	7.00	4.00	3.00	5.00	5.00	4.00	0	0	0	
CNA01780_3	476384	476392	9	utr3E	40.00	18.00	20.00	30.00	15.00	14.00	15.00	15.00	16.00	15.00	21.00	20.00	41.00	50.00	47.00	28.00	30.00	36.00	
CNA01780_4	476460	476461	2	utr3E	5.00	7.00	3.00	11.00	7.00	7.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNA01790_1	479160	479293	134	utr3E	512.00	313.00	241.00	228.00	108.00	89.00	102.00	47.00	83.00	134.00	137.00	184.00	190.00	222.00	213.00	79.00	39.00	51.00	
CNA01800_1	481245	481252	8	utr3E	0	0	0	10.00	5.00	5.00	0	0	0	1.00	1.00	2.00	4.00	7.00	3.00	4.00	3.00	4.00	
CNA01800_2	481299	481299	1	utr3E	2.00	1.00	1.00	2.00	1.00	3.00	6.00	6.00	5.00	0	0	0	2.00	3.00	1.00	0	0	0	
CNA01800_3	481381	481381	1	utr3E	0	0	0	4.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01800_4	481634	481634	1	utr3E	0	0	0	3.00	4.00	2.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNA01810_1	486481	486498	18	utr3E	0	0	0	17.00	16.00	6.00	1.00	6.00	1.00	2.00	4.00	6.00	8.00	10.00	12.00	3.00	5.00	6.00	
CNA01810_2	486498	486498	1	utr3E	0	0	0	0	0	0	1.00	6.00	1.00	2.00	4.00	6.00	0	0	0	3.00	5.00	6.00	
CNA01810_3	486589	486645	57	utr3E	14.00	6.00	5.00	27.00	26.00	14.00	0	0	0	7.00	4.00	4.00	24.00	17.00	31.00	13.00	12.00	13.00	
CNA01810_4	486698	486713	16	utr3E	0	0	0	11.00	7.00	6.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA01830_1	494744	494788	45	utr3E	855.00	396.00	301.00	689.00	412.00	402.00	118.00	61.00	116.00	347.00	321.00	458.00	353.00	393.00	264.00	437.00	266.00	262.00	
CNA01870_1	506293	506316	24	utr3E	231.00	158.00	85.00	151.00	76.00	61.00	26.00	12.00	35.00	106.00	97.00	135.00	165.00	181.00	160.00	110.00	82.00	102.00	
CNA01890_1	510354	510354	1	utr3E	12.00	8.00	6.00	0	0	0	3.00	3.00	2.00	11.00	6.00	4.00	3.00	11.00	5.00	5.00	8.00	5.00	
CNA01920_1	519449	519457	9	utr3E	149.00	125.00	59.00	38.00	27.00	26.00	20.00	16.00	15.00	82.00	42.00	83.00	76.00	72.00	79.00	75.00	65.00	56.00	
CNA01930_1	520237	520249	13	utr5E	0	0	0	0	0	0	3.00	3.00	4.00	0	0	0	0	0	0	0	0	0	
CNA01930_2	520490	520490	1	utr5E	1.00	1.00	2.00	0	0	0	6.00	2.00	4.00	0	0	0	0	0	0	0	0	0	
CNA01930_3	520577	520580	4	cdsE	11.00	10.00	2.00	5.00	1.00	2.00	21.00	8.00	20.00	7.00	4.00	6.00	4.00	8.00	6.00	3.00	1.00	3.00	
CNA01930_4	522713	522721	9	utr3E	6.00	4.00	3.00	12.00	13.00	4.00	4.00	1.00	7.00	19.00	3.00	11.00	9.00	16.00	16.00	8.00	15.00	5.00	
CNA01930_5	522864	522864	1	utr3E	11.00	5.00	5.00	16.00	11.00	7.00	2.00	3.00	7.00	2.00	5.00	2.00	11.00	8.00	8.00	7.00	1.00	2.00	
CNA01950_1	524732	524743	12	utr3E	2247.00	1027.00	853.00	778.00	593.00	425.00	645.00	388.00	529.00	172.00	144.00	246.00	173.00	163.00	145.00	180.00	133.00	113.00	
CNA01960_1	527032	527032	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	
CNA01960_2	527036	527038	3	utr3E	8.00	10.00	4.00	3.00	3.00	1.00	0	0	0	3.00	9.00	2.00	3.00	5.00	4.00	0	0	0	
CNA01960_3	527038	527038	1	utr3E	0	0	0	3.00	3.00	1.00	0	0	0	3.00	9.00	2.00	0	0	0	0	0	0	
CNA01960_4	527185	527207	23	utr3E	18.00	7.00	7.00	6.00	3.00	5.00	2.00	5.00	1.00	2.00	2.00	6.00	3.00	4.00	5.00	3.00	5.00	2.00	
CNA01980_1	527793	527798	6	utr5I	12.00	8.00	3.00	4.00	3.00	3.00	12.00	3.00	8.00	2.00	2.00	1.00	2.00	10.00	6.00	2.00	1.00	2.00	
CNA01980_2	527798	527798	1	utr5I	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	
CNA01980_3	527995	527995	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	4.00	2.00	1.00	0	0	0	
CNA01980_4	528248	528336	89	utr3E	20.00	3.00	4.00	10.00	5.00	7.00	31.00	19.00	25.00	9.00	5.00	4.00	5.00	12.00	5.00	2.00	1.00	1.00	
CNA02000_1	534681	534681	1	utr3E	1.00	3.00	1.00	0	0	0	0	0	0	3.00	1.00	2.00	5.00	10.00	4.00	0	0	0	
CNA02000_2	535120	535131	12	utr3E	52.00	51.00	27.00	14.00	17.00	6.00	6.00	5.00	6.00	37.00	38.00	57.00	24.00	56.00	45.00	52.00	28.00	38.00	
CNA02010_1	535271	535272	2	utr5E	0	0	0	1.00	2.00	2.00	16.00	4.00	3.00	0	0	0	0	0	0	0	0	0	
CNA02010_2	536039	536039	1	cdsE	7.00	2.00	3.00	7.00	11.00	3.00	3.00	3.00	2.00	3.00	4.00	6.00	16.00	13.00	8.00	22.00	13.00	15.00	
CNA02010_3	537388	537406	19	utr3E	58.00	20.00	14.00	41.00	19.00	27.00	2.00	3.00	4.00	17.00	11.00	7.00	27.00	21.00	12.00	88.00	64.00	57.00	
CNA02030_1	545822	545865	44	cdsE	24.00	18.00	11.00	22.00	18.00	7.00	0	0	0	21.00	24.00	28.00	29.00	29.00	29.00	15.00	20.00	12.00	
CNA02030_2	546326	546331	6	utr3E	34.00	32.00	20.00	27.00	22.00	10.00	2.00	3.00	1.00	10.00	3.00	11.00	10.00	13.00	12.00	1.00	2.00	2.00	
CNA02050_1	548981	548989	9	cdsE	0	0	0	0	0	0	6.00	4.00	5.00	0	0	0	0	0	0	0	0	0	
CNA02050_2	549880	549890	11	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.00	12.00	10.00	
CNA02050_3	549947	549952	6	utr3E	3.00	5.00	3.00	23.00	15.00	4.00	0	0	0	9.00	5.00	12.00	4.00	1.00	2.00	26.00	26.00	33.00	
CNA02060_1	554814	554866	53	utr3E	15.00	5.00	3.00	12.00	12.00	10.00	3.00	4.00	2.00	5.00	6.00	6.00	14.00	10.00	10.00	15.00	13.00	9.00	
CNA02090_1	557615	557649	35	utr3E	166.00	126.00	93.00	88.00	68.00	50.00	21.00	17.00	17.00	179.00	130.00	211.00	168.00	187.00	177.00	102.00	79.00	70.00	
CNA02115_1	559850	559850	1	utr5E	6.00	2.00	1.00	3.00	3.00	1.00	15.00	7.00	4.00	0	0	0	4.00	1.00	2.00	0	0	0	
CNA02115_2	561453	561453	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	3.00	3.00	5.00	0	0	0	
CNA02115_3	561836	561844	9	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	3.00	4.00	1.00	7.00	3.00	6.00	
CNA02115_4	562133	562133	1	cdsI	0	0	0	2.00	2.00	5.00	0	0	0	0	0	0	5.00	2.00	5.00	0	0	0	
CNA02125_1	563088	563191	104	cdsE	71.00	23.00	31.00	103.00	65.00	56.00	37.00	15.00	26.00	64.00	70.00	81.00	61.00	71.00	40.00	53.00	43.00	46.00	
CNA02130_1	565938	565948	11	utr3E	775.00	407.00	284.00	201.00	167.00	138.00	64.00	40.00	64.00	230.00	214.00	332.00	274.00	289.00	259.00	345.00	262.00	239.00	
CNA02150_1	568378	568378	1	cdsI	0	0	0	2.00	1.00	1.00	0	0	0	1.00	1.00	4.00	0	0	0	0	0	0	
CNA02150_2	569618	569640	23	utr3E	4.00	2.00	2.00	0	0	0	0	0	0	18.00	9.00	21.00	6.00	8.00	6.00	5.00	3.00	2.00	
CNA02180_1	572754	572762	9	utr5E	0	0	0	1.00	2.00	1.00	26.00	6.00	11.00	3.00	1.00	1.00	0	0	0	0	0	0	
CNA02205_1	578456	578459	4	utr3I	3.00	2.00	1.00	7.00	4.00	2.00	10.00	3.00	4.00	2.00	11.00	12.00	20.00	18.00	18.00	5.00	7.00	4.00	
CNA02205_2	578669	578669	1	utr3E	1.00	2.00	1.00	5.00	1.00	1.00	0	0	0	5.00	4.00	4.00	3.00	3.00	3.00	0	0	0	
CNA02205_3	579290	579329	40	utr3E	37.00	52.00	46.00	191.00	116.00	97.00	54.00	31.00	35.00	13.00	5.00	14.00	60.00	45.00	33.00	9.00	6.00	5.00	
CNA02210_1	582292	582361	70	utr3E	13.00	4.00	4.00	22.00	17.00	8.00	6.00	3.00	4.00	4.00	3.00	1.00	9.00	4.00	6.00	41.00	21.00	31.00	
CNA02210_2	582361	582361	1	utr3E	9.00	2.00	2.00	0	0	0	0	0	0	4.00	3.00	1.00	0	0	0	0	0	0	
CNA02230_1	583357	583357	1	utr5E	0	0	0	0	0	0	11.00	3.00	6.00	0	0	0	0	0	0	0	0	0	
CNA02230_2	584064	584087	24	utr3E	390.00	177.00	147.00	235.00	182.00	113.00	59.00	36.00	53.00	140.00	143.00	151.00	200.00	185.00	152.00	189.00	163.00	126.00	
CNA02240_1	585857	585912	56	utr3E	81.00	45.00	34.00	74.00	51.00	33.00	13.00	13.00	28.00	37.00	33.00	41.00	59.00	56.00	43.00	53.00	52.00	35.00	
CNA02260_1	590444	590461	18	utr3E	5.00	4.00	2.00	15.00	3.00	5.00	0	0	0	0	0	0	4.00	1.00	3.00	20.00	20.00	22.00	
CNA02260_2	590572	590576	5	utr3E	0	0	0	16.00	12.00	5.00	0	0	0	1.00	1.00	1.00	2.00	1.00	4.00	10.00	9.00	13.00	
CNA02270_1	593899	593927	29	utr3E	369.00	227.00	155.00	46.00	33.00	14.00	211.00	156.00	238.00	82.00	73.00	84.00	98.00	83.00	75.00	96.00	86.00	88.00	
CNA02290_1	598313	598396	84	utr3E	3558.00	2274.00	1537.00	1512.00	1020.00	727.00	413.00	232.00	255.00	677.00	609.00	694.00	856.00	757.00	612.00	1748.00	1147.00	1226.00	
CNA02310_1	604676	604714	39	utr3E	0	0	0	3.00	1.00	1.00	4.00	5.00	7.00	3.00	2.00	5.00	3.00	3.00	4.00	13.00	9.00	5.00	
CNA02310_2	604732	604795	64	utr3E	21.00	15.00	14.00	0	0	0	0	0	0	8.00	8.00	8.00	14.00	15.00	11.00	10.00	13.00	9.00	
CNA02310_3	604858	604861	4	utr3E	58.00	78.00	50.00	31.00	27.00	25.00	36.00	17.00	25.00	63.00	61.00	66.00	42.00	58.00	19.00	52.00	29.00	26.00	
CNA02330_1	607830	607830	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	1.00	1.00	1.00	0	0	0	
CNA02330_2	607910	607974	65	utr3E	30.00	16.00	16.00	18.00	5.00	17.00	2.00	3.00	3.00	5.00	2.00	7.00	2.00	7.00	9.00	8.00	15.00	13.00	
CNA02350_1	615008	615008	1	cdsE	0	0	0	3.00	2.00	1.00	0	0	0	2.00	1.00	5.00	1.00	6.00	6.00	0	0	0	
CNA02350_2	617219	617224	6	utr3E	29.00	10.00	13.00	64.00	36.00	34.00	0	0	0	6.00	4.00	14.00	18.00	23.00	13.00	4.00	3.00	7.00	
CNA02370_1	621093	621106	14	cdsE	7.00	5.00	5.00	13.00	6.00	4.00	0	0	0	59.00	78.00	93.00	43.00	47.00	36.00	7.00	4.00	2.00	
CNA02370_2	623297	623369	73	utr3E	46.00	19.00	15.00	148.00	56.00	49.00	7.00	7.00	9.00	96.00	103.00	138.00	48.00	44.00	33.00	18.00	12.00	15.00	
CNA02390_1	625678	625743	66	utr5E	197.00	105.00	84.00	231.00	199.00	112.00	117.00	64.00	86.00	88.00	71.00	132.00	146.00	131.00	126.00	58.00	21.00	39.00	
CNA02390_2	627783	627901	119	utr3E	108.00	61.00	26.00	42.00	19.00	15.00	5.00	1.00	6.00	17.00	34.00	37.00	56.00	82.00	58.00	33.00	30.00	34.00	
CNA02400_1	628128	628168	41	utr5E	23.00	9.00	8.00	31.00	14.00	10.00	66.00	38.00	47.00	10.00	25.00	17.00	8.00	12.00	7.00	6.00	1.00	4.00	
CNA02400_2	630240	630250	11	utr3E	9.00	16.00	12.00	5.00	5.00	2.00	0	0	0	6.00	6.00	7.00	10.00	14.00	11.00	2.00	4.00	2.00	
CNA02400_3	630383	630416	34	utr3E	251.00	154.00	100.00	142.00	102.00	63.00	31.00	13.00	18.00	105.00	107.00	132.00	56.00	53.00	31.00	82.00	41.00	59.00	
CNA02405_1	630690	630740	51	utr5E	0	0	0	0	0	0	0	0	0	21.00	14.00	29.00	5.00	7.00	8.00	0	0	0	
CNA02405_2	630855	630857	3	cdsE	0	0	0	0	0	0	0	0	0	10.00	15.00	21.00	7.00	5.00	3.00	0	0	0	
CNA02405_3	631266	631321	56	cdsE	14.00	5.00	4.00	4.00	11.00	6.00	8.00	7.00	8.00	12.00	8.00	13.00	24.00	23.00	21.00	22.00	11.00	12.00	
CNA02405_4	631770	631834	65	cdsE	4.00	3.00	1.00	3.00	9.00	7.00	2.00	1.00	2.00	31.00	46.00	64.00	24.00	16.00	12.00	23.00	9.00	10.00	
CNA02405_5	631969	631988	20	utr3E	40.00	12.00	5.00	19.00	18.00	12.00	6.00	3.00	5.00	53.00	42.00	62.00	24.00	34.00	24.00	22.00	15.00	17.00	
CNA02420_1	635925	635939	15	utr3E	264.00	170.00	133.00	147.00	90.00	71.00	82.00	50.00	65.00	174.00	129.00	156.00	246.00	265.00	232.00	121.00	80.00	78.00	
CNA02430_1	637619	637662	44	utr3E	2975.00	1896.00	1268.00	352.00	241.00	147.00	110.00	32.00	44.00	2838.00	2092.00	3324.00	3842.00	4685.00	3776.00	639.00	294.00	325.00	
CNA02450_1	639521	639566	46	utr3E	2820.00	1731.00	1163.00	856.00	523.00	394.00	490.00	320.00	438.00	95.00	102.00	132.00	140.00	156.00	133.00	315.00	194.00	237.00	
CNA02480_1	651653	651653	1	cdsE	0	0	0	0	0	0	1.00	1.00	4.00	0	0	0	2.00	1.00	2.00	0	0	0	
CNA02480_2	652001	652052	52	utr3E	159.00	100.00	63.00	116.00	96.00	82.00	11.00	9.00	10.00	50.00	45.00	54.00	66.00	66.00	51.00	114.00	70.00	67.00	
CNA02500_1	658648	658648	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNA02520_1	661920	662015	96	utr3E	625.00	375.00	301.00	1844.00	1118.00	606.00	47.00	28.00	31.00	205.00	189.00	235.00	321.00	350.00	265.00	248.00	132.00	133.00	
CNA02550_1	668880	668999	120	utr3E	1146.00	747.00	572.00	700.00	578.00	418.00	230.00	134.00	220.00	397.00	381.00	462.00	317.00	342.00	279.00	847.00	608.00	519.00	
CNA02560_1	670927	670927	1	cdsE	9.00	3.00	1.00	0	0	0	0	0	0	0	0	0	2.00	1.00	3.00	2.00	2.00	6.00	
CNA02560_2	672198	672198	1	utr3E	4.00	1.00	1.00	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	
CNA02560_3	672202	672202	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNA02580_1	675683	675683	1	utr5E	3.00	4.00	3.00	3.00	1.00	3.00	16.00	6.00	7.00	6.00	6.00	5.00	0	0	0	0	0	0	
CNA02580_2	677585	677623	39	utr3E	23.00	20.00	9.00	12.00	5.00	3.00	161.00	88.00	142.00	117.00	136.00	159.00	40.00	55.00	28.00	6.00	5.00	3.00	
CNA02590_1	678867	678926	60	utr3E	808.00	362.00	288.00	333.00	196.00	156.00	557.00	375.00	608.00	218.00	216.00	325.00	404.00	411.00	284.00	493.00	449.00	453.00	
CNA02610_1	680360	680360	1	utr5E	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNA02610_2	680435	680477	43	utr5E	2.00	1.00	4.00	2.00	1.00	1.00	5.00	2.00	15.00	0	0	0	1.00	2.00	1.00	0	0	0	
CNA02610_3	680908	680908	1	cdsI	0	0	0	0	0	0	0	0	0	3.00	9.00	2.00	5.00	1.00	3.00	0	0	0	
CNA02610_4	685334	685334	1	cdsE	0	0	0	0	0	0	0	0	0	4.00	1.00	5.00	1.00	3.00	5.00	7.00	2.00	4.00	
CNA02610_5	685397	685397	1	cdsE	8.00	2.00	1.00	7.00	5.00	2.00	0	0	0	2.00	3.00	3.00	1.00	4.00	1.00	3.00	3.00	10.00	
CNA02610_6	685493	685497	5	cdsE	1.00	3.00	2.00	4.00	1.00	4.00	0	0	0	3.00	6.00	4.00	8.00	10.00	7.00	3.00	5.00	5.00	
CNA02610_7	686795	686800	6	utr3E	18.00	11.00	7.00	52.00	38.00	30.00	2.00	2.00	1.00	18.00	17.00	27.00	32.00	35.00	15.00	11.00	16.00	15.00	
CNA02625_1	688887	688887	1	cdsI	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA02625_2	690036	690045	10	utr3E	11.00	3.00	6.00	18.00	10.00	15.00	0	0	0	7.00	1.00	5.00	10.00	11.00	3.00	10.00	4.00	6.00	
CNA02625_3	690097	690109	13	utr3E	19.00	12.00	11.00	20.00	10.00	13.00	1.00	1.00	1.00	23.00	18.00	10.00	39.00	19.00	24.00	20.00	23.00	9.00	
CNA02640_1	692975	692991	17	utr3E	42.00	25.00	18.00	12.00	13.00	6.00	38.00	28.00	37.00	28.00	17.00	38.00	24.00	25.00	23.00	7.00	9.00	16.00	
CNA02645_1	693469	693514	46	utr5E	8.00	6.00	5.00	7.00	3.00	8.00	44.00	21.00	18.00	6.00	6.00	9.00	0	0	0	7.00	4.00	3.00	
CNA02645_2	694061	694066	6	cdsE	5.00	1.00	3.00	10.00	7.00	6.00	1.00	1.00	1.00	1.00	5.00	1.00	5.00	1.00	1.00	0	0	0	
CNA02645_3	694490	694514	25	utr3E	1.00	1.00	1.00	11.00	11.00	12.00	0	0	0	0	0	0	3.00	4.00	4.00	0	0	0	
CNA02645_4	694574	694575	2	utr3E	2.00	1.00	2.00	8.00	5.00	7.00	0	0	0	0	0	0	6.00	4.00	6.00	0	0	0	
CNA02660_1	697156	697210	55	utr3E	762.00	353.00	275.00	159.00	122.00	99.00	353.00	201.00	361.00	208.00	221.00	225.00	239.00	280.00	227.00	268.00	218.00	213.00	
CNA02670_1	699144	699224	81	utr3E	1284.00	630.00	441.00	533.00	292.00	198.00	166.00	114.00	171.00	300.00	253.00	343.00	389.00	407.00	296.00	445.00	316.00	383.00	
CNA02680_1	701021	701029	9	utr3E	29.00	40.00	26.00	15.00	4.00	5.00	10.00	9.00	7.00	45.00	30.00	40.00	24.00	24.00	21.00	24.00	13.00	10.00	
CNA02700_1	704791	704803	13	utr3E	639.00	298.00	175.00	188.00	98.00	86.00	267.00	203.00	277.00	102.00	94.00	113.00	175.00	168.00	121.00	239.00	180.00	167.00	
CNA02700_2	704868	704907	40	utr3E	101.00	58.00	44.00	54.00	56.00	38.00	23.00	10.00	15.00	32.00	23.00	27.00	32.00	15.00	22.00	37.00	37.00	24.00	
CNA02720_1	706964	706965	2	utr5E	1.00	2.00	1.00	0	0	0	0	0	0	3.00	4.00	2.00	2.00	2.00	1.00	0	0	0	
CNA02720_2	709276	709293	18	utr3E	3.00	2.00	2.00	79.00	32.00	37.00	0	0	0	3.00	5.00	2.00	12.00	18.00	18.00	1.00	3.00	2.00	
CNA02720_3	709293	709293	1	utr3E	0	0	0	0	0	0	0	0	0	3.00	5.00	2.00	0	0	0	1.00	3.00	2.00	
CNA02750_1	719831	719861	31	utr3E	4620.00	2806.00	2001.00	1172.00	726.00	566.00	820.00	516.00	803.00	305.00	244.00	412.00	679.00	676.00	573.00	674.00	567.00	528.00	
CNA02760_1	720364	720364	1	cdsE	0	0	0	0	0	0	3.00	1.00	1.00	2.00	7.00	5.00	0	0	0	0	0	0	
CNA02760_2	721220	721237	18	utr3E	53.00	37.00	25.00	39.00	28.00	29.00	13.00	11.00	14.00	20.00	23.00	22.00	48.00	38.00	27.00	21.00	19.00	15.00	
CNA02780_1	724578	724590	13	utr3E	111.00	88.00	66.00	143.00	82.00	67.00	18.00	16.00	8.00	82.00	71.00	115.00	173.00	215.00	193.00	105.00	57.00	66.00	
CNA02790_1	724781	724781	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNA02790_2	726852	726900	49	utr3E	4.00	2.00	4.00	4.00	3.00	2.00	0	0	0	0	0	0	1.00	1.00	4.00	7.00	2.00	4.00	
CNA02800_1	727222	727298	77	utr5I	46.00	28.00	33.00	62.00	48.00	37.00	45.00	17.00	27.00	18.00	25.00	33.00	43.00	44.00	37.00	1.00	1.00	3.00	
CNA02800_2	727466	727474	9	cdsI	78.00	27.00	17.00	62.00	40.00	37.00	26.00	21.00	19.00	13.00	5.00	15.00	14.00	25.00	15.00	40.00	40.00	34.00	
CNA02800_3	729254	729266	13	utr3E	305.00	136.00	133.00	191.00	187.00	158.00	48.00	32.00	52.00	53.00	62.00	48.00	74.00	80.00	60.00	170.00	105.00	109.00	
CNA02820_1	731957	731975	19	cdsE	42.00	54.00	31.00	26.00	9.00	13.00	13.00	4.00	11.00	19.00	29.00	23.00	16.00	41.00	20.00	65.00	47.00	55.00	
CNA02820_2	733280	733280	1	cdsE	38.00	22.00	11.00	15.00	6.00	6.00	6.00	2.00	2.00	17.00	13.00	39.00	36.00	47.00	30.00	62.00	32.00	43.00	
CNA02820_3	733710	733723	14	utr3E	257.00	180.00	99.00	62.00	48.00	30.00	26.00	14.00	11.00	83.00	63.00	106.00	98.00	102.00	76.00	207.00	130.00	129.00	
CNA02820_4	735182	735186	5	utr3E	0	0	0	12.00	9.00	5.00	1.00	1.00	2.00	1.00	1.00	1.00	2.00	1.00	2.00	7.00	3.00	4.00	
CNA02840_1	738810	738835	26	cdsE	7.00	3.00	3.00	3.00	3.00	1.00	13.00	11.00	10.00	0	0	0	3.00	5.00	3.00	3.00	1.00	1.00	
CNA02840_2	738922	738923	2	cdsE	11.00	7.00	8.00	4.00	1.00	1.00	15.00	22.00	15.00	4.00	6.00	3.00	14.00	9.00	9.00	0	0	0	
CNA02840_3	738923	738923	1	cdsE	0	0	0	0	0	0	0	0	0	4.00	6.00	3.00	0	0	0	0	0	0	
CNA02840_4	739316	739316	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	2.00	3.00	1.00	2.00	6.00	0	0	0	
CNA02840_5	739978	739979	2	cdsE	2.00	3.00	2.00	1.00	2.00	1.00	0	0	0	0	0	0	3.00	3.00	2.00	8.00	4.00	6.00	
CNA02850_1	742272	742272	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	2.00	1.00	1.00	1.00	1.00	
CNA02850_2	743912	743912	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	
CNA02850_3	746177	746200	24	utr3E	14.00	4.00	6.00	27.00	23.00	10.00	0	0	0	15.00	14.00	17.00	18.00	8.00	7.00	6.00	2.00	4.00	
CNA02870_1	750162	750162	1	utr5E	8.00	1.00	1.00	8.00	3.00	1.00	32.00	15.00	20.00	14.00	14.00	11.00	9.00	14.00	10.00	0	0	0	
CNA02870_2	751310	751411	102	utr3E	319.00	174.00	112.00	288.00	188.00	112.00	20.00	15.00	13.00	322.00	303.00	485.00	308.00	401.00	300.00	117.00	71.00	82.00	
CNA02875_1	751824	751824	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	3.00	6.00	3.00	0	0	0	
