	merge_cluster																
CNAG_00184_2	504406	504435	30	cdsE	0	0	0	6.00	8.00	10.00	1.00	1.00	1.00	3.00	4.00	2.00	
CNAG_00185_1	504883	505050	168	utr5E	293.00	404.00	289.00	404.00	387.00	342.00	266.00	264.00	214.00	202.00	113.00	185.00	
CNAG_00187_1	506925	507134	210	utr5E	1204.00	1427.00	1346.00	1390.00	1293.00	1061.00	1129.00	943.00	980.00	877.00	544.00	610.00	
CNAG_00189_1	510530	510681	152	utr5E	133.00	171.00	143.00	188.00	144.00	164.00	236.00	238.00	204.00	106.00	64.00	89.00	
CNAG_00190_1	512193	512352	160	utr5E	437.00	396.00	251.00	353.00	294.00	274.00	370.00	345.00	356.00	381.00	209.00	255.00	
CNAG_00191_1	514683	514744	62	utr5E	18.00	18.00	20.00	8.00	5.00	7.00	41.00	43.00	22.00	9.00	13.00	9.00	
CNAG_00191_2	515457	515457	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_00192_1	517709	517719	11	utr5E	10.00	11.00	4.00	10.00	12.00	5.00	7.00	9.00	10.00	1.00	1.00	1.00	
CNAG_00192_2	517771	517786	16	utr5E	13.00	26.00	11.00	3.00	1.00	5.00	3.00	3.00	2.00	0	0	0	
CNAG_00192_3	518904	518904	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNAG_00192_4	519924	519927	4	cdsE	0	0	0	37.00	41.00	43.00	0	0	0	3.00	1.00	2.00	
CNAG_00192_5	520767	520767	1	cdsE	4.00	6.00	7.00	0	0	0	1.00	6.00	1.00	2.00	1.00	1.00	
CNAG_00194_1	528409	528459	51	utr5E	145.00	161.00	156.00	132.00	85.00	89.00	133.00	126.00	85.00	61.00	45.00	44.00	
CNAG_00229_1	605111	605158	48	utr5E	3.00	3.00	4.00	9.00	4.00	5.00	5.00	6.00	8.00	10.00	8.00	10.00	
CNAG_00229_2	607173	607250	78	utr5E	15.00	16.00	9.00	13.00	9.00	10.00	24.00	23.00	27.00	2.00	1.00	2.00	
CNAG_00229_3	607345	607345	1	utr5E	0	0	0	1.00	1.00	4.00	0	0	0	7.00	5.00	4.00	
CNAG_00229_4	607432	607490	59	utr5E	0	0	0	6.00	2.00	7.00	0	0	0	5.00	5.00	3.00	
CNAG_00229_5	607563	607563	1	utr5E	0	0	0	6.00	3.00	6.00	2.00	3.00	3.00	4.00	8.00	5.00	
CNAG_00229_6	607738	607738	1	utr5E	3.00	1.00	2.00	8.00	3.00	3.00	3.00	4.00	4.00	0	0	0	
CNAG_00229_7	607872	607912	41	utr5E	1.00	3.00	1.00	5.00	6.00	7.00	4.00	3.00	3.00	0	0	0	
CNAG_00229_8	608075	608077	3	cdsE	0	0	0	4.00	5.00	6.00	0	0	0	0	0	0	
CNAG_00231_1	610015	610050	36	utr5E	16.00	17.00	15.00	19.00	17.00	8.00	36.00	27.00	19.00	26.00	21.00	22.00	
CNAG_00231_2	610209	610263	55	cdsE	0	0	0	2.00	3.00	4.00	3.00	2.00	2.00	8.00	10.00	6.00	
CNAG_00231_3	611531	611533	3	cdsI	0	0	0	0	0	0	2.00	4.00	5.00	0	0	0	
CNAG_00233_1	612703	612796	94	utr5E	186.00	120.00	130.00	63.00	58.00	38.00	207.00	154.00	99.00	78.00	53.00	64.00	
CNAG_00234_1	613811	613866	56	utr5E	122.00	88.00	83.00	83.00	80.00	53.00	73.00	81.00	61.00	64.00	43.00	51.00	
CNAG_00236_1	618219	618235	17	utr5E	8.00	7.00	11.00	0	0	0	7.00	6.00	4.00	5.00	7.00	6.00	
CNAG_00236_2	619469	619469	1	cdsE	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_00236_3	619511	619631	121	cdsE	1.00	1.00	1.00	18.00	18.00	15.00	0	0	0	28.00	18.00	27.00	
CNAG_00237_1	620484	620572	89	utr5E	103.00	105.00	90.00	41.00	53.00	63.00	59.00	33.00	29.00	35.00	27.00	26.00	
CNAG_00237_2	622891	622930	40	cdsE	0	0	0	4.00	4.00	5.00	4.00	4.00	5.00	6.00	4.00	3.00	
CNAG_00237_3	623087	623151	65	cdsE	0	0	0	3.00	4.00	5.00	12.00	18.00	13.00	7.00	5.00	5.00	
CNAG_00238_1	623773	623954	182	utr5E	1266.00	915.00	720.00	663.00	570.00	524.00	466.00	365.00	259.00	215.00	154.00	205.00	
CNAG_00238_2	624026	624206	181	cdsE	351.00	261.00	201.00	142.00	128.00	125.00	39.00	36.00	31.00	67.00	46.00	46.00	
CNAG_00238_3	624256	624443	188	cdsE	951.00	906.00	669.00	483.00	392.00	438.00	222.00	168.00	127.00	298.00	161.00	183.00	
CNAG_00240_1	630744	630784	41	utr5E	240.00	159.00	97.00	60.00	53.00	47.00	134.00	87.00	76.00	50.00	31.00	23.00	
CNAG_00241_1	634675	634785	111	utr5E	579.00	743.00	887.00	520.00	615.00	473.00	862.00	684.00	813.00	578.00	294.00	366.00	
CNAG_00247_1	648987	649023	37	utr5E	17.00	26.00	27.00	2.00	2.00	1.00	11.00	10.00	11.00	25.00	29.00	26.00	
CNAG_00247_2	650215	650228	14	cdsE	0	0	0	0	0	0	0	0	0	13.00	4.00	7.00	
CNAG_00247_3	652259	652259	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_00247_4	652438	652489	52	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	23.00	21.00	22.00	
CNAG_00249_1	655126	655212	87	utr5E	28.00	26.00	20.00	3.00	9.00	8.00	23.00	14.00	15.00	2.00	2.00	2.00	
CNAG_00249_2	655548	655554	7	cdsE	26.00	27.00	15.00	18.00	9.00	13.00	24.00	26.00	12.00	20.00	15.00	12.00	
CNAG_00249_3	656314	656425	112	cdsE	13.00	17.00	11.00	45.00	44.00	42.00	50.00	48.00	59.00	31.00	16.00	26.00	
CNAG_00249_4	656756	656847	92	cdsE	0	0	0	29.00	24.00	29.00	2.00	1.00	2.00	0	0	0	
CNAG_00250_1	657647	657714	68	utr5E	130.00	130.00	98.00	42.00	33.00	41.00	34.00	25.00	24.00	5.00	1.00	5.00	
CNAG_00250_2	657755	657799	45	utr5E	0	0	0	11.00	13.00	14.00	0	0	0	0	0	0	
CNAG_00250_3	657923	658001	79	utr5E	13.00	38.00	33.00	10.00	26.00	10.00	5.00	10.00	6.00	0	0	0	
CNAG_00250_4	658093	658095	3	cdsE	0	0	0	22.00	32.00	32.00	0	0	0	0	0	0	
CNAG_00251_1	660050	660098	49	utr5E	14.00	9.00	13.00	16.00	7.00	7.00	13.00	5.00	6.00	13.00	5.00	7.00	
CNAG_00251_2	661131	661144	14	cdsE	3.00	7.00	4.00	15.00	15.00	9.00	22.00	19.00	13.00	134.00	43.00	52.00	
CNAG_00253_1	662192	662286	95	utr5E	502.00	755.00	503.00	194.00	141.00	148.00	294.00	264.00	249.00	189.00	109.00	143.00	
CNAG_00254_1	665522	665650	129	utr5E	3230.00	3171.00	2256.00	2185.00	2299.00	1325.00	503.00	368.00	418.00	831.00	412.00	556.00	
CNAG_00256_1	668197	668298	102	utr5E	1143.00	1386.00	995.00	1522.00	1155.00	1080.00	348.00	290.00	301.00	290.00	122.00	170.00	
CNAG_00259_1	680586	680638	53	utr5E	117.00	136.00	121.00	82.00	59.00	56.00	86.00	64.00	49.00	48.00	42.00	47.00	
CNAG_00259_2	681477	681551	75	cdsE	0	0	0	24.00	19.00	10.00	0	0	0	69.00	36.00	48.00	
CNAG_00261_1	686761	687060	300	utr5E	2348.00	1940.00	1338.00	1655.00	1587.00	1295.00	8493.00	6948.00	5417.00	4355.00	2630.00	3590.00	
CNAG_00265_1	693920	693999	80	utr5E	161.00	229.00	196.00	79.00	79.00	81.00	66.00	50.00	43.00	65.00	35.00	61.00	
CNAG_00267_1	696377	696402	26	utr5E	6.00	5.00	6.00	4.00	1.00	1.00	6.00	7.00	6.00	5.00	8.00	4.00	
CNAG_00267_2	697527	697527	1	cdsE	0	0	0	6.00	5.00	7.00	0	0	0	13.00	7.00	3.00	
CNAG_00267_3	697669	697669	1	cdsE	3.00	7.00	4.00	5.00	5.00	3.00	4.00	4.00	2.00	2.00	3.00	3.00	
CNAG_00269_1	701830	701851	22	utr5E	19.00	12.00	6.00	6.00	6.00	3.00	15.00	21.00	9.00	4.00	3.00	7.00	
CNAG_00270_1	704160	704205	46	utr5E	160.00	293.00	256.00	255.00	209.00	265.00	86.00	99.00	89.00	284.00	180.00	247.00	
CNAG_00272_1	706468	706522	55	utr5E	44.00	70.00	71.00	17.00	22.00	22.00	67.00	56.00	52.00	18.00	20.00	18.00	
CNAG_00272_2	707850	707875	26	cdsE	0	0	0	8.00	8.00	16.00	0	0	0	0	0	0	
CNAG_00272_3	711376	711424	49	cdsE	0	0	0	1.00	1.00	2.00	4.00	15.00	3.00	19.00	12.00	8.00	
CNAG_00274_1	713775	713820	46	utr5E	160.00	141.00	85.00	45.00	59.00	56.00	134.00	103.00	93.00	53.00	42.00	33.00	
CNAG_00276_1	717721	717788	68	utr5E	46.00	62.00	57.00	48.00	42.00	63.00	190.00	180.00	176.00	67.00	47.00	43.00	
CNAG_00277_1	719464	719571	108	utr5E	55.00	58.00	41.00	72.00	67.00	66.00	169.00	130.00	103.00	206.00	121.00	170.00	
CNAG_00277_2	719899	719964	66	cdsE	10.00	12.00	10.00	0	0	0	2.00	1.00	3.00	0	0	0	
CNAG_00277_3	720092	720179	88	cdsE	31.00	36.00	40.00	19.00	20.00	15.00	59.00	58.00	63.00	38.00	24.00	16.00	
CNAG_00279_1	722103	722185	83	utr5E	386.00	418.00	356.00	238.00	186.00	212.00	149.00	136.00	132.00	229.00	159.00	204.00	
CNAG_00279_2	722366	722422	57	cdsE	48.00	71.00	62.00	9.00	7.00	5.00	5.00	5.00	3.00	0	0	0	
CNAG_00280_1	723858	724007	150	utr5E	90.00	115.00	88.00	125.00	85.00	99.00	82.00	68.00	62.00	36.00	27.00	38.00	
CNAG_00280_2	724658	724744	87	cdsE	1.00	2.00	1.00	3.00	2.00	3.00	0	0	0	33.00	23.00	26.00	
CNAG_00280_3	724812	724869	58	cdsE	1.00	3.00	1.00	5.00	5.00	6.00	1.00	1.00	1.00	19.00	22.00	15.00	
CNAG_00284_1	732793	732829	37	utr5E	0	0	0	5.00	5.00	4.00	40.00	17.00	33.00	26.00	32.00	26.00	
CNAG_00287_1	744068	744221	154	utr5E	76.00	90.00	71.00	106.00	82.00	76.00	25.00	15.00	12.00	36.00	29.00	45.00	
CNAG_00287_2	744612	744640	29	cdsE	7.00	18.00	11.00	3.00	6.00	7.00	0	0	0	0	0	0	
CNAG_00288_1	745872	745996	125	utr5E	137.00	111.00	113.00	111.00	86.00	53.00	140.00	143.00	80.00	188.00	123.00	160.00	
CNAG_00290_1	748338	748443	106	utr5E	71.00	66.00	52.00	47.00	47.00	53.00	42.00	27.00	28.00	12.00	5.00	11.00	
CNAG_00290_2	748792	748817	26	cdsE	1.00	1.00	1.00	14.00	18.00	14.00	0	0	0	3.00	4.00	2.00	
CNAG_00291_1	750577	750687	111	utr5E	144.00	147.00	118.00	51.00	66.00	32.00	116.00	101.00	98.00	83.00	63.00	66.00	
CNAG_00291_2	751304	751308	5	cdsE	0	0	0	10.00	7.00	15.00	0	0	0	0	0	0	
CNAG_00292_1	752703	752827	125	utr5E	22.00	23.00	32.00	7.00	12.00	9.00	10.00	13.00	10.00	19.00	16.00	23.00	
CNAG_00292_2	754553	754553	1	cdsE	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	
CNAG_00292_3	754708	754708	1	cdsE	0	0	0	5.00	2.00	4.00	0	0	0	0	0	0	
CNAG_00292_4	754715	754715	1	cdsE	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_00294_1	757233	757603	371	utr5E	2058.00	1596.00	1104.00	1228.00	1165.00	826.00	875.00	601.00	520.00	823.00	350.00	588.00	
CNAG_00299_1	767403	767471	69	utr5E	105.00	146.00	116.00	46.00	72.00	48.00	65.00	46.00	47.00	34.00	15.00	24.00	
CNAG_00299_2	768984	768991	8	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	5.00	4.00	6.00	
CNAG_00299_3	770244	770324	81	cdsE	0	0	0	6.00	7.00	6.00	1.00	1.00	1.00	10.00	8.00	4.00	
CNAG_00301_1	775952	776042	91	utr5E	238.00	201.00	115.00	562.00	447.00	466.00	345.00	297.00	300.00	250.00	201.00	220.00	
CNAG_00301_2	776870	777075	206	cdsE	39.00	55.00	58.00	31.00	20.00	27.00	54.00	74.00	72.00	20.00	17.00	35.00	
CNAG_00302_1	777543	777626	84	utr5E	13.00	5.00	8.00	25.00	22.00	23.00	64.00	80.00	44.00	63.00	38.00	52.00	
CNAG_00302_2	777752	777760	9	utr5E	5.00	3.00	6.00	3.00	3.00	3.00	8.00	4.00	7.00	4.00	3.00	5.00	
CNAG_00302_3	778195	778512	318	cdsE	14.00	15.00	17.00	16.00	17.00	18.00	56.00	57.00	41.00	18.00	18.00	5.00	
CNAG_00305_1	783411	783492	82	utr5E	251.00	307.00	251.00	462.00	320.00	366.00	59.00	62.00	44.00	74.00	51.00	56.00	
CNAG_00305_2	783753	783764	12	cdsE	53.00	54.00	54.00	37.00	57.00	38.00	5.00	3.00	1.00	5.00	1.00	1.00	
CNAG_00305_3	783987	784408	422	cdsE	154.00	204.00	186.00	214.00	172.00	189.00	14.00	15.00	21.00	4.00	6.00	2.00	
CNAG_00305_4	784670	784683	14	cdsE	0	0	0	7.00	5.00	11.00	2.00	2.00	1.00	7.00	9.00	7.00	
CNAG_00306_1	787776	787941	166	utr5E	810.00	874.00	592.00	900.00	595.00	663.00	316.00	305.00	257.00	241.00	185.00	195.00	
CNAG_00309_1	793044	793094	51	utr5E	97.00	89.00	56.00	33.00	53.00	40.00	74.00	71.00	66.00	51.00	28.00	34.00	
CNAG_00309_2	796043	796056	14	cdsE	0	0	0	4.00	6.00	5.00	0	0	0	0	0	0	
CNAG_00309_3	796083	796093	11	cdsE	0	0	0	0	0	0	0	0	0	6.00	6.00	6.00	
CNAG_00310_1	797204	797249	46	utr5E	23.00	32.00	30.00	8.00	11.00	14.00	20.00	15.00	19.00	13.00	7.00	6.00	
CNAG_00310_2	797323	797323	1	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	1.00	2.00	1.00	
CNAG_00310_3	797441	797486	46	cdsE	4.00	5.00	3.00	0	0	0	4.00	5.00	2.00	0	0	0	
CNAG_00310_4	797691	797691	1	cdsI	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	
CNAG_00310_5	798032	798032	1	cdsE	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	
CNAG_00312_1	801600	801657	58	utr5E	73.00	103.00	91.00	58.00	45.00	53.00	67.00	46.00	53.00	27.00	11.00	31.00	
CNAG_00312_2	802414	802458	45	cdsE	0	0	0	11.00	20.00	18.00	0	0	0	3.00	7.00	1.00	
CNAG_00313_1	803378	803406	29	cdsE	14.00	12.00	13.00	12.00	5.00	6.00	15.00	12.00	9.00	7.00	3.00	5.00	
CNAG_00313_2	804977	804997	21	cdsE	0	0	0	3.00	3.00	3.00	0	0	0	0	0	0	
CNAG_00313_3	804999	805076	78	cdsE	4.00	6.00	7.00	0	0	0	1.00	1.00	1.00	9.00	6.00	9.00	
CNAG_00313_4	805079	805166	88	cdsE	0	0	0	5.00	3.00	4.00	1.00	3.00	1.00	2.00	2.00	2.00	
CNAG_00315_1	809386	809644	259	utr5E	8100.00	7995.00	3678.00	7589.00	5923.00	5645.00	5633.00	4731.00	4822.00	3101.00	1661.00	2477.00	
CNAG_00318_1	816145	816315	171	utr5E	420.00	588.00	474.00	444.00	321.00	295.00	294.00	323.00	329.00	449.00	231.00	321.00	
CNAG_00320_1	818387	818448	62	utr5E	135.00	153.00	151.00	12.00	18.00	10.00	74.00	66.00	76.00	37.00	17.00	22.00	
CNAG_00320_2	820160	820160	1	cdsE	0	0	0	3.00	3.00	3.00	2.00	3.00	1.00	3.00	6.00	1.00	
CNAG_00320_3	820802	820927	126	cdsE	0	0	0	4.00	4.00	5.00	21.00	12.00	11.00	6.00	6.00	10.00	
CNAG_00321_1	821444	821485	42	utr5E	0	0	0	3.00	3.00	3.00	8.00	15.00	11.00	11.00	11.00	13.00	
CNAG_00326_1	833554	833648	95	utr5E	197.00	195.00	147.00	122.00	116.00	69.00	116.00	114.00	101.00	99.00	76.00	73.00	
CNAG_00326_2	834930	834962	33	cdsE	0	0	0	6.00	7.00	5.00	3.00	4.00	3.00	23.00	15.00	12.00	
CNAG_00326_3	835078	835088	11	cdsE	0	0	0	3.00	1.00	2.00	0	0	0	15.00	25.00	11.00	
CNAG_00326_4	835492	835643	152	cdsE	111.00	157.00	143.00	75.00	64.00	61.00	60.00	60.00	71.00	48.00	36.00	32.00	
CNAG_00328_1	837683	837775	93	utr5E	85.00	98.00	72.00	75.00	70.00	58.00	22.00	32.00	16.00	100.00	80.00	94.00	
CNAG_00328_2	840698	840745	48	cdsE	12.00	15.00	21.00	2.00	2.00	4.00	2.00	1.00	2.00	0	0	0	
CNAG_00328_3	841629	841634	6	cdsE	0	0	0	1.00	1.00	3.00	6.00	2.00	3.00	5.00	2.00	3.00	
CNAG_00330_1	843181	843189	9	utr5E	6.00	6.00	5.00	6.00	2.00	3.00	8.00	12.00	10.00	3.00	3.00	4.00	
CNAG_00330_2	844184	844188	5	cdsE	6.00	4.00	5.00	0	0	0	0	0	0	0	0	0	
CNAG_00330_3	844419	844419	1	cdsE	0	0	0	5.00	3.00	8.00	0	0	0	3.00	7.00	2.00	
CNAG_00330_4	844918	845007	90	cdsE	3.00	2.00	2.00	1.00	1.00	1.00	3.00	7.00	5.00	17.00	16.00	9.00	
CNAG_00330_5	845108	845252	145	cdsE	2.00	3.00	2.00	10.00	6.00	5.00	22.00	28.00	25.00	83.00	48.00	54.00	
CNAG_00333_1	855287	855356	70	utr5E	93.00	80.00	99.00	84.00	81.00	76.00	83.00	90.00	84.00	58.00	46.00	50.00	
CNAG_00333_2	855974	856149	176	cdsE	1.00	1.00	1.00	7.00	9.00	13.00	3.00	5.00	3.00	22.00	13.00	22.00	
CNAG_00334_1	857349	857419	71	utr5E	1666.00	1308.00	889.00	925.00	684.00	630.00	323.00	286.00	197.00	290.00	137.00	246.00	
CNAG_00334_2	857476	857532	57	utr5E	298.00	267.00	154.00	160.00	108.00	162.00	36.00	38.00	31.00	18.00	22.00	15.00	
CNAG_00334_3	857774	857831	58	cdsE	109.00	97.00	83.00	119.00	108.00	138.00	11.00	4.00	5.00	8.00	8.00	7.00	
CNAG_00337_1	864916	865044	129	utr5E	72.00	105.00	134.00	125.00	146.00	112.00	44.00	56.00	46.00	92.00	71.00	86.00	
CNAG_00337_2	865283	865690	408	utr5E	727.00	532.00	313.00	215.00	235.00	161.00	189.00	167.00	92.00	68.00	39.00	52.00	
CNAG_00344_1	880247	880308	62	utr5E	40.00	49.00	30.00	7.00	10.00	5.00	38.00	22.00	30.00	21.00	19.00	20.00	
CNAG_00344_2	881846	881866	21	cdsE	0	0	0	10.00	4.00	10.00	0	0	0	4.00	2.00	4.00	
CNAG_00344_3	882911	882935	25	cdsE	0	0	0	0	0	0	0	0	0	4.00	4.00	4.00	
CNAG_00346_1	885316	885392	77	utr5E	653.00	867.00	775.00	428.00	419.00	334.00	629.00	448.00	497.00	327.00	197.00	206.00	
CNAG_00348_1	893106	893282	177	cdsE	132.00	213.00	167.00	208.00	127.00	139.00	291.00	247.00	249.00	256.00	179.00	175.00	
CNAG_00349_1	893766	893802	37	utr5E	1.00	1.00	1.00	1.00	1.00	1.00	7.00	9.00	3.00	0	0	0	
CNAG_00349_2	895114	895114	1	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_00351_1	897637	897769	133	utr5E	302.00	402.00	343.00	281.00	332.00	199.00	258.00	181.00	176.00	293.00	138.00	188.00	
CNAG_00352_1	898753	898815	63	utr5E	19.00	24.00	34.00	19.00	13.00	10.00	18.00	18.00	16.00	39.00	29.00	26.00	
CNAG_00352_2	899185	899215	31	cdsE	3.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_00352_3	900036	900103	68	cdsE	0	0	0	0	0	0	0	0	0	9.00	7.00	9.00	
CNAG_00355_1	904511	904560	50	utr5E	2029.00	1228.00	972.00	1247.00	1584.00	717.00	1052.00	629.00	394.00	2643.00	1272.00	1907.00	
CNAG_00356_1	905776	905835	60	utr5E	171.00	191.00	131.00	96.00	59.00	66.00	91.00	61.00	45.00	58.00	35.00	44.00	
CNAG_00356_2	906256	906309	54	cdsE	25.00	53.00	37.00	7.00	3.00	4.00	4.00	5.00	3.00	2.00	1.00	1.00	
CNAG_00356_3	907387	907388	2	cdsE	0	0	0	10.00	7.00	14.00	0	0	0	0	0	0	
CNAG_00357_1	907968	908031	64	utr5E	95.00	119.00	100.00	132.00	89.00	77.00	73.00	77.00	63.00	58.00	37.00	37.00	
CNAG_00363_1	922599	922607	9	utr5E	23.00	23.00	25.00	53.00	42.00	62.00	11.00	16.00	13.00	20.00	6.00	17.00	
CNAG_00363_2	922815	922949	135	utr5E	145.00	185.00	112.00	74.00	41.00	66.00	76.00	72.00	66.00	29.00	32.00	30.00	
CNAG_00363_3	923080	923158	79	utr5E	52.00	45.00	29.00	28.00	25.00	19.00	87.00	71.00	64.00	71.00	49.00	73.00	
CNAG_00363_4	926377	926470	94	cdsE	57.00	75.00	53.00	20.00	17.00	24.00	21.00	15.00	19.00	20.00	17.00	16.00	
CNAG_00363_5	927950	928042	93	cdsE	45.00	51.00	35.00	41.00	33.00	20.00	32.00	26.00	23.00	31.00	22.00	15.00	
CNAG_00365_1	930440	930487	48	utr5E	103.00	138.00	127.00	56.00	32.00	44.00	59.00	49.00	39.00	21.00	9.00	22.00	
CNAG_00365_2	931438	931438	1	cdsE	4.00	2.00	2.00	0	0	0	0	0	0	3.00	1.00	5.00	
CNAG_00366_1	933491	933491	1	cdsE	2.00	2.00	1.00	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_00366_2	933595	933595	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_00366_3	933598	933598	1	cdsE	0	0	0	2.00	1.00	3.00	0	0	0	0	0	0	
CNAG_00366_4	933709	933709	1	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_00368_1	936340	936447	108	utr5E	540.00	518.00	304.00	472.00	389.00	327.00	301.00	293.00	218.00	253.00	170.00	223.00	
CNAG_00371_1	943391	943511	121	utr5E	26.00	18.00	21.00	24.00	22.00	24.00	33.00	23.00	31.00	24.00	13.00	13.00	
CNAG_00373_1	947347	947416	70	utr5E	154.00	110.00	73.00	52.00	78.00	60.00	130.00	107.00	85.00	123.00	59.00	93.00	
CNAG_00373_2	947582	947582	1	utr5E	25.00	43.00	16.00	13.00	24.00	23.00	16.00	21.00	15.00	16.00	21.00	15.00	
CNAG_00374_1	951023	951286	264	utr5E	73.00	66.00	63.00	320.00	215.00	196.00	108.00	97.00	79.00	150.00	109.00	139.00	
CNAG_00376_1	958435	958472	38	cdsE	24.00	36.00	32.00	19.00	8.00	17.00	46.00	38.00	41.00	28.00	27.00	29.00	
CNAG_00378_1	967722	967773	52	utr5E	5.00	5.00	9.00	9.00	10.00	5.00	18.00	18.00	12.00	21.00	13.00	12.00	
CNAG_00378_2	969382	969396	15	cdsE	0	0	0	0	0	0	0	0	0	4.00	3.00	5.00	
CNAG_00378_3	969421	969421	1	cdsE	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_00378_4	969484	969530	47	cdsE	8.00	6.00	9.00	7.00	6.00	4.00	14.00	13.00	13.00	7.00	6.00	8.00	
CNAG_00383_1	1006696	1006774	79	utr5E	147.00	154.00	118.00	64.00	75.00	70.00	86.00	79.00	72.00	40.00	16.00	36.00	
CNAG_00383_2	1011148	1011199	52	cdsE	26.00	24.00	23.00	16.00	14.00	20.00	5.00	4.00	3.00	0	0	0	
CNAG_00385_1	1014027	1014088	62	utr5E	600.00	543.00	443.00	589.00	518.00	465.00	403.00	317.00	214.00	950.00	327.00	654.00	
CNAG_00385_2	1014384	1014471	88	cdsE	69.00	93.00	93.00	51.00	32.00	31.00	27.00	24.00	22.00	13.00	11.00	14.00	
CNAG_00386_1	1015355	1015392	38	utr5E	323.00	294.00	243.00	246.00	292.00	249.00	45.00	48.00	36.00	39.00	24.00	19.00	
CNAG_00387_1	1019378	1019395	18	utr5E	37.00	40.00	43.00	27.00	26.00	24.00	41.00	29.00	29.00	34.00	29.00	38.00	
CNAG_00387_2	1019952	1019967	16	cdsE	5.00	4.00	6.00	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_00389_1	1025051	1025073	23	utr5E	50.00	87.00	68.00	73.00	65.00	61.00	74.00	61.00	63.00	66.00	52.00	59.00	
CNAG_00390_1	1027911	1027983	73	utr5E	161.00	152.00	119.00	128.00	131.00	103.00	112.00	87.00	93.00	44.00	33.00	62.00	
CNAG_00390_2	1029639	1029670	32	cdsE	0	0	0	0	0	0	0	0	0	10.00	7.00	5.00	
CNAG_00392_1	1031735	1031778	44	utr5E	93.00	128.00	118.00	24.00	25.00	23.00	66.00	46.00	56.00	24.00	11.00	15.00	
CNAG_00394_1	1037195	1037287	93	utr5E	60.00	67.00	72.00	77.00	80.00	51.00	48.00	74.00	52.00	81.00	64.00	74.00	
CNAG_00394_2	1037735	1037817	83	cdsE	0	0	0	12.00	8.00	8.00	0	0	0	10.00	8.00	13.00	
CNAG_00397_1	1043012	1043127	116	utr5E	21.00	21.00	16.00	7.00	13.00	7.00	28.00	19.00	14.00	12.00	12.00	12.00	
CNAG_00397_2	1043272	1043272	1	cdsE	0	0	0	2.00	1.00	3.00	7.00	5.00	5.00	4.00	2.00	1.00	
CNAG_00397_3	1043360	1043360	1	cdsE	0	0	0	1.00	2.00	3.00	2.00	1.00	1.00	1.00	2.00	1.00	
CNAG_00400_1	1050122	1050488	367	utr5E	1856.00	2280.00	1710.00	1397.00	1181.00	1088.00	913.00	895.00	806.00	776.00	408.00	581.00	
CNAG_00403_1	1059070	1059111	42	utr5E	97.00	96.00	56.00	47.00	37.00	25.00	37.00	31.00	28.00	42.00	24.00	31.00	
CNAG_00403_2	1060285	1060329	45	cdsE	15.00	41.00	37.00	16.00	20.00	19.00	17.00	21.00	15.00	8.00	15.00	4.00	
CNAG_00403_3	1060329	1060329	1	cdsE	15.00	41.00	37.00	0	0	0	17.00	21.00	15.00	8.00	15.00	4.00	
CNAG_00403_4	1060465	1060506	42	cdsE	0	0	0	3.00	1.00	1.00	1.00	1.00	1.00	9.00	11.00	13.00	
CNAG_00405_1	1064013	1064042	30	utr5E	70.00	105.00	83.00	64.00	64.00	52.00	81.00	75.00	67.00	41.00	44.00	52.00	
CNAG_00405_2	1065493	1065496	4	cdsE	55.00	155.00	126.00	58.00	108.00	72.00	97.00	80.00	109.00	62.00	101.00	21.00	
CNAG_00409_1	1076505	1076724	220	utr5E	4152.00	3878.00	2618.00	5067.00	5434.00	2901.00	3034.00	2025.00	1909.00	5794.00	1931.00	3434.00	
CNAG_00411_1	1081309	1081351	43	utr5E	114.00	185.00	174.00	84.00	79.00	66.00	96.00	82.00	88.00	142.00	77.00	103.00	
CNAG_00414_1	1087628	1087743	116	utr5E	43.00	50.00	40.00	29.00	28.00	19.00	30.00	20.00	19.00	58.00	31.00	33.00	
CNAG_00415_1	1089393	1089457	65	utr5E	408.00	617.00	595.00	183.00	237.00	182.00	225.00	184.00	215.00	98.00	51.00	77.00	
CNAG_00420_1	1101367	1101477	111	utr5E	425.00	376.00	298.00	246.00	216.00	190.00	318.00	221.00	226.00	219.00	68.00	106.00	
