name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	WT_Fluco30_a	WT_Fluco30_b	WT_Fluco30_c	WT_Gal30_a	WT_Gal30_b	WT_Gal30_c	WT_SDS30_a	WT_SDS30_b	WT_SDS30_c	WT_RPMI30_a	WT_RPMI30_b	WT_RPMI30_c	WT_RPMImacro30_a	WT_RPMImacro30_b	WT_RPMImacro30_c
CNAG_00179_3	490227	490232	6	+	utr3E	4	10	6	10	6	14	28	24	32	12	5	4	1	6	8	11	31	10	5	7	17	0	0	0	26	27	19
CNAG_00180_1	490869	490869	1	+	cdsE	7	9	8	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00180_2	491667	491680	14	+	utr3E	61	76	35	32	9	14	8	15	5	25	19	24	11	12	12	3	4	2	12	10	24	3	8	4	12	13	12
CNAG_00182_1	495063	495131	69	+	utr3E	46	61	43	9	7	5	6	7	7	11	22	16	12	12	7	2	3	3	7	9	23	0	0	0	5	6	2
CNAG_00184_1	503231	503232	2	+	cdsE	17	15	24	19	3	17	6	1	3	25	19	21	1	7	11	2	5	3	0	0	0	8	2	6	11	13	4
CNAG_00184_2	503232	503232	1	+	cdsE	17	15	24	19	3	17	6	1	3	0	0	0	1	7	11	2	5	3	0	0	0	8	2	6	11	13	4
CNAG_00184_3	504596	504663	68	+	utr3E	86	138	97	34	16	23	30	39	23	55	68	38	26	26	21	12	30	15	33	11	68	20	16	21	29	61	28
CNAG_00185_1	505325	505338	14	+	cdsI	3	4	5	0	0	0	1	1	1	1	1	1	3	2	4	0	0	0	3	1	1	0	0	0	12	21	17
CNAG_00185_2	506317	506318	2	+	utr3E	184	257	127	112	17	51	32	54	37	194	213	180	41	49	75	19	39	15	30	29	99	24	23	24	42	71	47
CNAG_00187_1	507502	507502	1	+	cdsE	8	11	9	0	0	0	0	0	0	1	5	5	3	1	1	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_00187_2	509415	509424	10	+	utr3E	57	87	73	49	17	48	20	21	14	52	53	32	16	18	30	20	18	16	19	14	51	8	13	17	15	28	24
CNAG_00189_1	512053	512061	9	+	utr3E	22	26	20	19	4	12	9	8	7	15	19	16	7	4	10	3	6	6	10	6	15	0	0	0	1	4	2
CNAG_00190_1	514269	514364	96	+	utr3E	24	27	20	5	3	5	9	17	5	9	9	14	6	15	13	7	11	3	6	7	18	59	37	66	18	16	10
CNAG_00190_2	514453	514456	4	+	utr3E	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	10	4	17	4	8	2
CNAG_00191_1	516469	516505	37	+	utr3E	23	43	45	38	7	21	9	13	3	59	68	50	8	8	8	4	8	1	8	3	12	0	0	0	49	113	104
CNAG_00191_2	516824	516832	9	+	utr3E	0	0	0	5	2	3	0	0	0	1	1	3	1	2	2	0	0	0	1	1	4	0	0	0	22	34	47
CNAG_00192_1	518969	518969	1	+	cdsE	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4
CNAG_00192_2	521445	521455	11	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3
CNAG_00192_3	521540	521542	3	+	utr3E	6	16	9	0	0	0	0	0	0	4	3	6	0	0	0	1	2	1	0	0	0	0	0	0	6	6	3
CNAG_00194_1	529496	529516	21	+	utr3E	397	535	483	196	50	126	34	33	43	195	205	170	58	79	103	24	38	13	98	84	172	92	62	97	86	130	80
CNAG_00229_1	607633	607667	35	+	utr5E	165	256	139	92	31	53	42	53	53	122	130	150	49	64	76	37	55	27	35	36	96	32	24	32	67	74	60
CNAG_00229_2	608813	608816	4	+	utr3E	3	11	4	8	8	6	1	2	1	3	2	5	6	4	5	3	11	4	1	1	2	0	0	0	5	7	8
CNAG_00231_1	610411	610417	7	+	cdsE	7	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
CNAG_00231_2	611821	611824	4	+	utr3E	8	12	10	1	2	1	2	1	1	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
CNAG_00233_1	613515	613525	11	+	utr3E	185	302	212	56	24	32	25	20	17	43	49	39	23	36	40	19	27	11	26	21	65	3	1	3	13	24	12
CNAG_00234_1	615267	615314	48	+	utr3E	63	97	62	51	13	34	11	15	6	29	31	41	21	23	23	14	9	11	16	26	49	0	0	0	13	38	14
CNAG_00236_1	619852	619866	15	+	cdsE	4	4	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00236_2	619870	619870	1	+	utr3E	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00236_3	619970	619970	1	+	utr3E	18	26	14	6	2	2	0	0	0	3	7	2	4	2	5	0	0	0	2	1	7	1	1	3	1	6	2
CNAG_00237_1	623239	623274	36	+	utr3E	145	178	129	218	48	154	37	57	46	39	36	25	95	109	161	43	81	34	101	72	229	16	10	13	40	54	18
CNAG_00238_1	627522	627522	1	+	cdsE	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00238_2	627636	627682	47	+	utr3E	1441	2324	1410	1648	464	1045	237	271	210	191	217	255	681	745	1149	252	322	140	664	575	1644	68	67	129	449	515	317
CNAG_00240_1	634192	634200	9	+	utr3E	35	54	30	23	10	21	13	10	10	7	6	14	15	15	20	10	13	4	11	8	23	0	0	0	9	15	6
CNAG_00241_1	637259	637277	19	+	utr3E	22	13	16	8	2	3	3	5	1	2	3	3	1	3	2	0	0	0	0	0	0	3	2	2	0	0	0
CNAG_00241_2	637277	637277	1	+	utr3E	0	0	0	0	0	0	3	5	1	0	0	0	1	3	2	0	0	0	0	0	0	3	2	2	0	0	0
CNAG_00241_3	637478	637488	11	+	utr3E	23	37	25	26	14	16	10	10	5	14	14	12	11	19	17	4	4	2	10	9	21	11	14	17	19	16	17
CNAG_00247_1	650430	650430	1	+	cdsE	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0
CNAG_00247_2	652691	652695	5	+	utr3E	33	41	27	0	0	0	3	2	7	21	20	22	6	14	10	2	8	1	3	1	1	13	4	16	6	13	10
CNAG_00249_1	656991	656991	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00249_2	657159	657259	101	+	utr3E	34	31	17	3	1	1	0	0	0	10	19	7	4	3	6	0	0	0	0	0	0	0	0	0	6	6	3
CNAG_00249_3	657259	657259	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00249_4	657539	657539	1	+	utr3E	11	8	12	15	3	5	4	3	2	15	13	9	2	4	2	2	3	2	1	1	3	2	4	2	7	10	4
CNAG_00250_1	659803	659810	8	+	utr3E	93	141	75	30	12	22	6	17	9	4	4	5	22	30	47	6	11	3	27	21	68	0	0	0	5	6	1
CNAG_00251_1	660263	660266	4	+	cdsE	1	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	10	11	7	5	2
CNAG_00251_2	660452	660452	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	0	0
CNAG_00251_3	660712	660712	1	+	cdsE	6	4	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	4	1	4	7	3
CNAG_00251_4	661263	661263	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	6	4
CNAG_00251_5	661403	661403	1	+	utr3E	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	3	8	7
CNAG_00253_1	665337	665370	34	+	utr3E	1228	1815	1095	315	66	202	92	133	94	434	545	650	164	248	240	98	140	63	130	75	216	28	21	33	176	202	139
CNAG_00254_1	667290	667291	2	+	utr3E	50	77	62	33	5	12	5	6	4	38	63	42	12	9	12	5	3	3	4	4	21	28	21	23	18	19	17
CNAG_00254_2	667346	667363	18	+	utr3E	135	187	103	77	8	13	13	22	9	133	113	105	44	20	50	6	11	5	20	16	55	65	50	83	24	56	35
CNAG_00256_1	669481	669528	48	+	utr3E	97	122	58	45	8	21	5	3	1	18	22	12	8	15	10	2	4	2	9	10	24	5	3	5	5	9	4
CNAG_00259_1	681584	681622	39	+	cdsE	1	5	1	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
CNAG_00259_2	681925	681932	8	+	utr3E	45	80	68	14	7	7	3	1	2	6	21	12	9	8	10	0	0	0	12	10	25	10	13	7	11	12	4
CNAG_00261_1	687837	687923	87	+	utr3E	789	1166	689	703	203	472	1068	1370	821	1170	1499	1280	358	411	570	923	1259	677	606	508	1362	325	256	335	643	873	461
CNAG_00265_1	695080	695170	91	+	utr3E	172	326	218	121	28	60	14	19	18	60	55	61	40	34	83	5	16	7	48	30	83	9	9	23	32	45	16
CNAG_00265_2	695223	695249	27	+	utr3E	34	41	40	118	37	78	19	26	25	6	5	5	42	59	77	26	12	9	54	48	126	36	27	64	54	85	64
CNAG_00267_1	696453	696453	1	+	cdsE	6	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00267_2	698346	698347	2	+	utr3E	3	6	2	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00267_3	698399	698399	1	+	utr3E	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00269_1	703772	703793	22	+	utr3E	85	152	32	2	1	2	36	50	37	44	56	66	10	25	34	117	155	97	35	26	51	52	23	24	288	339	199
CNAG_00270_1	704963	704971	9	+	cdsE	83	112	109	45	14	26	5	10	8	18	14	20	9	7	13	4	7	5	21	7	29	2	6	6	13	17	8
CNAG_00270_2	705043	705074	32	+	utr3E	429	719	584	415	102	264	59	75	55	208	230	189	218	187	265	60	66	43	176	124	416	68	49	81	145	311	148
CNAG_00272_1	711461	711461	1	+	cdsE	0	0	0	0	0	0	0	0	0	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00272_2	712918	712924	7	+	utr3E	29	30	14	3	1	2	3	4	3	6	10	5	3	5	8	1	1	1	3	7	4	0	0	0	3	1	2
CNAG_00274_1	716223	716223	1	+	utr3E	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00274_2	716227	716236	10	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00276_1	718216	718216	1	+	cdsI	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00276_2	719039	719049	11	+	utr3E	11	17	12	0	0	0	8	6	7	5	2	6	3	3	3	3	2	2	4	8	10	0	0	0	7	8	4
CNAG_00277_1	719865	719865	1	+	cdsE	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0
CNAG_00277_2	720538	720545	8	+	utr3E	28	40	23	10	7	5	6	15	8	13	22	24	8	8	10	5	11	3	5	6	6	2	1	3	7	14	4
CNAG_00279_1	723165	723207	43	+	utr3E	587	995	778	176	54	88	32	54	39	139	165	170	118	153	174	30	49	21	79	57	160	29	26	54	78	156	79
CNAG_00280_1	725152	725189	38	+	utr3E	236	334	215	133	30	58	50	45	33	154	172	148	47	44	54	23	36	9	42	25	102	12	14	12	52	57	34
CNAG_00284_1	735269	735276	8	+	utr3E	1	3	4	0	0	0	0	0	0	17	22	17	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1
CNAG_00287_1	745555	745582	28	+	utr3E	1030	1647	1140	1296	271	630	105	142	87	429	455	424	535	494	724	106	143	69	287	230	658	80	70	98	79	200	131
CNAG_00288_1	746949	746973	25	+	utr3E	43	69	48	12	2	6	0	0	0	19	22	16	8	11	7	2	4	1	4	10	14	0	0	0	4	13	8
CNAG_00290_1	750280	750334	55	+	utr3E	42	62	38	23	13	16	6	7	9	12	9	13	13	16	17	5	7	4	13	14	33	1	1	1	12	32	7
CNAG_00291_1	752610	752610	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00292_1	752940	753016	77	+	utr5I	58	86	72	7	5	5	4	2	2	10	10	13	6	2	9	4	12	3	3	2	9	1	1	2	8	3	2
CNAG_00292_2	753207	753215	9	+	cdsI	24	36	35	40	12	20	9	9	15	12	17	19	10	7	15	3	13	6	13	13	25	11	9	17	21	42	24
CNAG_00292_3	754995	755002	8	+	utr3E	132	282	226	86	19	55	10	13	11	34	24	19	24	39	52	10	7	9	24	35	58	42	32	46	33	41	32
CNAG_00294_1	757725	757726	2	+	cdsE	18	21	20	5	2	5	0	0	0	5	7	4	3	7	9	3	6	2	6	3	9	0	0	0	3	3	2
CNAG_00294_2	757726	757726	1	+	cdsE	0	0	0	5	2	5	0	0	0	5	7	4	3	7	9	3	6	2	0	0	0	0	0	0	3	3	2
CNAG_00294_3	759045	759045	1	+	cdsE	18	24	29	7	1	4	0	0	0	6	10	7	3	3	5	1	3	1	0	0	0	0	0	0	4	5	3
CNAG_00294_4	759471	759501	31	+	utr3E	128	195	110	72	18	41	22	21	18	35	36	45	30	35	53	15	15	8	28	14	73	3	3	10	13	31	16
CNAG_00299_1	772034	772044	11	+	utr3E	16	22	28	15	8	8	3	3	5	2	3	3	6	17	28	6	8	5	12	10	29	3	4	3	15	24	13
CNAG_00301_1	777119	777125	7	+	utr3E	129	179	76	27	10	9	28	45	40	78	116	108	38	47	51	29	31	23	22	7	63	73	79	64	54	94	49
CNAG_00301_2	777214	777220	7	+	utr3E	63	91	55	27	7	9	21	27	12	71	92	61	8	17	17	13	11	11	5	7	17	60	55	57	38	60	44
CNAG_00302_1	777662	777662	1	+	utr5E	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00302_2	778218	778218	1	+	cdsE	0	0	0	4	1	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00302_3	778779	778779	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00302_4	778844	778844	1	+	utr3E	0	0	0	2	1	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	8	3
CNAG_00302_5	778919	778919	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_00302_6	778972	778989	18	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5
CNAG_00305_1	784988	784988	1	+	cdsE	40	36	31	20	9	18	6	9	5	4	3	3	10	17	33	3	2	3	14	8	20	10	9	3	5	9	1
CNAG_00305_2	785183	785197	15	+	utr3E	486	686	474	1443	350	850	84	90	88	62	69	73	437	410	634	85	100	43	261	253	735	86	76	111	53	108	116
CNAG_00306_1	789144	789144	1	+	utr3E	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00306_2	789208	789212	5	+	utr3E	102	159	127	20	5	17	8	8	4	54	64	71	10	13	25	8	13	4	11	4	31	166	64	142	8	27	55
CNAG_00306_3	789212	789212	1	+	utr3E	0	0	0	20	5	17	8	8	4	54	64	71	10	13	25	8	13	4	11	4	31	0	0	0	0	0	0
CNAG_00309_1	797012	797065	54	+	utr3E	38	48	45	19	8	17	15	22	10	32	48	35	4	8	14	8	24	16	8	9	24	0	0	0	21	27	14
CNAG_00310_1	797738	797738	1	+	cdsI	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00310_2	799040	799044	5	+	utr3E	0	0	0	3	2	1	1	3	1	0	0	0	4	3	5	0	0	0	3	2	1	0	0	0	3	5	2
CNAG_00312_1	802919	802928	10	+	utr3E	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00313_1	805135	805135	1	+	cdsE	0	0	0	1	1	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00313_2	806538	806562	25	+	utr3E	17	14	16	20	11	8	4	5	3	6	13	12	2	4	6	9	5	3	7	3	19	0	0	0	6	6	4
CNAG_00313_3	806562	806562	1	+	utr3E	0	0	0	20	11	8	4	5	3	0	0	0	2	4	6	9	5	3	7	3	19	0	0	0	6	6	4
CNAG_00315_1	810384	810384	1	+	utr3E	2	3	2	0	0	0	0	0	0	5	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00315_2	810443	810505	63	+	utr3E	3333	4148	1372	624	136	234	583	725	603	1991	2599	2585	435	679	649	653	888	435	266	159	446	1041	760	1172	542	804	547
CNAG_00318_1	816971	817048	78	+	utr3E	179	269	180	99	25	53	22	41	42	116	115	101	56	53	79	23	29	13	41	38	122	10	14	14	45	94	59
CNAG_00320_1	821137	821140	4	+	utr3E	7	11	7	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00321_1	826129	826129	1	+	utr3E	2	2	1	10	1	4	6	5	3	3	8	4	0	0	0	3	3	3	1	1	7	1	4	2	6	13	7
CNAG_00326_1	835510	835526	17	+	cdsE	50	74	34	65	10	39	22	16	19	33	27	37	16	25	40	16	19	8	18	21	61	39	28	47	37	66	48
CNAG_00326_2	835679	835815	137	+	utr3E	0	0	0	151	35	114	25	36	33	103	90	81	68	59	102	20	19	14	64	45	125	66	61	88	65	93	69
CNAG_00328_1	841206	841206	1	+	cdsE	2	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	1
CNAG_00328_2	841944	841947	4	+	cdsE	4	3	3	0	0	0	0	0	0	9	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00328_3	842186	842194	9	+	utr3E	69	114	82	50	13	33	25	21	11	19	28	28	21	23	32	27	34	19	21	21	51	7	3	6	13	16	17
CNAG_00330_1	845596	845606	11	+	utr3E	155	253	204	159	41	102	43	55	29	84	91	59	53	43	82	23	69	28	48	63	142	44	28	47	36	54	28
CNAG_00333_1	856342	856342	1	+	cdsE	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00333_2	856661	856662	2	+	utr3E	4	8	10	5	2	5	2	3	3	2	6	5	7	3	8	2	3	5	3	2	9	0	0	0	0	0	0
CNAG_00333_3	856662	856662	1	+	utr3E	4	8	10	5	2	5	2	3	3	0	0	0	7	3	8	2	3	5	3	2	9	0	0	0	0	0	0
CNAG_00334_1	859804	859924	121	+	utr3E	0	0	0	492	140	357	77	81	64	68	100	105	364	367	487	54	45	31	322	261	811	93	85	160	282	342	136
CNAG_00337_1	868661	868670	10	+	utr3E	70	80	33	1	4	6	1	4	1	2	4	2	7	11	10	0	0	0	2	3	12	6	9	7	5	5	1
CNAG_00337_2	868846	868879	34	+	utr3E	468	638	296	143	30	79	102	122	78	198	208	173	103	99	128	49	76	53	54	53	130	77	78	79	38	70	33
CNAG_00344_1	883719	883769	51	+	utr3E	0	0	0	0	0	0	1	3	2	5	5	10	3	1	1	0	0	0	0	0	0	0	0	0	4	2	1
CNAG_00346_1	886148	886181	34	+	utr3E	25	29	25	2	1	1	1	1	1	2	4	3	4	2	4	1	3	1	5	2	5	1	2	2	0	0	0
CNAG_00348_1	893454	893470	17	+	utr3E	64	106	69	35	7	19	28	20	18	70	65	70	13	29	27	18	41	14	13	10	36	40	30	49	21	54	36
CNAG_00349_1	895301	895301	1	+	utr3E	2	5	2	0	0	0	3	4	1	0	0	0	0	0	0	2	1	2	0	0	0	2	2	2	11	17	7
CNAG_00351_1	898568	898587	20	+	utr3E	6	10	13	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_00352_1	900213	900229	17	+	utr3E	88	131	101	44	13	22	15	18	11	48	46	31	29	27	22	6	13	9	15	15	46	7	4	6	14	33	13
CNAG_00355_1	904957	904995	39	+	cdsE	85	134	88	47	11	23	18	22	18	69	55	57	8	20	22	10	11	5	19	13	50	6	9	9	18	29	34
CNAG_00355_2	905345	905349	5	+	cdsE	24	49	25	28	4	23	6	11	11	9	16	10	16	23	17	5	2	3	8	13	51	9	9	5	8	20	16
CNAG_00355_3	905640	905679	40	+	utr3E	114	191	135	85	20	43	28	28	21	103	100	92	42	41	46	15	15	10	20	25	54	18	25	37	42	77	38
CNAG_00356_1	907717	907725	9	+	utr3E	69	88	41	72	15	47	15	21	18	11	4	9	37	33	75	8	18	7	18	26	79	8	13	12	43	58	34
CNAG_00357_1	909684	909696	13	+	utr3E	0	0	0	8	2	13	4	3	4	16	22	16	3	4	12	0	0	0	4	2	12	3	4	6	8	12	5
CNAG_00363_1	922650	922655	6	+	utr5E	14	6	10	0	0	0	1	1	1	2	2	2	0	0	0	4	5	3	0	0	0	0	0	0	0	0	0
CNAG_00363_2	922857	922871	15	+	utr5E	11	10	8	0	0	0	1	3	3	4	3	3	6	2	7	2	8	4	4	1	12	6	13	15	6	9	7
CNAG_00363_3	928587	928631	45	+	cdsI	3	4	2	0	0	0	0	0	0	2	3	2	0	0	0	4	1	1	0	0	0	9	5	8	0	0	0
CNAG_00363_4	928761	928805	45	+	utr3E	19	34	20	16	9	18	15	19	12	15	19	24	15	14	28	19	33	14	11	13	18	21	28	23	9	17	12
CNAG_00363_5	928865	928871	7	+	utr3E	29	30	20	12	1	1	5	2	1	5	5	4	1	7	5	10	5	5	3	3	8	10	12	8	2	1	5
CNAG_00363_6	928871	928871	1	+	utr3E	0	0	0	12	1	1	5	2	1	0	0	0	1	7	5	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00365_1	932685	932758	74	+	utr3E	123	152	117	42	13	28	11	8	6	73	58	48	34	24	50	5	8	2	18	11	30	1	3	1	4	14	9
CNAG_00368_1	938786	938786	1	+	cdsE	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00368_2	939653	939661	9	+	utr3E	7	16	7	15	5	5	0	0	0	2	3	7	1	5	3	4	2	1	6	3	11	0	0	0	10	10	9
CNAG_00371_1	943469	943477	9	+	cdsE	10	23	14	0	0	0	0	0	0	0	0	0	1	1	3	1	1	1	1	1	1	5	1	1	0	0	0
CNAG_00371_2	943477	943477	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	1	1	1	1	1	5	1	1	0	0	0
CNAG_00371_3	944710	944754	45	+	utr3E	2	3	3	0	0	0	2	1	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	7	9	9
CNAG_00373_1	949723	949731	9	+	utr3E	16	27	18	40	17	51	29	25	24	8	11	7	30	20	36	38	37	28	22	30	67	4	4	7	141	186	93
CNAG_00374_1	952073	952073	1	+	cdsE	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
CNAG_00374_2	953110	953114	5	+	utr3E	4	11	3	5	1	3	2	6	3	2	3	3	2	5	3	4	5	2	8	10	9	67	55	86	26	35	28
CNAG_00374_3	953114	953114	1	+	utr3E	4	11	3	5	1	3	2	6	3	2	3	3	2	5	3	4	5	2	0	0	0	0	0	0	0	0	0
CNAG_00376_1	958341	958344	4	+	cdsE	3	2	3	7	1	3	3	4	1	16	9	7	2	4	1	0	0	0	0	0	0	0	0	0	4	4	4
CNAG_00376_2	958344	958344	1	+	cdsE	3	2	3	7	1	3	3	4	1	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	4	4	4
CNAG_00378_1	967771	967771	1	+	utr5E	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00378_2	969825	969825	1	+	utr3E	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00383_1	1012111	1012124	14	+	utr3E	122	158	112	37	16	28	18	24	14	32	45	46	27	30	46	26	21	8	25	20	53	4	4	7	22	46	23
CNAG_00385_1	1015113	1015147	35	+	utr3E	217	332	224	171	47	111	26	35	33	137	143	99	85	85	139	33	36	20	56	50	160	29	16	34	75	170	102
CNAG_00386_1	1016296	1016346	51	+	cdsE	39	46	24	21	4	16	3	4	5	6	3	3	2	3	15	0	0	0	4	8	13	2	3	6	8	13	3
CNAG_00386_2	1017666	1017666	1	+	cdsE	4	14	6	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00386_3	1019256	1019258	3	+	utr3E	133	146	79	51	6	23	2	2	3	20	10	23	8	17	25	4	10	6	15	13	41	9	7	11	12	11	17
CNAG_00387_1	1021950	1021955	6	+	utr3E	13	29	24	22	13	15	9	14	6	0	0	0	9	3	17	9	15	5	8	5	21	3	1	1	9	6	2
CNAG_00389_1	1026301	1026305	5	+	utr3E	62	100	66	49	7	36	18	19	20	0	0	0	19	23	32	8	19	7	11	6	41	0	0	0	18	28	11
CNAG_00390_1	1028187	1028187	1	+	cdsE	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00390_2	1030520	1030520	1	+	utr3E	2	2	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00390_3	1030820	1030828	9	+	utr3E	5	9	9	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
CNAG_00392_1	1033557	1033564	8	+	utr3E	10	10	7	0	0	0	7	5	5	1	2	2	10	16	6	4	7	4	8	7	18	0	0	0	6	9	2
CNAG_00394_1	1037978	1038073	96	+	utr3E	133	271	214	76	27	47	16	36	14	31	36	38	36	54	70	8	16	9	41	35	96	177	165	211	35	70	45
CNAG_00397_1	1045074	1045097	24	+	utr3E	3	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	10	6	4
CNAG_00400_1	1051366	1051434	69	+	utr3E	360	524	338	431	102	187	128	165	129	205	209	212	0	0	0	86	110	47	174	143	376	114	97	160	47	78	42
CNAG_00403_1	1061019	1061033	15	+	utr3E	0	0	0	57	12	37	24	21	11	31	37	38	40	38	73	13	20	8	24	11	60	5	5	10	40	47	27
CNAG_00405_1	1067205	1067205	1	+	utr3E	16	11	6	8	1	5	1	1	2	7	21	3	0	0	0	2	6	3	5	1	5	0	0	0	1	4	2
CNAG_00409_1	1077779	1077784	6	+	cdsE	6	9	4	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	3	2	5	0	0	0	0	0	0
CNAG_00409_2	1078065	1078066	2	+	utr3E	78	110	62	17	4	4	5	7	1	49	54	45	6	14	29	8	11	8	9	17	25	4	1	6	3	4	4
