name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	upf1_Expo30_a	upf1_Expo30_b	upf1_Expo30_c	pab2_Expo30_a	pab2_Expo30_b	pab2_Expo30_c
CNA02115_3	561836	561844	9	+	cdsE	0	0	0	0	0	0	1	1	1	3	4	1	7	3	6	0	0	0
CNA02115_4	562133	562133	1	+	cdsI	0	0	0	2	2	5	0	0	0	5	2	5	0	0	0	0	0	0
CNA02125_1	563088	563191	104	+	cdsE	71	23	31	103	65	56	64	70	81	61	71	40	53	43	46	37	15	26
CNA02130_1	565938	565948	11	+	utr3E	775	407	284	201	167	138	230	214	332	274	289	259	345	262	239	64	40	64
CNA02150_1	568378	568378	1	+	cdsI	0	0	0	2	1	1	1	1	4	0	0	0	0	0	0	0	0	0
CNA02150_2	569618	569640	23	+	utr3E	4	2	2	0	0	0	18	9	21	6	8	6	5	3	2	0	0	0
CNA02180_1	572754	572762	9	+	utr5E	0	0	0	1	2	1	3	1	1	0	0	0	0	0	0	26	6	11
CNA02205_1	578456	578459	4	+	utr3I	3	2	1	7	4	2	2	11	12	20	18	18	5	7	4	10	3	4
CNA02205_2	578669	578669	1	+	utr3E	1	2	1	5	1	1	5	4	4	3	3	3	0	0	0	0	0	0
CNA02205_3	579290	579329	40	+	utr3E	37	52	46	191	116	97	13	5	14	60	45	33	9	6	5	54	31	35
CNA02210_1	582292	582361	70	+	utr3E	13	4	4	22	17	8	4	3	1	9	4	6	41	21	31	6	3	4
CNA02210_2	582361	582361	1	+	utr3E	9	2	2	0	0	0	4	3	1	0	0	0	0	0	0	0	0	0
CNA02230_1	583357	583357	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	6
CNA02230_2	584064	584087	24	+	utr3E	390	177	147	235	182	113	140	143	151	200	185	152	189	163	126	59	36	53
CNA02240_1	585857	585912	56	+	utr3E	81	45	34	74	51	33	37	33	41	59	56	43	53	52	35	13	13	28
CNA02260_1	590444	590461	18	+	utr3E	5	4	2	15	3	5	0	0	0	4	1	3	20	20	22	0	0	0
CNA02260_2	590572	590576	5	+	utr3E	0	0	0	16	12	5	1	1	1	2	1	4	10	9	13	0	0	0
CNA02270_1	593899	593927	29	+	utr3E	369	227	155	46	33	14	82	73	84	98	83	75	96	86	88	211	156	238
CNA02290_1	598313	598396	84	+	utr3E	3558	2274	1537	1512	1020	727	677	609	694	856	757	612	1748	1147	1226	413	232	255
CNA02310_1	604676	604714	39	+	utr3E	0	0	0	3	1	1	3	2	5	3	3	4	13	9	5	4	5	7
CNA02310_2	604732	604795	64	+	utr3E	21	15	14	0	0	0	8	8	8	14	15	11	10	13	9	0	0	0
CNA02310_3	604858	604861	4	+	utr3E	58	78	50	31	27	25	63	61	66	42	58	19	52	29	26	36	17	25
CNA02330_1	607830	607830	1	+	cdsE	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0	0
CNA02330_2	607910	607974	65	+	utr3E	30	16	16	18	5	17	5	2	7	2	7	9	8	15	13	2	3	3
CNA02350_1	615008	615008	1	+	cdsE	0	0	0	3	2	1	2	1	5	1	6	6	0	0	0	0	0	0
CNA02350_2	617219	617224	6	+	utr3E	29	10	13	64	36	34	6	4	14	18	23	13	4	3	7	0	0	0
CNA02370_1	621093	621106	14	+	cdsE	7	5	5	13	6	4	59	78	93	43	47	36	7	4	2	0	0	0
CNA02370_2	623297	623369	73	+	utr3E	46	19	15	148	56	49	96	103	138	48	44	33	18	12	15	7	7	9
CNA02390_1	625678	625743	66	+	utr5E	197	105	84	231	199	112	88	71	132	146	131	126	58	21	39	117	64	86
CNA02390_2	627783	627901	119	+	utr3E	108	61	26	42	19	15	17	34	37	56	82	58	33	30	34	5	1	6
CNA02400_1	628128	628168	41	+	utr5E	23	9	8	31	14	10	10	25	17	8	12	7	6	1	4	66	38	47
CNA02400_2	630240	630250	11	+	utr3E	9	16	12	5	5	2	6	6	7	10	14	11	2	4	2	0	0	0
CNA02400_3	630383	630416	34	+	utr3E	251	154	100	142	102	63	105	107	132	56	53	31	82	41	59	31	13	18
CNA02405_1	630690	630740	51	+	utr5E	0	0	0	0	0	0	21	14	29	5	7	8	0	0	0	0	0	0
CNA02405_2	630855	630857	3	+	cdsE	0	0	0	0	0	0	10	15	21	7	5	3	0	0	0	0	0	0
CNA02405_3	631266	631321	56	+	cdsE	14	5	4	4	11	6	12	8	13	24	23	21	22	11	12	8	7	8
CNA02405_4	631770	631834	65	+	cdsE	4	3	1	3	9	7	31	46	64	24	16	12	23	9	10	2	1	2
CNA02405_5	631969	631988	20	+	utr3E	40	12	5	19	18	12	53	42	62	24	34	24	22	15	17	6	3	5
CNA02420_1	635925	635939	15	+	utr3E	264	170	133	147	90	71	174	129	156	246	265	232	121	80	78	82	50	65
CNA02430_1	637619	637662	44	+	utr3E	2975	1896	1268	352	241	147	2838	2092	3324	3842	4685	3776	639	294	325	110	32	44
CNA02450_1	639521	639566	46	+	utr3E	2820	1731	1163	856	523	394	95	102	132	140	156	133	315	194	237	490	320	438
CNA02480_1	651653	651653	1	+	cdsE	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	1	4
CNA02480_2	652001	652052	52	+	utr3E	159	100	63	116	96	82	50	45	54	66	66	51	114	70	67	11	9	10
CNA02500_1	658648	658648	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
CNA02520_1	661920	662015	96	+	utr3E	625	375	301	1844	1118	606	205	189	235	321	350	265	248	132	133	47	28	31
CNA02550_1	668880	668999	120	+	utr3E	1146	747	572	700	578	418	397	381	462	317	342	279	847	608	519	230	134	220
CNA02560_1	670927	670927	1	+	cdsE	9	3	1	0	0	0	0	0	0	2	1	3	2	2	6	0	0	0
CNA02560_2	672198	672198	1	+	utr3E	4	1	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0
CNA02560_3	672202	672202	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
CNA02580_1	675683	675683	1	+	utr5E	3	4	3	3	1	3	6	6	5	0	0	0	0	0	0	16	6	7
CNA02580_2	677585	677623	39	+	utr3E	23	20	9	12	5	3	117	136	159	40	55	28	6	5	3	161	88	142
CNA02590_1	678867	678926	60	+	utr3E	808	362	288	333	196	156	218	216	325	404	411	284	493	449	453	557	375	608
CNA02610_1	680360	680360	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
CNA02610_2	680435	680477	43	+	utr5E	2	1	4	2	1	1	0	0	0	1	2	1	0	0	0	5	2	15
CNA02610_3	680908	680908	1	+	cdsI	0	0	0	0	0	0	3	9	2	5	1	3	0	0	0	0	0	0
CNA02610_4	685334	685334	1	+	cdsE	0	0	0	0	0	0	4	1	5	1	3	5	7	2	4	0	0	0
CNA02610_5	685397	685397	1	+	cdsE	8	2	1	7	5	2	2	3	3	1	4	1	3	3	10	0	0	0
CNA02610_6	685493	685497	5	+	cdsE	1	3	2	4	1	4	3	6	4	8	10	7	3	5	5	0	0	0
CNA02610_7	686795	686800	6	+	utr3E	18	11	7	52	38	30	18	17	27	32	35	15	11	16	15	2	2	1
CNA02625_1	688887	688887	1	+	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
CNA02625_2	690036	690045	10	+	utr3E	11	3	6	18	10	15	7	1	5	10	11	3	10	4	6	0	0	0
CNA02625_3	690097	690109	13	+	utr3E	19	12	11	20	10	13	23	18	10	39	19	24	20	23	9	1	1	1
CNA02640_1	692975	692991	17	+	utr3E	42	25	18	12	13	6	28	17	38	24	25	23	7	9	16	38	28	37
CNA02645_1	693469	693514	46	+	utr5E	8	6	5	7	3	8	6	6	9	0	0	0	7	4	3	44	21	18
CNA02645_2	694061	694066	6	+	cdsE	5	1	3	10	7	6	1	5	1	5	1	1	0	0	0	1	1	1
CNA02645_3	694490	694514	25	+	utr3E	1	1	1	11	11	12	0	0	0	3	4	4	0	0	0	0	0	0
CNA02645_4	694574	694575	2	+	utr3E	2	1	2	8	5	7	0	0	0	6	4	6	0	0	0	0	0	0
CNA02660_1	697156	697210	55	+	utr3E	762	353	275	159	122	99	208	221	225	239	280	227	268	218	213	353	201	361
CNA02670_1	699144	699224	81	+	utr3E	1284	630	441	533	292	198	300	253	343	389	407	296	445	316	383	166	114	171
CNA02680_1	701021	701029	9	+	utr3E	29	40	26	15	4	5	45	30	40	24	24	21	24	13	10	10	9	7
CNA02700_1	704791	704803	13	+	utr3E	639	298	175	188	98	86	102	94	113	175	168	121	239	180	167	267	203	277
CNA02700_2	704868	704907	40	+	utr3E	101	58	44	54	56	38	32	23	27	32	15	22	37	37	24	23	10	15
CNA02720_1	706964	706965	2	+	utr5E	1	2	1	0	0	0	3	4	2	2	2	1	0	0	0	0	0	0
CNA02720_2	709276	709293	18	+	utr3E	3	2	2	79	32	37	3	5	2	12	18	18	1	3	2	0	0	0
CNA02720_3	709293	709293	1	+	utr3E	0	0	0	0	0	0	3	5	2	0	0	0	1	3	2	0	0	0
CNA02750_1	719831	719861	31	+	utr3E	4620	2806	2001	1172	726	566	305	244	412	679	676	573	674	567	528	820	516	803
CNA02760_1	720364	720364	1	+	cdsE	0	0	0	0	0	0	2	7	5	0	0	0	0	0	0	3	1	1
CNA02760_2	721220	721237	18	+	utr3E	53	37	25	39	28	29	20	23	22	48	38	27	21	19	15	13	11	14
CNA02780_1	724578	724590	13	+	utr3E	111	88	66	143	82	67	82	71	115	173	215	193	105	57	66	18	16	8
CNA02790_1	724781	724781	1	+	utr5E	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0
CNA02790_2	726852	726900	49	+	utr3E	4	2	4	4	3	2	0	0	0	1	1	4	7	2	4	0	0	0
CNA02800_1	727222	727298	77	+	utr5I	46	28	33	62	48	37	18	25	33	43	44	37	1	1	3	45	17	27
CNA02800_2	727466	727474	9	+	cdsI	78	27	17	62	40	37	13	5	15	14	25	15	40	40	34	26	21	19
CNA02800_3	729254	729266	13	+	utr3E	305	136	133	191	187	158	53	62	48	74	80	60	170	105	109	48	32	52
CNA02820_1	731957	731975	19	+	cdsE	42	54	31	26	9	13	19	29	23	16	41	20	65	47	55	13	4	11
CNA02820_2	733280	733280	1	+	cdsE	38	22	11	15	6	6	17	13	39	36	47	30	62	32	43	6	2	2
CNA02820_3	733710	733723	14	+	utr3E	257	180	99	62	48	30	83	63	106	98	102	76	207	130	129	26	14	11
CNA02820_4	735182	735186	5	+	utr3E	0	0	0	12	9	5	1	1	1	2	1	2	7	3	4	1	1	2
CNA02840_1	738810	738835	26	+	cdsE	7	3	3	3	3	1	0	0	0	3	5	3	3	1	1	13	11	10
CNA02840_2	738922	738923	2	+	cdsE	11	7	8	4	1	1	4	6	3	14	9	9	0	0	0	15	22	15
CNA02840_3	738923	738923	1	+	cdsE	0	0	0	0	0	0	4	6	3	0	0	0	0	0	0	0	0	0
CNA02840_4	739316	739316	1	+	cdsE	0	0	0	0	0	0	1	2	3	1	2	6	0	0	0	0	0	0
CNA02840_5	739978	739979	2	+	cdsE	2	3	2	1	2	1	0	0	0	3	3	2	8	4	6	0	0	0
CNA02850_1	742272	742272	1	+	cdsE	0	0	0	0	0	0	1	1	1	1	2	1	1	1	1	0	0	0
CNA02850_2	743912	743912	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0
CNA02850_3	746177	746200	24	+	utr3E	14	4	6	27	23	10	15	14	17	18	8	7	6	2	4	0	0	0
CNA02870_1	750162	750162	1	+	utr5E	8	1	1	8	3	1	14	14	11	9	14	10	0	0	0	32	15	20
CNA02870_2	751310	751411	102	+	utr3E	319	174	112	288	188	112	322	303	485	308	401	300	117	71	82	20	15	13
CNA02875_1	751824	751824	1	+	utr5E	0	0	0	0	0	0	0	0	0	3	6	3	0	0	0	0	0	0
CNA02875_2	752974	752978	5	+	utr3E	8	6	3	6	4	5	0	0	0	3	9	6	3	1	2	0	0	0
CNA02875_3	753110	753110	1	+	cdsI	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0
CNA02890_1	759404	759457	54	+	utr3E	2987	2097	1552	794	602	414	265	261	306	1097	1088	935	1548	1199	1234	629	403	611
CNA02900_1	763371	763458	88	+	utr3E	784	513	356	266	145	126	294	269	372	459	629	503	284	223	218	66	35	39
CNA02920_1	768389	768390	2	+	cdsE	0	0	0	0	0	0	5	6	4	2	1	1	3	5	4	6	8	3
CNA02920_2	769616	769616	1	+	cdsI	0	0	0	4	2	2	0	0	0	9	11	10	0	0	0	0	0	0
CNA02920_3	771165	771215	51	+	utr3E	31	30	11	49	39	19	17	11	18	59	51	57	63	56	49	1	2	1
CNA02930_1	773219	773226	8	+	utr3E	4	2	2	5	2	1	2	7	5	1	5	1	7	3	7	0	0	0
CNA02930_2	773226	773226	1	+	utr3E	0	0	0	5	2	1	2	7	5	1	5	1	0	0	0	0	0	0
CNA02950_1	775854	775854	1	+	utr5E	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0
CNA02950_2	776012	776012	1	+	cdsE	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0
CNA02950_3	777070	777074	5	+	utr3E	9	7	2	13	8	3	3	4	2	6	8	3	4	3	5	0	0	0
CNA02950_4	777240	777240	1	+	utr3E	8	3	6	19	12	8	5	4	9	11	11	2	5	6	6	14	14	19
CNA02960_1	777694	777733	40	+	cdsE	0	0	0	0	0	0	1	2	8	0	0	0	0	0	0	3	2	2
CNA02960_2	779297	779297	1	+	cdsE	3	2	3	18	5	5	1	2	3	3	6	3	6	5	5	1	5	6
CNA02960_3	780635	780635	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1
CNA02960_4	780691	780737	47	+	utr3E	14	34	14	106	40	40	14	15	16	31	26	28	21	9	21	13	5	6
CNA02980_1	783266	783273	8	+	utr5E	101	72	53	402	230	208	162	176	256	375	415	328	85	52	54	226	97	174
CNA02980_2	784276	784317	42	+	utr3E	6	2	2	24	11	5	91	71	151	94	103	81	0	0	0	0	0	0
CNA02990_1	784777	784777	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
CNA02990_2	785688	785688	1	+	cdsE	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0
CNA02990_3	785967	785967	1	+	cdsI	0	0	0	0	0	0	3	4	1	2	5	3	0	0	0	0	0	0
CNA03010_1	788522	788528	7	+	utr3E	27	8	10	2	4	1	17	19	35	11	12	11	14	7	6	5	5	3
CNA03010_2	788874	788927	54	+	utr3E	9	7	4	63	40	38	2	1	1	4	1	3	2	2	1	4	1	3
CNA03010_3	789018	789019	2	+	utr3E	11	7	5	13	10	6	4	5	13	19	14	10	3	1	4	16	7	8
CNA03010_4	789019	789019	1	+	utr3E	11	7	5	13	10	6	4	5	13	0	0	0	3	1	4	16	7	8
CNA03030_1	793204	793266	63	+	utr3E	372	194	133	202	129	113	235	223	280	285	307	267	136	73	93	97	71	83
CNA03050_1	797286	797286	1	+	utr3E	6	2	4	9	13	11	0	0	0	3	1	1	0	0	0	0	0	0
CNA03060_1	798554	798554	1	+	cdsE	0	0	0	0	0	0	0	0	0	3	2	6	0	0	0	5	1	1
CNA03060_2	798741	798741	1	+	cdsE	0	0	0	0	0	0	0	0	0	3	3	2	0	0	0	6	6	10
CNA03060_3	799701	799705	5	+	cdsE	5	1	4	2	2	1	1	4	1	13	12	12	0	0	0	108	39	47
CNA03060_4	799823	799823	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	4	3	0	0	0	8	4	4
CNA03060_5	800760	800760	1	+	cdsE	0	0	0	0	0	0	0	0	0	4	5	4	0	0	0	0	0	0
CNA03060_6	802262	802262	1	+	utr3E	5	2	1	11	13	6	0	0	0	7	6	10	0	0	0	0	0	0
CNA03090_1	811657	811666	10	+	cdsE	37	29	26	27	29	24	20	32	35	43	33	25	50	46	46	27	18	19
CNA03090_2	811829	811848	20	+	utr3E	165	110	95	127	123	94	107	110	138	126	121	120	120	97	102	41	35	49
CNA03100_1	818299	818306	8	+	utr3E	249	176	134	146	71	67	172	91	172	241	238	189	105	49	61	25	25	17
CNA03120_1	821666	821677	12	+	utr3E	495	273	214	468	386	270	432	367	491	340	396	261	236	156	151	121	41	81
CNA03150_1	831650	831658	9	+	utr5I	1	3	1	0	0	0	5	6	3	0	0	0	0	0	0	16	5	8
CNA03150_2	832931	832995	65	+	utr3E	19	16	8	22	20	20	9	11	5	29	14	18	34	26	26	0	0	0
CNA03150_3	833133	833133	1	+	utr3E	3	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
CNA03160_1	833928	833928	1	+	cdsI	8	4	2	3	4	2	0	0	0	1	1	2	1	3	3	5	3	6
CNA03160_2	834053	834053	1	+	cdsI	1	2	1	6	5	4	0	0	0	5	8	1	0	0	0	0	0	0
CNA03160_3	836133	836275	143	+	utr3E	7166	4321	2892	2832	1814	1427	537	486	713	666	609	502	2857	1735	1727	1683	877	1416
CNA03180_1	842772	842829	58	+	utr3E	1833	1133	582	103	58	50	368	343	445	670	705	552	589	446	496	239	106	144
CNA03190_1	843998	844006	9	+	utr3E	244	159	110	56	34	28	71	83	96	117	132	95	138	143	148	68	54	51
CNA03210_1	846647	846729	83	+	utr3E	553	283	208	185	126	98	104	135	151	171	151	116	342	249	253	110	87	115
CNA03265_1	854552	854590	39	+	utr5I	0	0	0	19	5	7	18	15	20	5	8	9	0	0	0	20	5	4
CNA03265_2	855246	855285	40	+	utr3E	111	32	39	89	37	48	99	96	152	327	418	294	111	74	92	20	14	7
CNA03280_1	858967	858977	11	+	utr3E	200	118	49	111	82	78	78	57	97	128	147	110	55	46	44	29	14	27
CNA03310_1	865506	865506	1	+	cdsE	3	2	1	0	0	0	2	3	5	0	0	0	1	4	3	3	3	2
CNA03310_2	867525	867546	22	+	utr3E	120	51	36	46	21	16	57	32	64	58	50	52	46	35	36	19	11	23
CNA03330_1	869982	870035	54	+	utr3E	23668	14541	10170	8244	6217	4721	4187	3403	4362	4987	5106	3995	12514	7623	7029	3935	1564	2519
CNA03340_1	870882	870888	7	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	9	16
CNA03340_2	871580	871580	1	+	cdsE	0	0	0	0	0	0	1	3	2	2	3	3	0	0	0	0	0	0
CNA03340_3	872555	872564	10	+	utr3E	14	9	9	27	7	6	9	5	17	16	28	13	8	9	6	7	5	5
CNA03360_1	876826	876837	12	+	utr3E	5	3	1	1	2	2	4	4	5	10	6	14	0	0	0	0	0	0
CNA03390_1	883411	883411	1	+	utr3E	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CNA03390_2	883465	883467	3	+	utr3I	3	6	5	6	4	1	6	5	3	7	9	5	5	2	7	0	0	0
CNA03390_3	883467	883467	1	+	utr3I	3	6	5	6	4	1	6	5	3	0	0	0	5	2	7	0	0	0
CNA03390_4	883576	883576	1	+	utr3E	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNA03410_1	892077	892079	3	+	cdsE	7	7	5	4	3	2	5	7	6	9	8	10	3	4	4	0	0	0
CNA03410_2	892548	892557	10	+	utr3E	218	133	96	159	111	81	47	44	65	61	69	60	26	31	24	53	42	44
CNA03420_1	894566	894685	120	+	utr3E	382	329	190	131	72	70	148	152	212	227	281	225	226	152	193	113	55	83
CNA03430_1	897041	897104	64	+	cdsI	295	197	133	192	119	98	228	195	258	397	434	349	184	138	150	46	29	40
CNA03450_1	900210	900294	85	+	utr3E	23	11	11	103	60	34	27	26	45	41	53	37	27	24	30	2	4	2
CNA03460_1	902416	902427	12	+	utr3E	18	9	6	16	17	7	0	0	0	1	5	2	12	9	4	0	0	0
CNA03500_1	910227	910245	19	+	utr3E	19	14	10	3	6	6	1	3	4	3	4	11	12	7	7	2	7	3
CNA03500_2	910299	910310	12	+	utr3E	57	22	23	18	13	5	34	32	58	41	40	39	24	17	19	14	10	4
CNA03500_3	910379	910396	18	+	utr3E	35	42	36	15	19	11	78	60	83	76	98	57	59	31	37	14	14	9
CNA03510_1	911722	911722	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
CNA03525_1	915534	915556	23	+	utr3E	198	102	60	252	138	119	38	47	56	76	122	60	95	72	59	15	8	12
CNA03560_1	925933	925989	57	+	utr3E	165	78	55	307	167	123	31	47	54	59	62	54	55	34	40	33	35	34
CNA03580_1	928343	928402	60	+	utr3E	247	205	137	81	55	31	51	36	49	71	62	58	118	75	82	51	35	42
CNA03730_1	1006283	1006287	5	+	cdsI	159	82	50	74	49	30	39	35	35	62	61	39	35	37	29	4	2	8
CNA03730_2	1006413	1006428	16	+	utr3E	553	329	213	212	153	132	148	131	166	230	264	196	235	198	185	208	139	197
CNA03740_1	1007576	1007647	72	+	cdsE	38	28	23	19	25	9	6	5	2	6	9	4	28	19	32	3	2	1
CNA03740_2	1008985	1008985	1	+	cdsE	0	0	0	0	0	0	5	2	2	5	3	2	6	3	1	0	0	0
CNA03740_3	1010574	1010582	9	+	utr3E	85	78	41	41	27	20	13	17	16	18	11	14	48	35	38	10	11	6
CNA03750_1	1013275	1013295	21	+	utr3E	92	51	49	52	30	26	40	26	47	50	51	44	39	39	33	24	4	6
CNA03770_1	1017615	1017618	4	+	utr3E	131	65	50	11	16	3	43	49	69	78	87	77	55	58	69	17	12	15
CNA03790_1	1021803	1021843	41	+	utr3E	8	5	6	3	5	4	5	4	3	5	8	5	3	2	3	0	0	0
CNA03790_2	1022124	1022130	7	+	utr3E	41	24	19	8	2	6	15	9	20	30	31	20	24	26	27	6	4	3
CNA03800_1	1024875	1024875	1	+	utr3I	0	0	0	13	6	1	1	2	8	5	13	3	0	0	0	0	0	0
CNA03800_2	1024880	1024880	1	+	utr3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNA03800_3	1025054	1025054	1	+	utr3E	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0
CNA03820_1	1029247	1029353	107	+	utr3E	221	109	95	48	51	26	29	25	39	94	107	61	61	80	51	44	36	36
CNA03850_1	1034437	1034437	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	6
CNA03850_2	1034507	1034507	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
CNA03880_1	1042823	1042895	73	+	utr3E	273	128	82	75	39	25	36	36	56	34	65	30	22	17	27	43	34	41
CNA03910_1	1052378	1052404	27	+	utr3E	199	162	127	77	43	39	65	52	85	120	112	114	61	56	70	226	156	172
CNA03940_1	1058736	1058736	1	+	utr3E	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0
CNA03990_1	1068116	1068214	99	+	utr5E	8	3	2	0	0	0	17	26	26	4	6	6	2	1	1	98	61	66
CNA03990_2	1069628	1069636	9	+	utr3E	50	68	34	73	53	29	55	60	36	127	118	105	59	51	44	10	8	11
CNA04010_1	1074706	1074711	6	+	utr3E	94	43	43	46	29	34	11	13	17	37	45	37	47	25	23	25	20	25
CNA04025_1	1079233	1079233	1	+	utr5E	0	0	0	0	0	0	2	1	1	3	3	4	0	0	0	8	2	5
CNA04025_2	1080746	1080753	8	+	utr3E	57	43	32	44	32	19	58	57	61	50	53	30	67	47	45	39	21	23
CNA04030_1	1082978	1083015	38	+	utr3E	71	42	29	270	192	138	21	22	21	84	69	65	20	15	14	21	12	14
CNA04065_1	1093385	1093428	44	+	utr3E	753	338	229	272	224	159	258	201	346	315	356	338	235	257	245	108	60	110
CNA04080_1	1098724	1098732	9	+	utr3E	19	7	4	14	8	7	17	16	24	20	19	19	17	8	11	1	1	1
CNA04100_1	1102631	1102669	39	+	utr3E	264	213	108	109	57	41	185	154	218	170	174	159	268	161	162	21	11	20
CNA04130_1	1110660	1110676	17	+	utr3E	199	133	90	83	45	46	87	73	99	108	94	112	80	55	90	6	5	6
CNA04145_1	1113863	1113863	1	+	utr3E	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0
CNA04210_1	1131040	1131048	9	+	utr3E	31	26	14	25	13	10	9	4	20	35	26	22	17	10	15	5	5	6
CNA04230_1	1136144	1136163	20	+	cdsE	20	11	5	7	4	1	4	5	5	10	7	13	4	4	5	6	5	6
CNA04230_2	1137077	1137128	52	+	utr3E	22	12	13	26	19	20	18	10	14	33	26	32	7	8	2	0	0	0
CNA04250_1	1142292	1142310	19	+	utr3E	35	21	10	15	4	3	91	58	129	3	3	3	0	0	0	67	45	60
CNA04265_1	1145232	1145233	2	+	utr5E	3	1	1	2	2	1	0	0	0	0	0	0	1	1	1	23	5	13
CNA04265_2	1145800	1145825	26	+	utr3E	101	43	35	104	70	57	31	34	43	69	60	44	39	34	30	38	30	30
CNA04270_1	1146975	1146992	18	+	utr5E	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	6	2	2
CNA04270_2	1149385	1149417	33	+	cdsE	11	10	5	1	1	1	17	15	7	21	11	8	15	10	17	8	3	7
CNA04270_3	1150968	1150968	1	+	utr3E	7	5	6	2	4	2	0	0	0	3	4	1	3	2	6	0	0	0
CNA04270_4	1151029	1151050	22	+	utr3E	29	29	15	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0
CNA04270_5	1151151	1151175	25	+	utr3E	33	23	16	6	6	2	12	12	21	22	11	18	18	11	12	4	2	5
CNA04290_1	1153835	1153865	31	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	11	5	4
CNA04290_2	1155221	1155278	58	+	utr3E	189	145	91	103	56	31	61	72	106	108	127	101	115	73	104	34	16	27
CNA04310_1	1160449	1160475	27	+	utr3E	4619	2738	2048	1289	881	607	571	569	710	940	992	829	2149	1565	1517	1644	1057	1700
CNA04320_1	1160709	1160718	10	+	utr5E	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	7	5	3
CNA04320_2	1160718	1160718	1	+	utr5E	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0
CNA04320_3	1162136	1162136	1	+	cdsE	1	2	2	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0
CNA04320_4	1162559	1162576	18	+	utr3E	44	21	16	14	20	21	10	15	8	22	19	19	32	29	20	6	3	5
CNA04330_1	1162774	1162777	4	+	utr5E	21	12	8	26	17	6	28	19	33	19	21	23	15	7	8	65	26	56
CNA04330_2	1165300	1165315	16	+	utr3E	0	0	0	13	8	6	5	3	6	15	8	20	0	0	0	10	4	7
CNA04330_3	1165437	1165565	129	+	utr3E	31	15	17	42	33	29	14	16	23	30	13	16	1	1	1	342	191	229
CNA04340_1	1166824	1166878	55	+	utr3E	2164	1534	791	142	105	75	538	606	800	719	969	831	621	479	502	545	324	358
CNA04340_2	1167617	1167628	12	+	utr3E	93	57	29	69	40	35	13	12	9	41	40	44	31	25	23	74	52	82
CNA04360_1	1173886	1173974	89	+	utr3E	14	45	21	28	40	20	572	449	632	151	158	99	301	149	193	8	9	7
CNA04370_1	1177447	1177513	67	+	utr3E	11708	6589	4309	4006	2438	1834	3514	3052	4325	3424	3961	3156	5068	3613	3670	1890	1090	1567
CNA04380_1	1178151	1178222	72	+	utr5E	188	84	60	314	200	162	132	150	214	242	283	174	48	37	36	29	13	18
CNA04380_2	1178430	1178451	22	+	utr5I	85	49	33	109	48	44	38	42	51	98	139	98	20	10	10	16	16	8
CNA04380_3	1178606	1178611	6	+	cdsI	149	62	43	89	47	41	16	17	18	29	21	15	38	26	22	123	92	128
