name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c
CNAG_00276_1	717721	717788	68	+	utr5E	46	62	57	48	42	63	190	180	176	67	47	43
CNAG_00277_1	719464	719571	108	+	utr5E	55	58	41	72	67	66	169	130	103	206	121	170
CNAG_00277_2	719899	719964	66	+	cdsE	10	12	10	0	0	0	2	1	3	0	0	0
CNAG_00277_3	720092	720179	88	+	cdsE	31	36	40	19	20	15	59	58	63	38	24	16
CNAG_00279_1	722103	722185	83	+	utr5E	386	418	356	238	186	212	149	136	132	229	159	204
CNAG_00279_2	722366	722422	57	+	cdsE	48	71	62	9	7	5	5	5	3	0	0	0
CNAG_00280_1	723858	724007	150	+	utr5E	90	115	88	125	85	99	82	68	62	36	27	38
CNAG_00280_2	724658	724744	87	+	cdsE	1	2	1	3	2	3	0	0	0	33	23	26
CNAG_00280_3	724812	724869	58	+	cdsE	1	3	1	5	5	6	1	1	1	19	22	15
CNAG_00284_1	732793	732829	37	+	utr5E	0	0	0	5	5	4	40	17	33	26	32	26
CNAG_00287_1	744068	744221	154	+	utr5E	76	90	71	106	82	76	25	15	12	36	29	45
CNAG_00287_2	744612	744640	29	+	cdsE	7	18	11	3	6	7	0	0	0	0	0	0
CNAG_00288_1	745872	745996	125	+	utr5E	137	111	113	111	86	53	140	143	80	188	123	160
CNAG_00290_1	748338	748443	106	+	utr5E	71	66	52	47	47	53	42	27	28	12	5	11
CNAG_00290_2	748792	748817	26	+	cdsE	1	1	1	14	18	14	0	0	0	3	4	2
CNAG_00291_1	750577	750687	111	+	utr5E	144	147	118	51	66	32	116	101	98	83	63	66
CNAG_00291_2	751304	751308	5	+	cdsE	0	0	0	10	7	15	0	0	0	0	0	0
CNAG_00292_1	752703	752827	125	+	utr5E	22	23	32	7	12	9	10	13	10	19	16	23
CNAG_00292_2	754553	754553	1	+	cdsE	0	0	0	1	1	3	0	0	0	0	0	0
CNAG_00292_3	754708	754708	1	+	cdsE	0	0	0	5	2	4	0	0	0	0	0	0
CNAG_00292_4	754715	754715	1	+	cdsE	0	0	0	0	0	0	1	1	2	0	0	0
CNAG_00294_1	757233	757603	371	+	utr5E	2058	1596	1104	1228	1165	826	875	601	520	823	350	588
CNAG_00299_1	767403	767471	69	+	utr5E	105	146	116	46	72	48	65	46	47	34	15	24
CNAG_00299_2	768984	768991	8	+	cdsE	0	0	0	1	1	2	0	0	0	5	4	6
CNAG_00299_3	770244	770324	81	+	cdsE	0	0	0	6	7	6	1	1	1	10	8	4
CNAG_00301_1	775952	776042	91	+	utr5E	238	201	115	562	447	466	345	297	300	250	201	220
CNAG_00301_2	776870	777075	206	+	cdsE	39	55	58	31	20	27	54	74	72	20	17	35
CNAG_00302_1	777543	777626	84	+	utr5E	13	5	8	25	22	23	64	80	44	63	38	52
CNAG_00302_2	777752	777760	9	+	utr5E	5	3	6	3	3	3	8	4	7	4	3	5
CNAG_00302_3	778195	778512	318	+	cdsE	14	15	17	16	17	18	56	57	41	18	18	5
CNAG_00305_1	783411	783492	82	+	utr5E	251	307	251	462	320	366	59	62	44	74	51	56
CNAG_00305_2	783753	783764	12	+	cdsE	53	54	54	37	57	38	5	3	1	5	1	1
CNAG_00305_3	783987	784408	422	+	cdsE	154	204	186	214	172	189	14	15	21	4	6	2
CNAG_00305_4	784670	784683	14	+	cdsE	0	0	0	7	5	11	2	2	1	7	9	7
CNAG_00306_1	787776	787941	166	+	utr5E	810	874	592	900	595	663	316	305	257	241	185	195
CNAG_00309_1	793044	793094	51	+	utr5E	97	89	56	33	53	40	74	71	66	51	28	34
CNAG_00309_2	796043	796056	14	+	cdsE	0	0	0	4	6	5	0	0	0	0	0	0
CNAG_00309_3	796083	796093	11	+	cdsE	0	0	0	0	0	0	0	0	0	6	6	6
CNAG_00310_1	797204	797249	46	+	utr5E	23	32	30	8	11	14	20	15	19	13	7	6
CNAG_00310_2	797323	797323	1	+	cdsE	0	0	0	1	1	2	0	0	0	1	2	1
CNAG_00310_3	797441	797486	46	+	cdsE	4	5	3	0	0	0	4	5	2	0	0	0
CNAG_00310_4	797691	797691	1	+	cdsI	0	0	0	0	0	0	0	0	0	3	1	1
CNAG_00310_5	798032	798032	1	+	cdsE	0	0	0	2	2	2	0	0	0	0	0	0
CNAG_00312_1	801600	801657	58	+	utr5E	73	103	91	58	45	53	67	46	53	27	11	31
CNAG_00312_2	802414	802458	45	+	cdsE	0	0	0	11	20	18	0	0	0	3	7	1
CNAG_00313_1	803378	803406	29	+	cdsE	14	12	13	12	5	6	15	12	9	7	3	5
CNAG_00313_2	804977	804997	21	+	cdsE	0	0	0	3	3	3	0	0	0	0	0	0
CNAG_00313_3	804999	805076	78	+	cdsE	4	6	7	0	0	0	1	1	1	9	6	9
CNAG_00313_4	805079	805166	88	+	cdsE	0	0	0	5	3	4	1	3	1	2	2	2
CNAG_00315_1	809386	809644	259	+	utr5E	8100	7995	3678	7589	5923	5645	5633	4731	4822	3101	1661	2477
CNAG_00318_1	816145	816315	171	+	utr5E	420	588	474	444	321	295	294	323	329	449	231	321
CNAG_00320_1	818387	818448	62	+	utr5E	135	153	151	12	18	10	74	66	76	37	17	22
CNAG_00320_2	820160	820160	1	+	cdsE	0	0	0	3	3	3	2	3	1	3	6	1
CNAG_00320_3	820802	820927	126	+	cdsE	0	0	0	4	4	5	21	12	11	6	6	10
CNAG_00321_1	821444	821485	42	+	utr5E	0	0	0	3	3	3	8	15	11	11	11	13
CNAG_00326_1	833554	833648	95	+	utr5E	197	195	147	122	116	69	116	114	101	99	76	73
CNAG_00326_2	834930	834962	33	+	cdsE	0	0	0	6	7	5	3	4	3	23	15	12
CNAG_00326_3	835078	835088	11	+	cdsE	0	0	0	3	1	2	0	0	0	15	25	11
CNAG_00326_4	835492	835643	152	+	cdsE	111	157	143	75	64	61	60	60	71	48	36	32
CNAG_00328_1	837683	837775	93	+	utr5E	85	98	72	75	70	58	22	32	16	100	80	94
CNAG_00328_2	840698	840745	48	+	cdsE	12	15	21	2	2	4	2	1	2	0	0	0
CNAG_00328_3	841629	841634	6	+	cdsE	0	0	0	1	1	3	6	2	3	5	2	3
CNAG_00330_1	843181	843189	9	+	utr5E	6	6	5	6	2	3	8	12	10	3	3	4
CNAG_00330_2	844184	844188	5	+	cdsE	6	4	5	0	0	0	0	0	0	0	0	0
CNAG_00330_3	844419	844419	1	+	cdsE	0	0	0	5	3	8	0	0	0	3	7	2
CNAG_00330_4	844918	845007	90	+	cdsE	3	2	2	1	1	1	3	7	5	17	16	9
CNAG_00330_5	845108	845252	145	+	cdsE	2	3	2	10	6	5	22	28	25	83	48	54
CNAG_00333_1	855287	855356	70	+	utr5E	93	80	99	84	81	76	83	90	84	58	46	50
CNAG_00333_2	855974	856149	176	+	cdsE	1	1	1	7	9	13	3	5	3	22	13	22
CNAG_00334_1	857349	857419	71	+	utr5E	1666	1308	889	925	684	630	323	286	197	290	137	246
CNAG_00334_2	857476	857532	57	+	utr5E	298	267	154	160	108	162	36	38	31	18	22	15
CNAG_00334_3	857774	857831	58	+	cdsE	109	97	83	119	108	138	11	4	5	8	8	7
CNAG_00337_1	864916	865044	129	+	utr5E	72	105	134	125	146	112	44	56	46	92	71	86
CNAG_00337_2	865283	865690	408	+	utr5E	727	532	313	215	235	161	189	167	92	68	39	52
CNAG_00344_1	880247	880308	62	+	utr5E	40	49	30	7	10	5	38	22	30	21	19	20
CNAG_00344_2	881846	881866	21	+	cdsE	0	0	0	10	4	10	0	0	0	4	2	4
CNAG_00344_3	882911	882935	25	+	cdsE	0	0	0	0	0	0	0	0	0	4	4	4
CNAG_00346_1	885316	885392	77	+	utr5E	653	867	775	428	419	334	629	448	497	327	197	206
CNAG_00348_1	893106	893282	177	+	cdsE	132	213	167	208	127	139	291	247	249	256	179	175
CNAG_00349_1	893766	893802	37	+	utr5E	1	1	1	1	1	1	7	9	3	0	0	0
CNAG_00349_2	895114	895114	1	+	cdsE	0	0	0	0	0	0	2	1	1	0	0	0
CNAG_00351_1	897637	897769	133	+	utr5E	302	402	343	281	332	199	258	181	176	293	138	188
CNAG_00352_1	898753	898815	63	+	utr5E	19	24	34	19	13	10	18	18	16	39	29	26
CNAG_00352_2	899185	899215	31	+	cdsE	3	3	3	0	0	0	0	0	0	0	0	0
CNAG_00352_3	900036	900103	68	+	cdsE	0	0	0	0	0	0	0	0	0	9	7	9
CNAG_00355_1	904511	904560	50	+	utr5E	2029	1228	972	1247	1584	717	1052	629	394	2643	1272	1907
CNAG_00356_1	905776	905835	60	+	utr5E	171	191	131	96	59	66	91	61	45	58	35	44
CNAG_00356_2	906256	906309	54	+	cdsE	25	53	37	7	3	4	4	5	3	2	1	1
CNAG_00356_3	907387	907388	2	+	cdsE	0	0	0	10	7	14	0	0	0	0	0	0
CNAG_00357_1	907968	908031	64	+	utr5E	95	119	100	132	89	77	73	77	63	58	37	37
CNAG_00363_1	922599	922607	9	+	utr5E	23	23	25	53	42	62	11	16	13	20	6	17
CNAG_00363_2	922815	922949	135	+	utr5E	145	185	112	74	41	66	76	72	66	29	32	30
CNAG_00363_3	923080	923158	79	+	utr5E	52	45	29	28	25	19	87	71	64	71	49	73
CNAG_00363_4	926377	926470	94	+	cdsE	57	75	53	20	17	24	21	15	19	20	17	16
CNAG_00363_5	927950	928042	93	+	cdsE	45	51	35	41	33	20	32	26	23	31	22	15
CNAG_00365_1	930440	930487	48	+	utr5E	103	138	127	56	32	44	59	49	39	21	9	22
CNAG_00365_2	931438	931438	1	+	cdsE	4	2	2	0	0	0	0	0	0	3	1	5
CNAG_00366_1	933491	933491	1	+	cdsE	2	2	1	0	0	0	0	0	0	1	1	1
CNAG_00366_2	933595	933595	1	+	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_00366_3	933598	933598	1	+	cdsE	0	0	0	2	1	3	0	0	0	0	0	0
CNAG_00366_4	933709	933709	1	+	cdsE	0	0	0	0	0	0	2	1	1	0	0	0
CNAG_00368_1	936340	936447	108	+	utr5E	540	518	304	472	389	327	301	293	218	253	170	223
CNAG_00371_1	943391	943511	121	+	utr5E	26	18	21	24	22	24	33	23	31	24	13	13
CNAG_00373_1	947347	947416	70	+	utr5E	154	110	73	52	78	60	130	107	85	123	59	93
CNAG_00373_2	947582	947582	1	+	utr5E	25	43	16	13	24	23	16	21	15	16	21	15
CNAG_00374_1	951023	951286	264	+	utr5E	73	66	63	320	215	196	108	97	79	150	109	139
CNAG_00376_1	958435	958472	38	+	cdsE	24	36	32	19	8	17	46	38	41	28	27	29
CNAG_00378_1	967722	967773	52	+	utr5E	5	5	9	9	10	5	18	18	12	21	13	12
CNAG_00378_2	969382	969396	15	+	cdsE	0	0	0	0	0	0	0	0	0	4	3	5
CNAG_00378_3	969421	969421	1	+	cdsE	2	2	1	0	0	0	0	0	0	0	0	0
CNAG_00378_4	969484	969530	47	+	cdsE	8	6	9	7	6	4	14	13	13	7	6	8
CNAG_00383_1	1006696	1006774	79	+	utr5E	147	154	118	64	75	70	86	79	72	40	16	36
CNAG_00383_2	1011148	1011199	52	+	cdsE	26	24	23	16	14	20	5	4	3	0	0	0
CNAG_00385_1	1014027	1014088	62	+	utr5E	600	543	443	589	518	465	403	317	214	950	327	654
CNAG_00385_2	1014384	1014471	88	+	cdsE	69	93	93	51	32	31	27	24	22	13	11	14
CNAG_00386_1	1015355	1015392	38	+	utr5E	323	294	243	246	292	249	45	48	36	39	24	19
CNAG_00387_1	1019378	1019395	18	+	utr5E	37	40	43	27	26	24	41	29	29	34	29	38
CNAG_00387_2	1019952	1019967	16	+	cdsE	5	4	6	0	0	0	1	1	1	0	0	0
CNAG_00389_1	1025051	1025073	23	+	utr5E	50	87	68	73	65	61	74	61	63	66	52	59
CNAG_00390_1	1027911	1027983	73	+	utr5E	161	152	119	128	131	103	112	87	93	44	33	62
CNAG_00390_2	1029639	1029670	32	+	cdsE	0	0	0	0	0	0	0	0	0	10	7	5
CNAG_00392_1	1031735	1031778	44	+	utr5E	93	128	118	24	25	23	66	46	56	24	11	15
CNAG_00394_1	1037195	1037287	93	+	utr5E	60	67	72	77	80	51	48	74	52	81	64	74
CNAG_00394_2	1037735	1037817	83	+	cdsE	0	0	0	12	8	8	0	0	0	10	8	13
CNAG_00397_1	1043012	1043127	116	+	utr5E	21	21	16	7	13	7	28	19	14	12	12	12
CNAG_00397_2	1043272	1043272	1	+	cdsE	0	0	0	2	1	3	7	5	5	4	2	1
CNAG_00397_3	1043360	1043360	1	+	cdsE	0	0	0	1	2	3	2	1	1	1	2	1
CNAG_00400_1	1050122	1050488	367	+	utr5E	1856	2280	1710	1397	1181	1088	913	895	806	776	408	581
CNAG_00403_1	1059070	1059111	42	+	utr5E	97	96	56	47	37	25	37	31	28	42	24	31
CNAG_00403_2	1060285	1060329	45	+	cdsE	15	41	37	16	20	19	17	21	15	8	15	4
CNAG_00403_3	1060329	1060329	1	+	cdsE	15	41	37	0	0	0	17	21	15	8	15	4
CNAG_00403_4	1060465	1060506	42	+	cdsE	0	0	0	3	1	1	1	1	1	9	11	13
CNAG_00405_1	1064013	1064042	30	+	utr5E	70	105	83	64	64	52	81	75	67	41	44	52
CNAG_00405_2	1065493	1065496	4	+	cdsE	55	155	126	58	108	72	97	80	109	62	101	21
CNAG_00409_1	1076505	1076724	220	+	utr5E	4152	3878	2618	5067	5434	2901	3034	2025	1909	5794	1931	3434
CNAG_00411_1	1081309	1081351	43	+	utr5E	114	185	174	84	79	66	96	82	88	142	77	103
CNAG_00414_1	1087628	1087743	116	+	utr5E	43	50	40	29	28	19	30	20	19	58	31	33
CNAG_00415_1	1089393	1089457	65	+	utr5E	408	617	595	183	237	182	225	184	215	98	51	77
CNAG_00420_1	1101367	1101477	111	+	utr5E	425	376	298	246	216	190	318	221	226	219	68	106
CNAG_00422_1	1106260	1106367	108	+	cdsE	110	154	131	21	25	23	31	41	42	9	10	7
CNAG_00422_2	1106655	1106731	77	+	cdsE	1	2	2	3	5	4	7	7	5	3	2	4
CNAG_00422_3	1106980	1107033	54	+	cdsE	0	0	0	2	2	2	2	2	2	9	8	16
CNAG_00424_1	1109261	1109367	107	+	utr5E	1727	2065	1421	1126	970	967	771	712	788	308	220	302
CNAG_00428_1	1117793	1117829	37	+	utr5E	104	56	32	29	46	40	76	46	21	17	14	12
CNAG_00430_1	1121657	1121689	33	+	utr5E	10	6	10	5	3	4	25	13	16	14	3	7
CNAG_00430_2	1122059	1122059	1	+	cdsE	19	45	72	10	15	7	43	59	56	17	24	4
CNAG_00435_1	1132302	1132352	51	+	utr5E	8	9	12	14	17	8	9	11	9	16	9	16
CNAG_00435_2	1132750	1132815	66	+	utr5E	17	17	12	10	6	3	14	7	6	26	13	29
CNAG_00435_3	1133316	1133383	68	+	cdsE	1	4	1	0	0	0	3	1	3	27	26	20
CNAG_00435_4	1133646	1133688	43	+	cdsI	0	0	0	2	2	4	0	0	0	2	1	1
CNAG_00438_1	1138228	1138265	38	+	utr5E	46	63	24	48	36	33	37	43	39	18	28	20
CNAG_00438_2	1138579	1138585	7	+	cdsE	9	11	10	2	2	3	2	1	2	0	0	0
CNAG_00440_1	1143866	1143902	37	+	utr5E	11	11	19	6	7	9	26	13	12	15	9	15
CNAG_00440_2	1144375	1144472	98	+	cdsE	0	0	0	6	3	7	0	0	0	13	13	9
CNAG_00442_1	1148993	1149075	83	+	utr5E	108	123	90	39	24	19	25	22	25	8	8	7
CNAG_00442_2	1149196	1149196	1	+	utr5E	5	15	15	2	2	2	6	4	3	0	0	0
CNAG_00442_3	1149554	1149554	1	+	cdsE	0	0	0	4	8	5	0	0	0	0	0	0
CNAG_00442_4	1150276	1150303	28	+	cdsE	6	33	39	10	5	8	8	9	13	10	17	1
CNAG_00442_5	1150562	1150562	1	+	cdsE	0	0	0	0	0	0	0	0	0	2	3	2
CNAG_00444_1	1153427	1153501	75	+	utr5E	5	17	25	21	11	16	45	55	63	142	94	91
CNAG_00444_2	1153775	1153814	40	+	utr5I	25	39	40	31	15	23	31	33	27	32	10	26
CNAG_00445_1	1155876	1156145	270	+	utr5E	355	481	279	127	118	103	120	132	128	33	49	24
CNAG_00445_2	1158234	1158381	148	+	cdsE	123	127	73	48	35	40	14	22	15	19	15	16
CNAG_00445_3	1158433	1158474	42	+	cdsE	37	52	34	33	22	25	8	7	9	23	21	14
CNAG_00448_1	1163208	1163273	66	+	utr5E	66	125	83	122	85	102	56	54	52	71	54	69
CNAG_00450_1	1168122	1168154	33	+	utr5E	20	26	22	16	11	12	5	6	7	10	3	6
CNAG_00450_2	1168825	1169032	208	+	cdsE	81	102	64	25	23	27	18	13	11	2	3	1
CNAG_00451_1	1169831	1169887	57	+	utr5E	15	11	18	7	8	9	1	5	2	5	6	7
CNAG_00451_2	1170854	1170855	2	+	cdsE	4	2	2	0	0	0	0	0	0	0	0	0
CNAG_00451_3	1171116	1171116	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	3	1
CNAG_00451_4	1171219	1171219	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_00452_1	1172295	1172295	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_00452_2	1172357	1172357	1	+	cdsI	0	0	0	0	0	0	0	0	0	1	1	2
CNAG_00453_1	1174835	1174972	138	+	utr5E	4881	6102	3594	3834	2469	2659	5006	5244	4623	4321	2061	3017
CNAG_00454_1	1176473	1176716	244	+	cdsE	14	8	15	32	44	42	54	47	45	42	32	33
CNAG_00454_2	1176945	1177154	210	+	utr3E	0	0	0	9	6	5	4	3	3	39	38	41
CNAG_00456_1	1181339	1181547	209	+	utr5E	76	68	51	44	31	40	149	123	111	151	80	118
CNAG_00456_2	1182689	1182814	126	+	cdsE	0	0	0	7	5	8	18	19	18	49	39	45
CNAG_00457_1	1185045	1185183	139	+	utr5E	2166	2306	1459	1441	1320	1160	1389	1175	955	544	337	479
CNAG_00457_2	1185272	1185508	237	+	utr5E	154	117	93	161	170	150	525	457	366	298	179	245
CNAG_00458_1	1187690	1187739	50	+	utr5E	65	82	70	135	82	110	133	128	95	62	55	81
CNAG_00462_1	1196238	1196315	78	+	utr5E	336	444	386	300	244	221	200	160	179	108	55	54
CNAG_00464_1	1202112	1202166	55	+	utr5E	66	63	64	36	26	22	39	32	27	38	21	36
CNAG_00464_2	1206416	1206425	10	+	cdsE	16	12	8	0	0	0	2	3	3	0	0	0
CNAG_00464_3	1206699	1206818	120	+	cdsE	5	4	3	8	5	5	4	3	5	9	7	8
CNAG_00466_1	1209219	1209299	81	+	utr5E	42	37	46	92	70	65	31	48	31	90	59	83
CNAG_00466_2	1209851	1209888	38	+	cdsE	0	0	0	11	12	15	0	0	0	0	0	0
CNAG_00468_1	1211342	1211415	74	+	utr5E	41	38	37	47	45	38	39	43	24	49	28	34
CNAG_00468_2	1212349	1212352	4	+	cdsE	0	0	0	9	12	14	0	0	0	1	2	2
CNAG_00468_3	1213235	1213375	141	+	cdsE	0	0	0	12	6	7	10	10	9	67	30	42
CNAG_00470_1	1215166	1215247	82	+	utr5E	182	240	265	255	184	175	136	136	120	300	157	234
CNAG_00472_1	1217390	1217407	18	+	utr5E	11	14	11	7	9	6	5	5	4	1	1	1
CNAG_00472_2	1218500	1218500	1	+	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_00474_1	1219800	1219979	180	+	utr5E	95	109	57	40	25	30	98	82	83	106	62	88
CNAG_00480_1	1235379	1235436	58	+	utr5E	65	34	48	7	3	6	26	18	20	36	14	18
CNAG_00480_2	1235953	1236108	156	+	utr5E	436	341	191	348	324	243	359	343	297	284	245	252
CNAG_00480_3	1236668	1236826	159	+	utr5E	62	50	34	30	31	29	28	27	29	2	5	2
CNAG_00480_4	1237860	1238091	232	+	cdsE	1	1	1	45	52	61	33	35	30	258	261	225
CNAG_00483_1	1242465	1242549	85	+	utr5E	1811	1988	1549	1954	1415	1626	872	829	802	1121	679	930
CNAG_00486_1	1249185	1249424	240	+	utr5E	456	470	309	310	246	227	374	382	300	151	91	112
CNAG_00487_1	1251007	1251007	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	2	1
CNAG_00487_2	1251040	1251040	1	+	cdsE	0	0	0	0	0	0	2	1	1	0	0	0
CNAG_00487_3	1251104	1251104	1	+	cdsE	0	0	0	0	0	0	0	0	0	2	1	1
CNAG_00491_1	1256993	1257054	62	+	utr5E	132	197	180	56	73	53	228	226	236	59	18	35
CNAG_00495_1	1268416	1268459	44	+	utr5E	51	51	59	28	36	27	77	83	65	57	28	44
CNAG_00496_1	1269361	1269695	335	+	utr5E	189	218	199	192	164	126	95	125	115	375	212	281
CNAG_00498_1	1274824	1274885	62	+	utr5E	100	86	40	35	33	33	98	66	67	19	11	10
CNAG_00498_2	1276641	1276711	71	+	cdsE	1	2	1	6	4	5	0	0	0	0	0	0
CNAG_00500_1	1280140	1280408	269	+	utr5E	727	586	337	507	427	375	281	273	224	173	74	106
CNAG_00502_1	1284960	1285102	143	+	cdsE	176	263	218	124	136	149	164	164	147	66	66	76
CNAG_00504_1	1287939	1287976	38	+	utr5E	135	94	73	35	47	34	60	43	20	41	24	20
CNAG_00504_2	1288160	1288205	46	+	cdsE	6	5	7	7	7	9	2	2	1	0	0	0
CNAG_00504_3	1288404	1288453	50	+	cdsE	0	0	0	7	9	7	0	0	0	1	2	1
CNAG_00504_4	1289014	1289047	34	+	cdsE	0	0	0	1	1	1	0	0	0	9	9	5
CNAG_00504_5	1289100	1289202	103	+	cdsE	0	0	0	11	15	7	1	3	1	39	25	22
CNAG_00505_1	1289934	1290035	102	+	utr5E	55	70	74	77	81	73	62	79	52	58	45	42
CNAG_00510_1	1302008	1302143	136	+	utr5E	1234	1897	1900	1120	940	1006	809	794	832	1605	607	1032
CNAG_00511_1	1303142	1303142	1	+	utr5E	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_00511_2	1303707	1303715	9	+	cdsE	0	0	0	1	1	1	11	7	8	12	6	9
CNAG_00511_3	1304154	1304157	4	+	cdsE	0	0	0	0	0	0	1	1	1	6	6	3
CNAG_00511_4	1304160	1304160	1	+	cdsE	0	0	0	2	1	1	0	0	0	0	0	0
CNAG_00511_5	1304263	1304263	1	+	cdsE	0	0	0	0	0	0	2	2	1	0	0	0
CNAG_00511_6	1304310	1304383	74	+	cdsE	0	0	0	0	0	0	4	6	3	11	7	6
CNAG_00513_1	1307367	1307417	51	+	utr5E	136	213	173	102	125	83	128	167	107	215	156	232
CNAG_00515_1	1312156	1312158	3	+	utr5E	0	0	0	2	2	9	0	0	0	0	0	0
CNAG_00515_2	1312165	1312216	52	+	utr5E	1	1	1	5	2	2	6	5	5	11	10	7
CNAG_00515_3	1312346	1312352	7	+	utr5E	3	1	3	8	5	4	0	0	0	12	2	4
CNAG_00515_4	1312532	1312589	58	+	utr5E	8	11	10	10	14	11	14	15	11	11	7	6
CNAG_00515_5	1312647	1312650	4	+	utr5E	8	11	7	6	2	4	0	0	0	1	2	4
CNAG_00515_6	1312875	1312924	50	+	cdsI	0	0	0	6	6	7	0	0	0	0	0	0
CNAG_00515_7	1313133	1313146	14	+	cdsI	10	6	7	5	1	3	0	0	0	1	1	1
CNAG_00515_8	1313906	1313926	21	+	cdsE	0	0	0	5	3	5	0	0	0	0	0	0
CNAG_00516_1	1314512	1314551	40	+	cdsE	47	46	33	25	19	10	12	11	10	33	28	27
CNAG_00519_1	1321008	1321120	113	+	utr5E	110	150	127	53	61	66	21	24	33	4	10	5
CNAG_00519_2	1321500	1321677	178	+	utr5E	220	171	62	14	11	16	454	281	204	137	68	100
CNAG_00519_3	1322439	1322589	151	+	cdsE	15	21	19	11	4	8	71	64	58	130	78	83
CNAG_00519_4	1322664	1322703	40	+	cdsE	0	0	0	0	0	0	25	17	14	82	42	76
CNAG_00520_1	1324543	1324639	97	+	utr5E	378	336	228	271	251	177	135	134	96	156	89	113
CNAG_00520_2	1327642	1327763	122	+	cdsE	3	2	2	41	54	42	0	0	0	6	5	4
CNAG_00520_3	1330066	1330324	259	+	cdsE	0	0	0	33	20	17	6	4	3	208	158	169
CNAG_00522_1	1333130	1333248	119	+	utr5E	13	17	6	39	29	26	1	1	1	27	32	28
CNAG_00522_2	1334114	1334594	481	+	cdsE	55	64	38	145	115	114	16	11	10	12	12	11
CNAG_00522_3	1334747	1334938	192	+	cdsE	3	11	3	64	52	41	3	4	3	15	25	17
CNAG_00522_4	1335906	1335998	93	+	cdsE	4	2	4	76	57	50	0	0	0	6	9	7
CNAG_00524_1	1338961	1339067	107	+	utr5E	20	35	18	25	19	27	22	28	16	31	27	31
CNAG_00524_2	1340066	1340123	58	+	cdsE	0	0	0	7	6	8	0	0	0	2	2	1
CNAG_00524_3	1340212	1340280	69	+	cdsE	0	0	0	4	5	9	2	2	2	16	27	17
CNAG_00525_1	1341119	1341176	58	+	utr5E	35	42	38	28	32	32	45	25	23	24	27	28
CNAG_00525_2	1342982	1343115	134	+	cdsE	1	1	1	3	2	4	2	1	1	22	11	18
CNAG_00525_3	1344961	1344965	5	+	utr3E	0	0	0	10	10	10	2	2	2	28	9	25
CNAG_00528_1	1348411	1348475	65	+	utr5E	72	89	47	72	43	30	91	74	65	134	92	151
CNAG_00528_2	1348779	1348962	184	+	cdsE	0	0	0	9	15	14	5	4	3	5	4	2
CNAG_00528_3	1350771	1350875	105	+	cdsE	1	1	1	3	3	2	2	2	2	23	15	17
CNAG_00529_1	1351449	1351556	108	+	utr5E	50	79	82	63	48	47	166	177	154	66	65	73
CNAG_00533_1	1362051	1362117	67	+	utr5E	301	371	343	245	225	180	224	212	181	107	58	71
CNAG_00535_1	1365231	1365330	100	+	utr5E	1079	1134	1032	964	790	710	623	480	463	476	204	289
CNAG_00537_1	1368684	1368757	74	+	utr5E	205	232	129	130	119	103	185	154	139	78	26	49
CNAG_00540_1	1377214	1377290	77	+	utr5E	0	0	0	0	0	0	8	8	7	3	6	6
CNAG_00540_2	1377479	1377533	55	+	utr5E	0	0	0	0	0	0	23	23	22	1	2	2
CNAG_00542_1	1382737	1382764	28	+	utr5E	2	1	1	6	3	2	66	56	47	28	16	19
CNAG_00542_2	1383731	1383772	42	+	cdsE	0	0	0	3	2	4	5	7	6	8	8	6
CNAG_00542_3	1383851	1383851	1	+	cdsE	0	0	0	2	2	3	0	0	0	3	2	1
CNAG_00543_1	1385598	1385637	40	+	utr5E	69	55	56	53	54	65	51	24	34	28	15	29
CNAG_00543_2	1385943	1386012	70	+	cdsE	5	9	6	14	12	11	2	4	2	1	1	1
CNAG_00543_3	1386217	1386264	48	+	cdsE	0	0	0	11	11	9	0	0	0	0	0	0
CNAG_00545_1	1389337	1389383	47	+	utr5E	25	39	22	15	18	15	24	36	25	4	11	10
CNAG_00545_2	1390782	1390854	73	+	cdsE	3	2	4	2	2	3	3	3	6	12	10	9
CNAG_00545_3	1391084	1391097	14	+	cdsE	19	25	27	2	2	2	4	5	6	0	0	0
CNAG_00545_4	1395667	1395698	32	+	cdsE	21	19	13	2	2	2	5	6	6	11	8	7
CNAG_00545_5	1395987	1396101	115	+	cdsE	17	20	19	6	5	6	20	24	15	7	5	4
CNAG_00545_6	1396163	1396236	74	+	cdsE	32	42	33	11	10	9	25	28	22	15	9	15
CNAG_00546_1	1396716	1396758	43	+	utr5E	19	19	25	24	17	17	6	8	13	24	17	18
CNAG_00546_2	1397439	1397714	276	+	utr5E	121	100	56	38	27	17	86	67	55	11	8	10
CNAG_00546_3	1398702	1398783	82	+	cdsE	8	13	8	14	8	10	1	1	2	0	0	0
